t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,aa_hdg_cmd_deg,aa_fpa_cmd_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_q_raw_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,asc_ab_thr_ratio,asc_ab_t_now,asc_ab_t_avail,asc_ab_ign_on,asc_ab_flameouts,asc_rk_t_now,asc_rk_t_avail,asc_rk_ign_on,asc_rk_flameouts,ship_thrust,ship_avail_thrust,ship_ign_on,ship_flameouts,ifc_raw_dt_s,ifc_dt_s,phase_el_s,status
513,ASCENT,RKT_SUSTAIN,385.32,80,-305.32,17667.66,-199.18,10.2,19.3,90.17,0.031,1,0,0,0,0,0,0,0,0,0,90.16,16.936,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,49423.5,50545,4.265,26294,0,1,0,-38760.74,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,459.72,FLYING
515,ASCENT,RKT_SUSTAIN,383.94,80,-303.94,17337.76,-132.31,13.12,19.37,90.16,0.033,1,0,0,0,0,0,0,0,0,0,90.15,19.447,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,50223.7,50400.2,4.119,22953,0,1,0,-40432.35,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,461.72,FLYING
517.02,ASCENT,RKT_SUSTAIN,376.54,80,-296.54,17139.06,-66.47,16.1,19.36,90.15,0.035,1,0,0,0,0,0,0,0,0,0,90.14,22.072,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,49458.3,48699,3.966,20458,0,1,0,-41215.89,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,463.74,FLYING
519.02,ASCENT,RKT_SUSTAIN,364.51,80,-284.51,17069.28,-5.75,19.17,19.45,90.15,0.035,1,0,0,0,0,0,0,0,0,0,90.14,24.646,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,47344,45824.9,3.817,18844,0,1,0,-40475.21,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,465.74,FLYING
521.04,ASCENT,RKT_SUSTAIN,348.95,80,-268.95,17115.56,49.03,22.05,19.47,90.14,0.036,1,0,0,0,0,0,0,0,0,0,90.13,25,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,44217.8,42165.9,3.674,18027,0,1,0,-38531.67,23.5,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,467.76,FLYING
523.06,ASCENT,RKT_SUSTAIN,331.16,80,-251.16,17264.71,96.22,24.85,19.55,90.13,0.039,1,0,0,0,0,0,0,0,0,0,90.12,25,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,40474.2,38119.7,3.541,17862,0,1,0,-35755.64,22,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,469.78,FLYING
525.08,ASCENT,RKT_SUSTAIN,311.98,80,-231.98,17502.12,136.58,27.64,19.86,90.12,0.041,1,0,0,0,0,0,0,0,0,0,90.12,25,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,36439.2,33958.8,3.418,18178,0,1,0,-32593.96,20.5,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,471.8,FLYING
527.1,ASCENT,RKT_SUSTAIN,292.29,80,-212.29,17813.85,169.99,29.92,19.89,90.11,0.041,1,0,0,0,0,0,0,0,0,0,90.11,25,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,32363.9,29908.7,3.305,18817,0,1,0,-29264.29,19,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,473.82,FLYING
529.12,ASCENT,RKT_SUSTAIN,272.84,80,-192.84,18186.11,196.79,31.91,19.91,90.11,0.043,1,0,0,0,0,0,0,0,0,0,90.1,25,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,28461.3,26142.1,3.202,19643,0,1,0,-25876.49,17.5,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,475.84,FLYING
531.14,ASCENT,RKT_SUSTAIN,254.07,80,-174.07,18606.36,217.77,33.61,19.93,90.1,0.045,1,0,0,0,0,0,0,0,0,0,90.1,25,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,24856,22734.1,3.109,20552,0,1,0,-22624.79,16,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,477.86,FLYING
533.16,ASCENT,RKT_SUSTAIN,236.26,80,-156.26,19063.64,233.71,35.02,19.93,90.09,0.046,1,0,0,0,0,0,0,0,0,0,90.09,25,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,21609.7,19712.4,3.025,21473,0,1,0,-19616.69,14.5,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,479.88,FLYING
535.18,ASCENT,RKT_SUSTAIN,219.6,80,-139.6,19548.54,245.34,36.22,19.95,90.09,0.047,1,0,0,0,0,0,0,0,0,0,90.09,25,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,18740.9,17072.6,2.949,22361,0,1,0,-16903.15,13,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,481.9,FLYING
537.2,ASCENT,RKT_SUSTAIN,204.13,80,-124.13,20052.94,253.19,37.16,19.97,90.08,0.044,1,0,0,0,0,0,0,0,0,0,90.08,25,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,16237.3,14786.4,2.879,23189,0,1,0,-14521.25,11.5,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,483.92,FLYING
539.22,ASCENT,RKT_SUSTAIN,189.85,80,-109.85,20569.73,257.79,37.88,19.98,90.08,0.04,1,0,0,0,0,0,0,0,0,0,90.08,24.729,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,14071.8,12819.7,2.815,23942,0,1,0,-12444.42,10,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,485.94,FLYING
541.22,ASCENT,RKT_SUSTAIN,176.85,80,-96.85,21087.67,259.61,38.39,20,90.08,0.032,1,0,0,0,0,0,0,0,0,0,90.08,24.574,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,12220.3,11148,2.757,24613,0,1,0,-10623.35,9.484,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,487.94,FLYING
543.22,ASCENT,RKT_SUSTAIN,164.89,80,-84.89,21606.82,259.13,38.71,20.01,90.08,0.021,1,0,0,0,0,0,0,0,0,0,90.07,24.729,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,10632,9711.7,2.703,25204,0,1,0,-9070.52,9.43,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,489.94,FLYING
545.24,ASCENT,RKT_SUSTAIN,153.84,80,-73.84,22128.08,256.68,38.86,20.01,90.09,0.001,1,0,0,0,0,0,0,0,0,0,90.07,24.683,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,9261.5,8470.2,2.653,25724,0,1,0,-7766.18,9.31,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,491.96,FLYING
547.24,ASCENT,RKT_SUSTAIN,143.87,80,-63.87,22637.56,252.62,38.86,20.01,90.1,-0.02,1,0,0,0,0,0,0,0,0,0,90.07,24.467,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,8095.4,7421.3,2.608,26176,0,1,0,-6639.75,9.138,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,493.96,FLYING
549.24,ASCENT,RKT_SUSTAIN,134.81,80,-54.81,23137.51,247.23,38.73,20.01,90.11,-0.042,1,0,0,0,0,0,0,0,0,0,90.07,24.106,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,7101.6,6527.1,2.565,26569,0,1,0,-5695.04,8.922,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,495.96,FLYING
551.24,ASCENT,RKT_SUSTAIN,126.6,80,-46.6,23625.47,240.71,38.49,20.01,90.12,-0.069,1,0,0,0,0,0,0,0,0,0,90.07,23.618,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,6254.9,5765.7,2.525,26911,0,1,0,-4903.37,8.67,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,497.96,FLYING
553.24,ASCENT,RKT_SUSTAIN,119.18,80,-39.18,24099.4,233.25,38.15,20.01,90.13,-0.104,1,0,0,0,0,0,0,0,0,0,90.07,23.022,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,5534,5117.3,2.488,27209,0,1,0,-4240.08,8.388,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,499.96,FLYING
555.24,ASCENT,RKT_SUSTAIN,112.48,80,-32.48,24557.56,224.99,37.72,20.01,90.15,-0.142,1,0,0,0,0,0,0,0,0,0,90.07,22.33,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,4919.9,4565.1,2.453,27468,0,1,0,-3683.15,8.08,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,501.96,FLYING
557.26,ASCENT,RKT_SUSTAIN,106.38,80,-26.38,25002.78,215.96,37.2,20.01,90.17,-0.187,1,0,0,0,0,0,0,0,0,0,90.07,21.547,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,4393.3,4089.6,2.42,27695,0,1,0,-3222.16,7.747,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,503.98,FLYING
559.26,ASCENT,RKT_SUSTAIN,100.95,80,-20.95,25425.01,206.44,36.62,20.01,90.19,-0.227,1,0,0,0,0,0,0,0,0,0,90.07,20.699,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,3946.2,3687.7,2.389,27894,0,1,0,-2823.58,7.398,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,505.98,FLYING
561.28,ASCENT,RKT_SUSTAIN,95.97,80,-15.97,25831.6,196.33,35.96,20.01,90.19,-0.225,1,0,0,0,0,0,0,0,0,0,90.07,19.778,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,3561.2,3338.2,2.359,28068,0,1,0,-2494.62,7.03,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,508,FLYING
563.28,ASCENT,RKT_SUSTAIN,91.37,80,-11.37,26213.58,185.9,35.26,20.01,90.17,-0.198,1,0,0,0,0,0,0,0,0,0,90.07,18.81,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,3226.2,3031.1,2.327,28221,0,1,0,-2209.06,6.653,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,510,FLYING
565.28,ASCENT,RKT_SUSTAIN,87.24,80,-7.24,26574.34,175.11,34.5,20.01,90.16,-0.173,1,0,0,0,0,0,0,0,0,0,90.07,17.792,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,2935.7,2767,2.298,28355,0,1,0,-1968.54,6.263,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,512,FLYING
567.3,ASCENT,RKT_SUSTAIN,83.47,80,-3.47,26916.43,163.87,33.68,20.01,90.15,-0.153,1,0,0,0,0,0,0,0,0,0,90.07,16.717,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,2683.3,2537.2,2.27,28473,0,1,0,-1768.04,5.859,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,514.02,FLYING
569.32,ASCENT,RKT_SUSTAIN,80.09,80,-0.09,27235.49,152.33,32.82,20.02,90.14,-0.137,1,0,0,0,0,0,0,0,0,0,90.07,15.598,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,2465.1,2338.9,2.244,28577,0,1,0,-1594.31,5.444,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,516.04,FLYING
571.34,ASCENT,RKT_SUSTAIN,77.06,80,2.94,27530.95,140.53,31.92,20.02,90.14,-0.124,1,0,0,0,0,0,0,0,0,0,90.07,14.441,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,2277,2168.3,2.22,28668,0,1,0,-1444.57,5.021,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,518.06,FLYING
573.34,ASCENT,RKT_SUSTAIN,74.39,80,5.61,27799.76,128.63,30.98,20.02,90.13,-0.115,1,0,0,0,0,0,0,0,0,0,90.07,13.262,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,2116.3,2023.2,2.198,28747,0,1,0,-1311.96,4.596,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,520.06,FLYING
575.36,ASCENT,RKT_SUSTAIN,72.01,80,7.99,28046.9,116.43,30,20.02,90.13,-0.108,1,0,0,0,0,0,0,0,0,0,90.07,12.043,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,1977.8,1897.8,2.177,28815,0,1,0,-1202.36,4.16,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,522.08,FLYING
577.36,ASCENT,RKT_SUSTAIN,69.94,80,10.06,28267.13,104.19,29,20.02,90.12,-0.101,1,0,0,0,0,0,0,0,0,0,90.07,10.81,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,1860,1791.9,2.158,28875,0,1,0,-1104.73,3.723,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,524.08,FLYING
579.36,ASCENT,RKT_SUSTAIN,68.13,80,11.87,28462.75,91.82,27.98,20.02,90.12,-0.095,1,0,0,0,0,0,0,0,0,0,90.07,9.556,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,1759.8,1702.1,2.142,28927,0,1,0,-1021.8,3.282,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,526.08,FLYING
581.38,ASCENT,RKT_SUSTAIN,66.57,80,13.43,28635.09,79.23,26.92,20.02,90.12,-0.091,1,0,0,0,0,0,0,0,0,0,90.07,8.27,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,1674.7,1625.9,2.126,28971,0,1,0,-953.93,2.833,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,528.1,FLYING
583.4,ASCENT,RKT_SUSTAIN,65.24,80,14.76,28781.89,66.54,25.84,20.02,90.12,-0.087,1,0,0,0,0,0,0,0,0,0,90.06,6.968,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,1603.5,1562.7,2.113,29009,0,1,0,-895.35,2.381,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,530.12,FLYING
585.42,ASCENT,RKT_SUSTAIN,64.14,80,15.86,28902.98,53.79,24.74,20.02,90.11,-0.081,1,0,0,0,0,0,0,0,0,0,90.06,5.652,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,1544.7,1511.4,2.101,29040,0,1,0,-845.15,1.927,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,532.14,FLYING
587.44,ASCENT,RKT_SUSTAIN,63.27,80,16.73,28998.24,40.98,23.63,20.02,90.11,-0.079,1,0,0,0,0,0,0,0,0,0,90.06,4.325,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,1497.5,1470.9,2.091,29066,0,1,0,-802.48,1.472,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,534.16,FLYING
589.46,ASCENT,RKT_SUSTAIN,62.6,80,17.4,29067.58,28.13,22.5,20.02,90.11,-0.076,1,0,0,0,0,0,0,0,0,0,90.06,2.99,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,1460.7,1440.4,2.083,29086,0,1,0,-766.61,1.016,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,536.18,FLYING
591.48,ASCENT,RKT_SUSTAIN,62.14,80,17.86,29110.94,15.27,21.37,20.02,90.11,-0.072,1,0,0,0,0,0,0,0,0,0,90.06,1.649,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,1433.8,1419.3,2.076,29101,0,1,0,-736.92,0.559,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,538.2,FLYING
593.5,ASCENT,RKT_SUSTAIN,61.87,80,18.13,29128.31,2.4,20.23,20.02,90.1,-0.065,1,0,0,0,0,0,0,0,0,0,90.06,0.303,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,1416.1,1407.2,2.071,29111,0,1,0,-712.69,0.102,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,540.22,FLYING
595.52,ASCENT,RKT_SUSTAIN,61.81,80,18.19,29119.68,-10.47,19.08,20.02,90.1,-0.061,1,0,0,0,0,0,0,0,0,0,90.06,0.912,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,1407.5,1403.9,2.067,29116,0,1,0,-693.45,1.602,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,542.24,FLYING
597.54,ASCENT,RKT_SUSTAIN,61.94,80,18.06,29085.09,-23.31,17.94,20.02,90.1,-0.062,1,0,0,0,0,0,0,0,0,0,90.06,1.521,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,1407.5,1409.3,2.065,29117,0,1,0,-678.89,3.102,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,544.26,FLYING
599.56,ASCENT,RKT_SUSTAIN,62.26,80,17.74,29024.59,-36.11,16.79,20.02,90.1,-0.064,1,0,0,0,0,0,0,0,0,0,90.06,2.131,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,1416.3,1423.3,2.065,29112,0,1,0,-668.73,4.602,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,546.28,FLYING
601.58,ASCENT,RKT_SUSTAIN,62.78,80,17.22,28938.28,-48.86,15.65,20.02,90.1,-0.067,1,0,0,0,0,0,0,0,0,0,90.06,2.744,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,1433.9,1446.4,2.066,29102,0,1,0,-662.74,6.102,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,548.3,FLYING
603.6,ASCENT,RKT_SUSTAIN,63.51,80,16.49,28826.28,-61.54,14.52,20.02,90.1,-0.071,1,0,0,0,0,0,0,0,0,0,90.06,3.361,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,1460.7,1478.8,2.069,29087,0,1,0,-660.84,7.602,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,550.32,FLYING
