t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,gear_h_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,as_cmd_deg,as_cap_deg,as_raw_deg,as_spd_err_ms,as_active,aa_hdg_cmd_deg,aa_fpa_cmd_deg,aa_fbw,aa_dir,actual_fpa_deg,ftf_hdg_err_deg,ftf_fix_idx,kos_steer_pit_deg,kos_steer_hdg_deg,aa_dir_vx,aa_dir_vy,aa_dir_vz,aa_dir_pitch_deg,aa_dir_hdg_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,gs_latched,active_gs_ang_deg,ils_intercept_alt_m,d_gs_ms,fpa_preclamped_deg,gs_nom_alt_m,flare_fpa_cmd,flare_tgt_vs,flare_frac,flare_mode,flare_auth_limited,flare_auth_reason,flare_vs_err,flare_fpa_err,flare_pitch_err,flare_theta_cmd_raw,flare_theta_cmd_clamped,flare_theta_clamp_active,flare_aoa_clamp_active,flare_pitch_in_cmd,elev_defl_avg_deg,elev_defl_max_deg,elev_defl_n,flare_ctrl_h_m,flare_req_up_a,flare_thr_floor,flare_tecs_et_err,flare_tecs_eb_err,flare_tecs_h_ref,flare_tecs_v_ref,flare_gamma_ref,flare_gamma_eb_term,flare_gamma_unsat,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_q_raw_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,asc_ab_thr_ratio,asc_ab_t_now,asc_ab_t_avail,asc_ab_ign_on,asc_ab_flameouts,asc_rk_t_now,asc_rk_t_avail,asc_rk_ign_on,asc_rk_flameouts,ship_thrust,ship_avail_thrust,ship_ign_on,ship_flameouts,ifc_raw_dt_s,ifc_dt_s,ifc_loop_n,ifc_hz_est,ifc_raw_dt_max_s,ifc_raw_dt_min_s,phase_el_s,status,craft_name,cfg_file
3.26,APPROACH,ILS_TRACK,153.51,152,-1.51,708.64,630.43,-11.75,7.92,12.22,269.82,0.161,0,0,-1.664,1,0.6,4.5,0.75,0.35,0.0168,0.4,0.025,21.462,0.025,1.522,0,269.95,0,0,1,-4.38,0,0,0,269.95,0.7389,-0.0009,-0.6738,0,269.95,4.99,-494.85,21.554,-0.053,0,0,3,741.88,-1.11,0,1203.88,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,630.43,0,0,0,0,0,0,0,0,0,269.82,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.33,1080.39,2,0,0.08,0.08,31,10,0.12,0.08,3.26,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
3.56,APPROACH,ILS_TRACK,153.21,152,-1.21,705.76,626.96,-11.48,10.01,14.22,269.84,0.21,0.0354,0,-1.889,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.542,0,1.239,0,269.96,0,0,1,-4.31,0,0,0,269.95,0.7388,-0.0007,-0.6739,0,269.96,4.81,-495.2,21.505,-0.042,0,0,3,741.88,-1.085,0,1201.33,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,626.96,0,0,0,0,0,0,0,0,0,269.82,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.98,1079.42,2,0,0.08,0.08,34,10,0.12,0.08,3.56,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
3.86,APPROACH,ILS_TRACK,152.64,152,-0.64,702.97,623.63,-10.77,12,15.96,269.87,0.32,0.1554,0,-2.158,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.696,0,0.692,0,269.96,0,0,1,-4.08,0,0,0,269.96,0.7388,-0.0008,-0.674,0,269.96,4.63,-495.46,21.457,-0.043,0,0,3,741.88,-0.76,0,1198.79,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,623.63,0,0,0,0,0,0,0,0,0,269.82,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.78,1077.29,2,0,0.08,0.08,37,10,0.12,0.08,3.86,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
4.16,APPROACH,ILS_TRACK,151.83,152,0.17,700.31,620.56,-9.76,13.52,17.11,269.92,0.432,0.2754,0,-2.208,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.922,0,-0.112,0,269.96,0,0,1,-3.73,0,0,0,269.95,0.7387,-0.0007,-0.674,0,269.96,4.46,-495.61,21.409,-0.04,0,0,3,741.88,-0.38,0,1196.27,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,620.56,0,0,0,0,0,0,0,0,0,269.82,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.01,1074.08,2,0,0.08,0.08,40,10,0.12,0.08,4.16,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
4.46,APPROACH,ILS_TRACK,150.87,152,1.13,697.8,617.82,-8.64,14.44,17.61,269.97,0.518,0.3954,0,-1.984,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.192,0,-1.069,0,269.95,0,0,1,-3.33,0,0,0,269.97,0.7387,-0.0008,-0.6741,0,269.95,4.3,-495.64,21.361,-0.048,0,0,3,741.88,0.129,0,1193.76,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,617.82,0,0,0,0,0,0,0,0,0,269.82,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.31,1070.25,2,0,0.08,0.08,43,10,0.12,0.08,4.46,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
4.76,APPROACH,ILS_TRACK,149.88,152,2.12,695.51,615.4,-7.51,14.93,17.69,270,0.573,0.5154,0,-1.955,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.471,0,-2.059,0,269.96,0,0,1,-2.93,0,0,0,269.96,0.7386,-0.0007,-0.6741,0,269.96,4.15,-495.46,21.313,-0.041,0,0,3,741.88,0.864,0,1191.26,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,615.4,0,0,0,0,0,0,0,0,0,269.82,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.23,1066.28,2,0,0.08,0.08,46,10,0.12,0.08,4.76,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
5.06,APPROACH,ILS_TRACK,148.9,152,3.1,693.4,613.33,-6.41,14.87,17.21,270.02,0.595,0.6354,0,-1.926,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.747,0,-3.039,0,269.94,0,0,1,-2.51,0,0,0,269.95,0.7385,-0.0011,-0.6742,0,269.94,4.02,-495.11,21.266,-0.064,0,0,3,741.88,1.384,0,1188.78,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,613.33,0,0,0,0,0,0,0,0,0,269.82,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.32,1062.37,2,0,0.08,0.08,49,10,0.12,0.08,5.06,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
5.36,APPROACH,ILS_TRACK,148.08,152,3.92,691.54,611.55,-5.51,14.57,16.58,270.03,0.569,0.7554,0,-1.897,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.981,0,-3.869,0,269.95,0,0,1,-2.18,0,0,0,269.94,0.7385,-0.001,-0.6743,0,269.95,3.89,-494.54,21.219,-0.055,0,0,3,741.88,2.205,0,1186.31,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,611.55,0,0,0,0,0,0,0,0,0,269.82,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199.26,1059.1,2,0,0.08,0.08,52,10,0.12,0.08,5.36,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
5.66,APPROACH,ILS_TRACK,147.41,152,4.59,689.9,610.03,-4.69,14.17,15.87,270.02,0.522,0.8754,0,-1.869,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,23.174,0,-4.551,0,269.94,0,0,1,-1.86,0,0,0,269.93,0.7384,-0.0011,-0.6743,0,269.94,3.79,-493.75,21.172,-0.065,0,0,3,741.88,2.877,0,1183.86,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,610.03,0,0,0,0,0,0,0,0,0,269.82,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.71,1056.43,2,0,0.08,0.08,55,10,0.12,0.08,5.66,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
5.96,APPROACH,ILS_TRACK,146.92,152,5.08,688.5,608.74,-4.04,13.76,15.25,270.01,0.46,0.9954,0,-1.841,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,23.316,0,-5.058,0,269.94,0,0,1,-1.61,0,0,0,269.93,0.7384,-0.0011,-0.6744,0,269.94,3.69,-492.74,21.125,-0.065,0,0,3,741.88,3.657,0,1181.41,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,608.74,0,0,0,0,0,0,0,0,0,269.82,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277.38,1054.49,2,0,0.08,0.08,58,10,0.12,0.08,5.96,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
6.26,APPROACH,ILS_TRACK,146.58,152,5.42,687.28,607.64,-3.33,13.39,14.6,270,0.395,0.9414,0,-0.867,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,23.413,0,-5.402,0,269.93,0,0,1,-1.33,0,0,0,269.93,0.7383,-0.0013,-0.6744,0,269.93,3.6,-491.53,21.078,-0.075,0,0,3,741.88,4.179,0,1178.97,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,607.64,0,0,0,0,0,0,0,0,0,269.82,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321.73,1053.19,2,0,0.08,0.08,61,10,0.12,0.08,6.26,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
6.56,APPROACH,ILS_TRACK,146.42,152,5.58,686.22,606.73,-2.78,12.85,13.85,269.98,0.327,0.8214,0,0.793,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,23.462,0,-5.574,0,269.91,0,0,1,-1.12,0,0,0,269.92,0.7383,-0.0015,-0.6745,0,269.91,3.52,-490.18,21.032,-0.086,0,0,3,741.88,4.712,0,1176.53,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,606.73,0,0,0,0,0,0,0,0,0,269.82,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358.62,1052.6,2,0,0.08,0.08,64,10,0.12,0.08,6.56,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
6.92,APPROACH,ILS_TRACK,146.44,152,5.56,685.12,605.84,-2.22,12.16,12.94,269.97,0.247,0.6774,0,2.804,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,23.46,0,-5.569,0,269.93,0,0,1,-0.89,0,0,0,269.92,0.7382,-0.0013,-0.6746,0,269.93,3.43,-488.36,20.976,-0.072,0,0,3,741.88,5.225,0,1173.6,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,605.84,0,0,0,0,0,0,0,0,0,269.82,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390.81,1052.72,2,0,0.12,0.12,67,8.33,0.12,0.08,6.92,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
7.26,APPROACH,ILS_TRACK,146.61,152,5.39,684.25,605.15,-1.82,11.49,12.12,269.96,0.189,0.5414,0,4.663,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,23.414,0,-5.403,0,269.93,0,0,1,-0.73,0,0,0,269.92,0.7382,-0.0012,-0.6746,0,269.93,3.35,-486.49,20.923,-0.07,0,0,3,741.88,5.628,0,1170.83,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,605.15,0,0,0,0,0,0,0,0,0,269.82,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409.72,1053.48,2,0,0.1,0.1,70,8.82,0.12,0.1,7.26,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
7.54,APPROACH,ILS_TRACK,146.83,152,5.17,683.62,604.67,-1.56,10.96,11.5,269.95,0.153,0.4294,0,6.136,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,23.352,0,-5.184,0,269.93,0,0,1,-0.62,0,0,0,269.93,0.7381,-0.0013,-0.6747,0,269.93,3.28,-484.85,20.88,-0.072,0,0,3,741.88,5.96,0,1168.55,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,604.67,0,0,0,0,0,0,0,0,0,269.82,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417.18,1054.43,2,0,0.08,0.08,73,10.71,0.1,0.08,7.54,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
7.84,APPROACH,ILS_TRACK,147.13,152,4.87,683.05,604.2,-1.6,10.53,11.12,269.94,0.13,0.3094,0,7.634,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,23.27,0,-4.893,0,269.92,0,0,1,-0.62,0,0,0,269.93,0.7381,-0.0013,-0.6747,0,269.92,3.22,-482.99,20.833,-0.076,0,0,3,741.88,6.458,0,1166.1,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,604.2,0,0,0,0,0,0,0,0,0,269.82,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417.02,1055.68,2,0,0.08,0.08,76,10,0.12,0.08,7.84,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
8.14,APPROACH,ILS_TRACK,147.41,152,4.59,682.66,603.75,-1.26,10.76,11.23,269.94,0.104,0.1939,0,9.042,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,23.189,0,-4.605,0,269.93,0,0,1,-0.53,0,0,0,269.93,0.738,-0.0012,-0.6748,0,269.93,3.15,-480.93,20.786,-0.067,0,0,3,741.88,6.858,0,1163.65,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,603.75,0,0,0,0,0,0,0,0,0,269.82,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405.01,1056.88,2,0,0.08,0.08,79,10,0.12,0.08,8.14,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
