t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,aa_hdg_cmd_deg,aa_fpa_cmd_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,phase_el_s,status
9.12,APPROACH,ILS_TRACK,110.23,80,-30.23,211.87,-1.53,1.11,1.87,89.18,0.635,0,0,-20,88.95,0,-3.78,-207.64,5.452,-0.049,56.529,0,0,0,88.78,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,9.16,FLYING
9.94,APPROACH,ILS_TRACK,109.06,80,-29.06,210.74,-1.33,1.32,1.99,89.14,0.501,0,0,-20,88.98,0,-3.47,-203.9,5.358,-0.018,55.198,0,0,0,88.78,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,9.98,FLYING
10.76,APPROACH,ILS_TRACK,107.81,80,-27.81,209.76,-1.16,1.54,2.13,89.1,0.371,0,0,-20,89.01,0,-3.22,-200.07,5.266,0.007,53.881,0,0,0,88.78,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,10.8,FLYING
11.58,APPROACH,ILS_TRACK,106.5,80,-26.5,208.91,-1.01,1.76,2.28,89.08,0.256,0,0,-20,89.03,0,-3.03,-196.15,5.175,0.027,52.581,0,0,0,88.78,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,11.62,FLYING
12.4,APPROACH,ILS_TRACK,105.14,80,-25.14,208.17,-0.89,1.98,2.44,89.07,0.16,0,0,-20,89.04,0,-2.88,-192.18,5.085,0.04,51.307,0,0,0,88.78,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,12.44,FLYING
13.22,APPROACH,ILS_TRACK,103.75,80,-23.75,207.51,-0.8,2.2,2.62,89.05,0.089,0,0,-20,89.05,0,-2.76,-188.19,4.996,0.05,50.061,0,0,0,88.78,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,13.26,FLYING
14.04,APPROACH,ILS_TRACK,102.34,80,-22.34,206.92,-0.73,2.43,2.82,89.05,0.041,0,0,-20,89.05,0,-2.66,-184.18,4.908,0.055,48.84,0,0,0,88.78,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,14.08,FLYING
14.86,APPROACH,ILS_TRACK,100.91,80,-20.91,206.39,-0.66,2.67,3.03,89.04,0.012,0,0,-20,89.06,0,-2.57,-180.17,4.821,0.058,47.644,0,0,0,88.78,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,14.9,FLYING
15.68,APPROACH,ILS_TRACK,99.45,80,-19.45,206.09,-0.73,4.18,4.45,89.04,-0.006,0,0,-20,89.06,0,-2.49,-176.13,4.735,0.059,46.366,0,0,0,88.78,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,15.72,FLYING
16.5,APPROACH,ILS_TRACK,97.49,80,-17.49,207.12,1.92,7.7,6.62,89.04,-0.016,0.0693,0,-20,89.06,0,-2.42,-170.94,4.651,0.06,42.989,0,0,0,88.78,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,16.54,FLYING
17.32,APPROACH,ILS_TRACK,95.39,80,-15.39,209.36,3.11,6.4,4.5,89.04,-0.028,0.144,0,-20,89.06,0,-2.35,-164.61,4.569,0.06,39.246,0,0,0,88.78,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,17.36,FLYING
18.14,APPROACH,ILS_TRACK,93.06,80,-13.06,213.49,5.61,10.55,7.28,89.04,-0.034,0.2228,0,-20,89.06,0,-2.28,-156.48,4.488,0.059,33.942,0,0,0,88.78,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,18.18,FLYING
19,APPROACH,ILS_TRACK,90.47,80,-10.47,219.43,7.92,12.8,8.02,89.04,-0.036,0.3142,0,-20,89.06,0,-2.22,-146.58,4.406,0.056,28.135,0,0,0,88.78,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,19.04,FLYING
19.8,APPROACH,ILS_TRACK,87.88,80,-7.88,226.75,9.89,14.39,8.24,89.04,-0.038,0.3876,0,-20,89.06,0,-2.16,-135.64,4.332,0.057,23.186,0,0,0,88.78,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,19.84,FLYING
20.6,APPROACH,ILS_TRACK,85.24,80,-5.24,235.35,11.24,15.69,8.47,89.04,-0.039,0.5511,0,-20,89.05,0,-2.1,-123.48,4.26,0.055,17.591,0,0,0,88.78,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,20.64,FLYING
21.4,APPROACH,ILS_TRACK,82.86,80,-2.86,244.37,11.45,14.45,6.84,89.04,-0.039,0.6996,0,-20,89.05,0,-2.04,-110.86,4.19,0.053,13.067,0,0,0,88.78,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,21.44,FLYING
22.2,APPROACH,ILS_TRACK,80.9,80,-0.9,253.07,10.58,12.8,5.57,89.04,-0.039,0.7796,0,-20,89.05,0,-1.99,-98.48,4.122,0.052,9.733,0,0,0,88.78,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,22.24,FLYING
23,APPROACH,ILS_TRACK,79.28,80,0.72,261.19,9.45,13.26,6.62,89.04,-0.039,0.813,0,-19.68,89.05,0,-1.94,-86.76,4.056,0.05,7.281,0,0,0,88.78,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,23.04,FLYING
23.82,APPROACH,ILS_TRACK,77.58,80,2.42,269.54,9.71,15.76,8.89,89.04,-0.037,0.8844,0,-18.492,89.05,0,-1.88,-74.76,3.987,0.048,3.232,0,0,0,88.78,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,23.86,FLYING
24.64,APPROACH,ILS_TRACK,76.06,80,3.94,277.23,9.38,13.92,7.14,89.04,-0.037,0.9403,0,-16.536,89.05,-1.809,-1.83,-63.59,3.922,0.047,1.191,0,0,0,88.78,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,24.68,FLYING
25.48,APPROACH,ILS_TRACK,74.85,80,5.15,284.95,9.07,15.81,9.18,89.04,-0.036,0.9631,0,-13.979,89.04,-5.074,-1.77,-52.46,3.857,0.045,-2.074,0,0,0,88.78,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,25.52,FLYING
26.32,APPROACH,ILS_TRACK,73.71,80,6.29,292.5,8.86,14.44,7.89,89.04,-0.035,0.9982,0,-10.847,89.04,-7,-1.72,-41.33,3.79,0.042,-5.409,0,0,0,88.78,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,26.36,FLYING
27.12,APPROACH,ILS_TRACK,72.99,80,7.01,299.53,8.37,16.37,10.1,89.04,-0.033,0.9851,0,-7.354,89.04,-7,-1.67,-31.11,3.729,0.042,-7.013,0,0,0,88.78,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,27.16,FLYING
27.92,APPROACH,ILS_TRACK,72.26,80,7.74,306.31,8.63,16.37,9.91,89.04,-0.033,0.9858,0,-3.494,89.04,-7,-1.62,-21.11,3.668,0.04,-9.673,0,0,0,88.78,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,27.96,FLYING
28.72,APPROACH,ILS_TRACK,71.88,80,8.12,312.53,7.81,13.19,7.27,89.04,-0.032,0.9438,0,0.565,89.04,-7,-1.57,-11.64,3.608,0.039,-11.659,0,0,0,88.78,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,28.76,FLYING
29.52,APPROACH,ILS_TRACK,71.99,80,8.01,318.08,6.54,12.14,7.19,89.04,-0.031,0.8689,0,4.571,89.04,-7,-1.53,-2.75,3.548,0.037,-13.397,0,0,0,88.78,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,29.56,FLYING
30.32,APPROACH,ILS_TRACK,72.36,80,7.64,322.68,5.36,11.24,7.22,89.04,-0.029,0.7911,0,8.398,89.04,-7,-1.48,5.19,3.487,0.036,-14.257,0,0,0,88.78,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,30.36,FLYING
31.14,APPROACH,ILS_TRACK,72.95,80,7.05,326.45,4.25,10.31,7.15,89.04,-0.027,0.6897,0,11.93,89.03,-7,-1.43,12.4,3.424,0.033,-15.257,0,0,0,88.78,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,31.18,FLYING
31.96,APPROACH,ILS_TRACK,73.74,80,6.26,329.34,3.22,9.38,7.01,89.04,-0.026,0.5718,0,15.072,89.03,-7,-1.38,18.75,3.361,0.032,-15.792,0,0,0,88.78,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,32,FLYING
32.78,APPROACH,ILS_TRACK,74.67,80,5.33,331.41,2.24,8.45,6.83,89.03,-0.024,0.4489,0,17.748,89.03,-7,-1.34,24.32,3.297,0.03,-16.195,0,0,0,88.78,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,32.82,FLYING
33.6,APPROACH,ILS_TRACK,75.71,80,4.29,332.7,1.31,7.56,6.62,89.03,-0.023,0.3251,0,19.905,89.03,-7,-1.29,29.14,3.232,0.029,-16.461,0,0,0,88.78,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,33.64,FLYING
34.42,APPROACH,ILS_TRACK,76.78,80,3.22,333.26,0.41,6.73,6.44,89.03,-0.021,0.1915,0,20,89.03,-7,-1.25,33.27,3.166,0.027,-16.59,0,0,0,88.78,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,34.46,FLYING
35.24,APPROACH,ILS_TRACK,77.75,80,2.25,333.11,-0.45,6.01,6.33,89.03,-0.02,0.0875,0,20,89.03,-7,-1.2,36.74,3.1,0.027,-16.573,0,0,0,88.78,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,35.28,FLYING
36.06,APPROACH,ILS_TRACK,78.52,80,1.48,332.3,-1.26,5.41,6.29,89.03,-0.019,0.0247,0,20,89.03,-7,-1.16,39.57,3.032,0.026,-16.407,0,0,0,88.78,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,36.1,FLYING
36.88,APPROACH,ILS_TRACK,79.04,80,0.96,330.85,-2.03,4.93,6.33,89.03,-0.018,0.0044,0,20,89.03,-7,-1.12,41.8,2.964,0.025,-16.1,0,0,0,88.78,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,36.92,FLYING
37.7,APPROACH,ILS_TRACK,79.3,80,0.7,328.83,-2.73,4.58,6.45,89.02,-0.018,0.0207,0,20,89.02,-7,-1.09,43.45,2.896,0.025,-15.677,0,0,0,88.78,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,37.74,FLYING
38.52,APPROACH,ILS_TRACK,79.35,80,0.65,326.27,-3.36,4.27,6.57,89.02,-0.018,0.0629,0,20,89.02,-7,-1.05,44.57,2.827,0.024,-15.155,0,0,0,88.78,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,38.56,FLYING
39.34,APPROACH,ILS_TRACK,79.27,80,0.73,323.23,-3.93,4.02,6.71,89.02,-0.019,0.1171,0,20,89.02,-7,-1.02,45.19,2.759,0.024,-14.556,0,0,0,88.78,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,39.38,FLYING
40.16,APPROACH,ILS_TRACK,79.13,80,0.87,319.76,-4.44,3.79,6.84,89.02,-0.02,0.1705,0,20,89.02,-7,-0.99,45.36,2.691,0.024,-13.884,0,0,0,88.78,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,40.2,FLYING
40.98,APPROACH,ILS_TRACK,78.99,80,1.01,315.88,-4.9,3.57,6.95,89.02,-0.02,0.2138,0,20,89.02,-7,-0.96,45.12,2.623,0.024,-13.15,0,0,0,88.78,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,41.02,FLYING
41.8,APPROACH,ILS_TRACK,78.89,80,1.11,311.64,-5.33,3.36,7.04,89.02,-0.021,0.2436,0,20,89.02,-7,-0.93,44.5,2.555,0.024,-12.363,0,0,0,88.78,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,41.84,FLYING
42.62,APPROACH,ILS_TRACK,78.85,80,1.15,307.07,-5.72,3.14,7.09,89.02,-0.021,0.2608,0,20,89.02,-7,-0.91,43.54,2.487,0.024,-11.527,0,0,0,88.78,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,42.66,FLYING
43.44,APPROACH,ILS_TRACK,78.86,80,1.14,302.2,-6.07,2.93,7.13,89.01,-0.021,0.2669,0,20,89.02,-7,-0.88,42.27,2.419,0.024,-10.645,0,0,0,88.78,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,43.48,FLYING
44.26,APPROACH,ILS_TRACK,78.92,80,1.08,297.04,-6.41,2.72,7.15,89.01,-0.022,0.2634,0,20,89.02,-7,-0.86,40.71,2.351,0.024,-9.72,0,0,0,88.78,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,44.3,FLYING
45.08,APPROACH,ILS_TRACK,79.08,80,0.92,291.33,-7.09,0.95,5.84,89.01,-0.022,0.2463,0,20,89.02,-7,-0.84,38.66,2.284,0.024,-8.314,0,0,0,88.78,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,45.12,FLYING
45.9,APPROACH,ILS_TRACK,79.44,80,0.56,285.09,-8.05,0.83,6.31,89.01,-0.022,0.2013,0,20,89.02,-7,-0.82,36.08,2.216,0.024,-6.704,0,0,0,88.78,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,45.94,FLYING
46.72,APPROACH,ILS_TRACK,79.76,80,0.24,278.46,-8.28,1.44,7.11,89.01,-0.023,0.1662,0,20,89.02,-7,-0.81,33.09,2.147,0.024,-5.131,0,0,0,88.78,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,46.76,FLYING
47.54,APPROACH,ILS_TRACK,80.06,80,-0.06,271.57,-8.47,1.28,7.06,89.01,-0.023,0.1386,0,19.975,89.02,-6.687,-0.79,29.8,2.079,0.024,-3.687,0,0,0,88.78,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,47.58,FLYING
48.36,APPROACH,ILS_TRACK,80.28,80,-0.28,264.58,-8.58,1.22,7.06,89.01,-0.025,0.1219,0,19.834,89.02,-5.508,-0.78,26.42,2.01,0.025,-2.508,0,0,0,88.78,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,48.4,FLYING
49.18,APPROACH,ILS_TRACK,79.91,80,0.09,257.61,-8.51,1.5,7.33,89.01,-0.025,0.196,0,19.871,89.02,-4.483,-0.77,23.03,1.942,0.025,-1.483,0,0,0,88.78,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,49.22,FLYING
50,APPROACH,ILS_TRACK,79.07,80,0.93,250.81,-8.29,2.05,7.78,89.01,-0.026,0.3322,0,20,89.03,-3.691,-0.76,19.75,1.874,0.025,-0.691,0,0,0,88.78,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,50.04,FLYING
50.82,APPROACH,ILS_TRACK,78.1,80,1.9,244.24,-7.97,2.62,8.2,89.01,-0.027,0.4676,0,20,89.03,-3.055,-0.75,16.66,1.807,0.025,-0.055,0,0,0,88.78,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,50.86,FLYING
51.64,APPROACH,ILS_TRACK,77.15,80,2.85,237.96,-7.6,3.2,8.59,89.01,-0.028,0.5834,0,20,89.03,-2.576,-0.74,13.81,1.74,0.025,0.424,0,0,0,88.78,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,51.68,FLYING
52.46,APPROACH,ILS_TRACK,76.28,80,3.72,231.99,-7.22,3.74,8.92,89.01,-0.029,0.6736,0,20,89.03,-2.218,-0.73,11.22,1.675,0.025,0.782,0,0,0,88.78,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,52.5,FLYING
53.28,APPROACH,ILS_TRACK,75.6,80,4.4,226.32,-6.83,4.22,9.16,89.01,-0.029,0.7279,0,20,89.03,-1.96,-0.73,8.9,1.61,0.026,1.04,0,0,0,88.78,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,53.32,FLYING
54.1,APPROACH,ILS_TRACK,75.26,80,4.74,220.93,-6.48,4.59,9.3,89.01,-0.03,0.7261,0,20,89.03,-1.771,-0.72,6.85,1.545,0.026,1.229,0,0,0,88.78,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,54.14,FLYING
54.92,APPROACH,ILS_TRACK,75.59,80,4.41,215.78,-6.16,4.72,9.19,89.01,-0.031,0.6289,0,20,89.03,-1.612,-0.71,5.04,1.481,0.026,1.388,0,0,0,88.78,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,54.96,FLYING
55.74,APPROACH,ILS_TRACK,76.12,80,3.88,210.86,-5.85,4.73,8.95,89,-0.031,0.5162,0,20,89.03,-1.545,-0.71,3.48,1.416,0.026,1.455,0,0,0,88.78,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,55.78,FLYING
56.56,APPROACH,ILS_TRACK,76.72,80,3.28,206.18,-5.56,4.7,8.68,89,-0.031,0.4103,0,20,89.03,-1.579,-0.7,2.18,1.351,0.026,1.421,0,0,0,88.78,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,56.6,FLYING
57.38,APPROACH,ILS_TRACK,77.35,80,2.65,201.71,-5.3,4.64,8.4,89,-0.031,0.3141,0,20,89.03,-1.668,-0.7,1.13,1.285,0.026,1.332,0,0,0,88.78,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,57.42,FLYING
58.2,APPROACH,ILS_TRACK,78,80,2,197.45,-5.07,4.56,8.13,89,-0.032,0.2294,0,20,89.03,-1.795,-0.7,0.32,1.218,0.026,1.205,0,0,0,88.78,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,58.24,FLYING
59.02,APPROACH,ILS_TRACK,78.6,80,1.4,193.37,-4.87,4.5,7.9,89,-0.032,0.1609,0,20,89.03,-1.949,-0.69,-0.28,1.151,0.026,1.051,0,0,0,88.78,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,59.06,FLYING
59.84,APPROACH,ILS_TRACK,79.09,80,0.91,189.44,-4.7,4.46,7.73,89,-0.032,0.1166,0,20,89.03,-2.114,-0.69,-0.71,1.084,0.026,0.886,0,0,0,88.78,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,59.88,FLYING
60.66,APPROACH,ILS_TRACK,79.43,80,0.57,185.64,-4.56,4.46,7.62,89,-0.033,0.0995,0,20,89.03,-2.275,-0.69,-0.98,1.016,0.026,0.725,0,0,0,88.78,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,60.7,FLYING
61.48,APPROACH,ILS_TRACK,79.6,80,0.4,181.94,-4.45,4.49,7.56,89,-0.034,0.1071,0,20,89.03,-2.423,-0.68,-1.12,0.948,0.026,0.577,0,0,0,88.78,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,61.52,FLYING
62.3,APPROACH,ILS_TRACK,79.63,80,0.37,178.34,-4.36,4.53,7.54,89,-0.034,0.1329,0,20,89.03,-2.555,-0.68,-1.18,0.88,0.026,0.445,0,0,0,88.78,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,62.34,FLYING
63.12,APPROACH,ILS_TRACK,79.56,80,0.44,167.94,-4.3,4.56,7.54,89,-0.034,0.1681,0,20,89.03,-2.655,-0.68,-1.18,0.812,0.026,0.345,0,0,0,88.78,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,63.16,FLYING
63.94,APPROACH,ILS_TRACK,79.44,80,0.56,146.51,-4.26,4.6,7.55,89,-0.033,0.2043,0,20,89.03,-2.731,-0.68,-1.13,0.744,0.026,0.269,0,0,0,88.78,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,63.98,FLYING
64.76,APPROACH,ILS_TRACK,79.32,80,0.68,138.83,-4.24,4.64,7.57,89,-0.032,0.2358,0,20,89.03,-2.789,-0.68,-1.06,0.676,0.026,0.211,0,0,0,88.78,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,64.8,FLYING
65.58,APPROACH,ILS_TRACK,79.2,80,0.8,121.74,-4.22,4.67,7.6,89,-0.03,0.2608,0,20,89.03,-2.838,-0.68,-0.98,0.609,0.026,0.162,0,0,0,88.78,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,65.62,FLYING
66.4,APPROACH,ILS_TRACK,79.1,80,0.9,101.78,-4.2,4.7,7.62,89,-0.029,0.2796,0,20,89.03,-2.884,-0.67,-0.89,0.541,0.027,0.116,0,0,0,88.78,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,66.44,FLYING
67.24,APPROACH,ILS_TRACK,79.03,80,0.97,90.41,-4.18,4.72,7.63,89,-0.028,0.2922,0,20,89.03,-2.929,-0.67,-0.78,0.474,0.027,0.071,0,0,0,88.78,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,67.26,FLYING
68.06,FLARE,,78.97,80,1.03,79.74,-4.17,4.74,7.64,89,-0.027,0.2993,0,20,89.03,-2.974,-0.68,-0.67,0.406,0.028,0.026,-3.021,0,0,88.78,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.04,FLYING
68.76,FLARE,,78.95,80,1.05,70.28,-4.16,4.74,7.64,89,-0.025,0.139,0,19.023,89,-2.296,-0.68,-0.67,0.406,0.028,0.026,-2.296,-2.5,0.128,88.78,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.74,FLYING
69.4,FLARE,,78.92,80,1.08,47.82,-4.11,4.93,7.79,89,-0.024,0.1291,0,18.056,89,-1.814,-0.68,-0.67,0.406,0.028,0.026,-1.814,-2.5,0.259,88.78,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1.38,FLYING
70.04,FLARE,,78.83,80,1.17,19.06,-4.01,5.12,7.92,89,-0.023,0.1282,0,17.13,89,-1.816,-0.68,-0.67,0.406,0.028,0.026,-1.816,-2.5,0.387,88.78,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2.02,FLYING
70.68,FLARE,,78.69,80,1.31,10.14,-3.9,5.24,7.97,89,-0.023,0.1349,0,16.271,89,-1.602,-0.68,-0.67,0.406,0.028,0.026,-1.602,-2.202,0.513,88.78,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2.66,FLYING
71.34,FLARE,,78.5,80,1.5,7.69,-3.78,5.42,8.07,89,-0.022,0.1485,0,15.505,89,-1.249,-0.68,-0.67,0.406,0.028,0.026,-1.249,-1.712,0.638,88.78,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3.32,FLYING
71.98,FLARE,,78.27,80,1.73,5.39,-3.64,5.65,8.21,89,-0.021,0.1661,0,14.849,89,-0.918,-0.68,-0.67,0.406,0.028,0.026,-0.918,-1.255,0.755,88.78,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3.96,FLYING
72.62,FLARE,,77.37,80,2.63,4.25,0.66,2.42,1.95,88.82,0.335,0.2867,0,14.64,89,-1.626,-0.68,-0.67,0.406,0.028,0.026,-1.626,-0.963,0.829,88.78,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4.6,FLYING
73.26,TOUCHDOWN,,77.4,80,2.6,3.9,1.02,1.89,1.13,89.25,-0.036,0.2568,0,14.428,89,-0.918,-0.68,-0.67,0.406,0.028,0.026,-0.918,-0.859,0.856,88.78,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.04,LANDED
74.04,ROLLOUT,,77.43,80,2.57,4.5,0.16,4.73,4.48,89.58,0.282,0,0,14.428,89,-0.918,-0.68,-0.67,0.406,0.028,0.026,-0.918,-0.859,0.856,88.78,0,0,0,0,0,0,0,0,-0.25,0,-4.546,0,0,3,3,0.06,FLYING
74.92,ROLLOUT,,76.51,80,3.49,4.48,-0.18,4.91,5.12,89.32,-0.379,1,0,14.428,89,-0.918,-0.68,-0.67,0.406,0.028,0.026,-0.918,-0.859,0.856,89.37,0.363,-0.017,-0.032,0.0006,0.363,0,0.0006,0,-0.25,0,-4.982,0,0,3,3,0.94,LANDED
