t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,gear_h_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,as_cmd_deg,as_cap_deg,as_raw_deg,as_spd_err_ms,as_active,aa_hdg_cmd_deg,aa_fpa_cmd_deg,aa_fbw,aa_dir,actual_fpa_deg,ftf_hdg_err_deg,ftf_fix_idx,kos_steer_pit_deg,kos_steer_hdg_deg,aa_dir_vx,aa_dir_vy,aa_dir_vz,aa_dir_pitch_deg,aa_dir_hdg_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,gs_latched,active_gs_ang_deg,ils_intercept_alt_m,d_gs_ms,fpa_preclamped_deg,gs_nom_alt_m,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_q_raw_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,asc_ab_thr_ratio,asc_ab_t_now,asc_ab_t_avail,asc_ab_ign_on,asc_ab_flameouts,asc_rk_t_now,asc_rk_t_avail,asc_rk_ign_on,asc_rk_flameouts,ship_thrust,ship_avail_thrust,ship_ign_on,ship_flameouts,ifc_raw_dt_s,ifc_dt_s,ifc_loop_n,ifc_hz_est,ifc_raw_dt_max_s,ifc_raw_dt_min_s,phase_el_s,status,craft_name,cfg_file
3.28,APPROACH,ILS_TRACK,153.52,152,-1.52,1307.34,1227.37,-9.18,14.46,17.65,272.22,0.462,0.4663,0,-3.361,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.447,0,1.574,0,272.03,0,0,1,-3.49,0,0,0,272.07,-0.0806,0.0355,0.9961,0,272.03,-88.81,-279.58,28.87,2.034,0,0,3,1344.72,-0.188,0,1587.28,0,0,0,268.42,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170.17,1040.9,2,0,0.08,0.08,29,10,0.12,0.08,3.28,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
3.6,APPROACH,ILS_TRACK,152.57,152,-0.57,1304.44,1224.67,-7.93,13.95,16.62,272.19,0.299,0.5943,0,-3.66,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.716,0,0.619,0,271.95,0,0,1,-3.02,0,0,0,271.97,-0.0805,0.0341,0.9962,0,271.95,-86.86,-279.69,28.816,1.952,0,0,3,1344.72,-0.377,0,1584.48,0,0,0,268.42,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191.33,1036.98,2,0,0.1,0.1,32,9.38,0.12,0.08,3.6,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
3.94,APPROACH,ILS_TRACK,151.95,152,0.05,1301.53,1222.09,-7.38,12.79,15.28,272.14,0.093,0.7007,0,-3.714,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.897,0,-0.023,0,271.88,0,0,1,-2.79,0,0,0,271.89,-0.0804,0.0328,0.9962,0,271.88,-84.79,-279.67,28.76,1.881,0,0,3,1344.72,0.369,0,1581.52,0,0,0,268.42,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221.37,1034.47,2,0,0.1,0.1,35,8.82,0.12,0.1,3.94,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
4.28,APPROACH,ILS_TRACK,151.57,152,0.43,1298.92,1219.63,-6.95,12.17,14.55,272.09,-0.119,0.5647,0,-3.614,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.007,0,-0.412,0,271.79,0,0,1,-2.65,0,0,0,271.81,-0.0803,0.0312,0.9963,0,271.79,-82.72,-279.36,28.703,1.789,0,0,3,1344.72,1.117,0,1578.58,0,0,0,268.42,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251.35,1032.99,2,0,0.12,0.12,38,8.82,0.12,0.1,4.28,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
4.62,APPROACH,ILS_TRACK,151.34,152,0.66,1296.47,1217.3,-6.68,11.61,13.9,272.03,-0.358,0.4287,0,-3.414,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.075,0,-0.654,0,271.72,0,0,1,-2.53,0,0,0,271.73,-0.0802,0.03,0.9963,0,271.72,-80.66,-278.89,28.647,1.717,0,0,3,1344.72,1.619,0,1575.63,0,0,0,268.42,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270.44,1032.14,2,0,0.1,0.1,41,8.82,0.12,0.1,4.62,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
4.9,APPROACH,ILS_TRACK,151.22,152,0.78,1294.66,1215.42,-6.62,11.71,14.03,271.97,-0.554,0.3167,0,-3.208,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.109,0,-0.775,0,271.65,0,0,1,-2.51,0,0,0,271.67,-0.0802,0.0288,0.9964,0,271.65,-78.96,-278.3,28.601,1.651,0,0,3,1344.72,2.353,0,1573.21,0,0,0,268.42,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278.08,1031.75,2,0,0.08,0.08,44,10.71,0.1,0.08,4.9,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
5.2,APPROACH,ILS_TRACK,151.05,152,0.95,1292.94,1213.44,-6.48,12.49,14.81,271.9,-0.757,0.2564,0,-2.945,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.154,0,-0.934,0,271.59,0,0,1,-2.47,0,0,0,271.6,-0.0801,0.0277,0.9964,0,271.59,-77.16,-277.46,28.552,1.586,0,0,3,1344.72,3.052,0,1570.62,0,0,0,268.42,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279.02,1031.19,2,0,0.08,0.08,47,10,0.12,0.08,5.2,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
5.5,APPROACH,ILS_TRACK,150.73,152,1.27,1291.3,1211.63,-5.5,13.24,15.17,271.82,-0.953,0.3349,0,-2.61,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.24,0,-1.239,0,271.53,0,0,1,-2.15,0,0,0,271.54,-0.08,0.0268,0.9964,0,271.53,-75.37,-276.5,28.502,1.534,0,0,3,1344.72,3.116,0,1568.03,0,0,0,268.42,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278.43,1029.94,2,0,0.08,0.08,50,10,0.12,0.08,5.5,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
5.82,APPROACH,ILS_TRACK,150.28,152,1.72,1289.47,1210,-4.67,12.58,14.17,271.76,-1.137,0.4629,0,-2.108,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.371,0,-1.704,0,271.47,0,0,1,-1.82,0,0,0,271.49,-0.0799,0.0257,0.9965,0,271.47,-73.48,-275.58,28.45,1.475,0,0,3,1344.72,2.933,0,1565.27,0,0,0,268.42,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284.33,1028.1,2,0,0.1,0.1,53,9.38,0.12,0.08,5.82,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
6.16,APPROACH,ILS_TRACK,150.04,152,1.96,1287.58,1208.47,-4.32,11.23,12.67,271.72,-1.318,0.4319,0,-1.466,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.441,0,-1.952,0,271.43,0,0,1,-1.65,0,0,0,271.43,-0.0798,0.025,0.9965,0,271.43,-71.51,-274.56,28.394,1.431,0,0,3,1344.72,3.125,0,1562.35,0,0,0,268.42,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296.95,1027.18,2,0,0.1,0.1,56,8.82,0.12,0.1,6.16,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
6.5,APPROACH,ILS_TRACK,149.99,152,2.01,1285.9,1206.96,-4.47,10.45,12,271.68,-1.464,0.3186,0,-0.787,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.457,0,-2.009,0,271.36,0,0,1,-1.7,0,0,0,271.38,-0.0797,0.0238,0.9965,0,271.36,-69.57,-273.35,28.338,1.361,0,0,3,1344.72,3.783,0,1559.44,0,0,0,268.42,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304.17,1027.05,2,0,0.12,0.12,59,8.82,0.12,0.1,6.5,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
6.86,APPROACH,ILS_TRACK,149.95,152,2.05,1284.36,1205.29,-4.69,10.72,12.4,271.61,-1.599,0.257,0,-0.057,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.467,0,-2.043,0,271.3,0,0,1,-1.78,0,0,0,271.32,-0.0796,0.0227,0.9966,0,271.3,-67.54,-271.83,28.279,1.3,0,0,3,1344.72,4.432,0,1556.35,0,0,0,268.42,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303.61,1027,2,0,0.12,0.12,62,8.33,0.12,0.12,6.86,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
7.22,APPROACH,ILS_TRACK,149.81,152,2.19,1282.99,1203.62,-4.5,11.78,13.42,271.52,-1.73,0.2894,0,0.707,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.504,0,-2.176,0,271.24,0,0,1,-1.74,0,0,0,271.27,-0.0795,0.0217,0.9966,0,271.24,-65.54,-270.12,28.22,1.245,0,0,3,1344.72,4.824,0,1553.26,0,0,0,268.42,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299.22,1026.53,2,0,0.12,0.12,65,8.33,0.12,0.12,7.22,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
7.58,APPROACH,ILS_TRACK,149.51,152,2.49,1281.65,1202.13,-3.63,12.4,13.68,271.43,-1.866,0.403,0,1.555,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.586,0,-2.467,0,271.2,0,0,1,-1.44,0,0,0,271.22,-0.0794,0.021,0.9966,0,271.2,-63.6,-268.38,28.162,1.202,0,0,3,1344.72,4.797,0,1550.18,0,0,0,268.42,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.6,1025.35,2,0,0.12,0.12,68,8.33,0.12,0.12,7.58,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
7.94,APPROACH,ILS_TRACK,149.15,152,2.85,1280.26,1200.95,-2.89,11.71,12.68,271.39,-1.936,0.5167,0,2.539,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.691,0,-2.837,0,271.17,0,0,1,-1.14,0,0,0,271.18,-0.0794,0.0204,0.9966,0,271.17,-61.7,-266.69,28.103,1.166,0,0,3,1344.72,4.726,0,1547.1,0,0,0,268.42,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310.9,1023.88,2,0,0.12,0.12,71,8.33,0.12,0.12,7.94,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
8.3,APPROACH,ILS_TRACK,149,152,3,1278.89,1199.95,-2.73,10.36,11.26,271.38,-1.964,0.4824,0,3.608,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.737,0,-3.001,0,271.13,0,0,1,-1.04,0,0,0,271.14,-0.0793,0.0196,0.9967,0,271.13,-59.86,-265,28.044,1.126,0,0,3,1344.72,4.813,0,1544.03,0,0,0,268.42,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325.93,1023.3,2,0,0.12,0.12,74,8.33,0.12,0.12,8.3,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
8.66,APPROACH,ILS_TRACK,149.04,152,2.96,1277.7,1198.9,-3.08,9.74,10.82,271.36,-1.976,0.3738,0,4.682,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.726,0,-2.963,0,271.08,0,0,1,-1.17,0,0,0,271.1,-0.0792,0.0188,0.9967,0,271.08,-58.07,-263.14,27.986,1.08,0,0,3,1344.72,5.355,0,1540.96,0,0,0,268.42,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335.4,1023.54,2,0,0.12,0.12,77,8.33,0.12,0.12,8.66,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
9.02,APPROACH,ILS_TRACK,149.11,152,2.89,1276.71,1197.72,-3.45,10.27,11.55,271.3,-1.989,0.3108,0,5.73,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.706,0,-2.892,0,271.04,0,0,1,-1.31,0,0,0,271.05,-0.0791,0.0182,0.9967,0,271.04,-56.31,-261.08,27.927,1.041,0,0,3,1344.72,5.881,0,1537.89,0,0,0,268.42,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337.16,1023.92,2,0,0.12,0.12,80,8.33,0.12,0.12,9.02,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
9.38,APPROACH,ILS_TRACK,149.1,152,2.9,1275.83,1196.51,-3.19,11.5,12.7,271.21,-2.026,0.3255,0,6.769,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.706,0,-2.894,0,271,0,0,1,-1.26,0,0,0,271,-0.079,0.0175,0.9967,0,271,-54.59,-258.89,27.869,1.004,0,0,3,1344.72,6.132,0,1534.82,0,0,0,268.42,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334.97,1023.98,2,0,0.12,0.12,83,8.33,0.12,0.12,9.38,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
9.74,APPROACH,ILS_TRACK,148.91,152,3.09,1274.85,1195.53,-2.42,11.65,12.49,271.15,-2.047,0.4443,0,7.852,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.759,0,-3.081,0,270.97,0,0,1,-0.95,0,0,0,270.98,-0.0789,0.017,0.9967,0,270.97,-52.92,-256.79,27.81,0.974,0,0,3,1344.72,5.688,0,1531.75,0,0,0,268.42,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336.78,1023.24,2,0,0.12,0.12,86,8.33,0.12,0.12,9.74,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
10.1,APPROACH,ILS_TRACK,148.85,152,3.15,1273.85,1194.73,-2.1,10.93,11.64,271.13,-2.022,0.4517,0,8.981,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.779,0,-3.152,0,270.94,0,0,1,-0.81,0,0,0,270.96,-0.0788,0.0165,0.9968,0,270.94,-51.31,-254.73,27.751,0.944,0,0,3,1344.72,5.771,0,1528.68,0,0,0,268.42,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345.29,1023.02,2,0,0.12,0.12,89,8.33,0.12,0.12,10.1,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
10.46,APPROACH,ILS_TRACK,148.92,152,3.08,1272.95,1193.98,-2.15,10.36,11.1,271.12,-1.995,0.3927,0,10.103,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.76,0,-3.085,0,270.91,0,0,1,-0.81,0,0,0,270.92,-0.0787,0.0159,0.9968,0,270.91,-49.75,-252.57,27.693,0.913,0,0,3,1344.72,6.142,0,1525.61,0,0,0,268.42,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352.42,1023.36,2,0,0.12,0.12,92,8.33,0.12,0.12,10.46,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
