t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,gear_h_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,as_cmd_deg,as_cap_deg,as_raw_deg,as_spd_err_ms,as_active,aa_hdg_cmd_deg,aa_fpa_cmd_deg,aa_fbw,aa_dir,actual_fpa_deg,ftf_hdg_err_deg,ftf_fix_idx,kos_steer_pit_deg,kos_steer_hdg_deg,aa_dir_vx,aa_dir_vy,aa_dir_vz,aa_dir_pitch_deg,aa_dir_hdg_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,gs_latched,active_gs_ang_deg,ils_intercept_alt_m,d_gs_ms,fpa_preclamped_deg,gs_nom_alt_m,flare_fpa_cmd,flare_tgt_vs,flare_frac,flare_mode,flare_auth_limited,flare_auth_reason,flare_vs_err,flare_fpa_err,flare_pitch_err,flare_theta_cmd_raw,flare_theta_cmd_clamped,flare_theta_clamp_active,flare_pitch_in_cmd,elev_defl_avg_deg,elev_defl_max_deg,elev_defl_n,flare_ctrl_h_m,flare_req_up_a,flare_thr_floor,flare_tecs_et_err,flare_tecs_eb_err,flare_tecs_h_ref,flare_tecs_v_ref,flare_gamma_ref,flare_gamma_eb_term,flare_gamma_unsat,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_q_raw_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,asc_ab_thr_ratio,asc_ab_t_now,asc_ab_t_avail,asc_ab_ign_on,asc_ab_flameouts,asc_rk_t_now,asc_rk_t_avail,asc_rk_ign_on,asc_rk_flameouts,ship_thrust,ship_avail_thrust,ship_ign_on,ship_flameouts,ifc_raw_dt_s,ifc_dt_s,ifc_loop_n,ifc_hz_est,ifc_raw_dt_max_s,ifc_raw_dt_min_s,phase_el_s,status,craft_name,cfg_file
4.7,APPROACH,ILS_TRACK,148.42,152,3.58,736.11,657.67,3.45,8.93,7.68,269.89,0.277,0.448,0,15.276,1,0.6,4.5,0.816,0.35,0.0168,0.4,0,22.916,0,-3.636,0,269.92,-0.071,0,1,1.36,0,0,-0.07,269.92,0.8891,-0.0015,-0.4577,-0.07,269.92,4.57,-430.54,20.841,-0.084,0,0,3,721.69,11.991,-0.071,1166.5,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,657.67,0,0,0,0,0,0,0,0,0,270.39,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,538.48,1056.94,2,0,0.08,0.08,46,10,0.12,0.08,4.7,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
5,APPROACH,ILS_TRACK,149.24,152,2.76,737.09,658.68,3.26,8.91,7.7,269.9,0.317,0.328,0,16.199,1,0.6,4.5,0.816,0.35,0.0168,0.4,0,22.684,0,-2.813,0,269.91,-0.076,0,1,1.28,0,0,-0.07,269.93,0.8891,-0.0016,-0.4578,-0.08,269.91,4.46,-427.04,20.793,-0.09,0,0,3,721.69,11.351,-0.076,1164.01,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,658.68,0,0,0,0,0,0,0,0,0,270.39,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530.21,1060.28,2,0,0.08,0.08,49,10,0.12,0.08,5,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
5.3,APPROACH,ILS_TRACK,150.04,152,1.96,737.94,659.59,2.97,8.7,7.6,269.91,0.337,0.208,0,16.881,1,0.6,4.5,0.816,0.35,0.0168,0.4,0,22.458,0,-2.012,0,269.91,-0.081,0,1,1.15,0,0,-0.08,269.91,0.889,-0.0015,-0.4579,-0.08,269.91,4.35,-423.67,20.745,-0.088,0,0,3,721.69,11.068,-0.081,1161.51,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,659.59,0,0,0,0,0,0,0,0,0,270.39,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510.08,1063.55,2,0,0.08,0.08,52,10,0.12,0.08,5.3,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
5.6,APPROACH,ILS_TRACK,150.78,152,1.22,738.71,660.4,2.45,8.48,7.6,269.92,0.346,0.088,0,17.333,1,0.6,4.5,0.816,0.35,0.0168,0.4,0,22.247,0,-1.263,0,269.92,-0.085,0,1,0.95,0,0,-0.08,269.93,0.8889,-0.0014,-0.4581,-0.08,269.92,4.24,-420.39,20.697,-0.083,0,0,3,721.69,10.956,-0.085,1159,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,660.4,0,0,0,0,0,0,0,0,0,270.39,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,479.11,1066.62,2,0,0.08,0.08,55,10,0.12,0.08,5.6,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
5.9,APPROACH,ILS_TRACK,151.43,152,0.57,739.41,661.1,2.14,8.5,7.74,269.92,0.352,0,0,17.578,1,0.6,4.5,0.752,0.35,0.0168,0.4,0,22.063,0,-0.612,0,269.92,-0.088,0,1,0.83,0,0,-0.09,269.92,0.8888,-0.0015,-0.4582,-0.09,269.92,4.14,-417.15,20.649,-0.084,0,0,3,721.69,10.697,-0.088,1156.47,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,661.1,0,0,0,0,0,0,0,0,0,270.39,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438.21,1069.28,2,0,0.08,0.08,58,10,0.12,0.08,5.9,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
6.26,APPROACH,ILS_TRACK,152.02,152,-0.02,740.18,661.81,1.84,8.71,8.07,269.93,0.328,0,0,17.647,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.894,0,-0.011,0,269.92,-0.092,0,1,0.7,0,0,-0.09,269.91,0.8888,-0.0014,-0.4583,-0.09,269.92,4.02,-413.33,20.591,-0.078,0,0,3,721.69,10.502,-0.092,1153.43,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,661.81,0,0,0,0,0,0,0,0,0,270.39,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387.06,1071.72,2,0,0.12,0.12,61,8.33,0.12,0.08,6.26,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
6.6,APPROACH,ILS_TRACK,152.39,152,-0.39,740.79,662.4,1.61,8.81,8.24,269.93,0.305,0,0,17.384,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.786,0,0.37,0,269.92,-0.095,0,1,0.62,0,0,-0.09,269.92,0.8887,-0.0014,-0.4585,-0.1,269.92,3.91,-409.83,20.536,-0.082,0,0,3,721.69,10.173,-0.095,1150.55,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,662.4,0,0,0,0,0,0,0,0,0,270.39,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,1073.25,2,0,0.1,0.1,64,8.82,0.12,0.1,6.6,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
6.88,APPROACH,ILS_TRACK,152.58,152,-0.58,741.23,662.82,1.4,8.87,8.38,269.94,0.28,0,0,17.125,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.732,0,0.565,0,269.93,-0.097,0,1,0.53,0,0,-0.1,269.91,0.8887,-0.0012,-0.4586,-0.1,269.93,3.82,-407.01,20.491,-0.071,0,0,3,721.69,10.026,-0.097,1148.18,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,662.82,0,0,0,0,0,0,0,0,0,270.39,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312.01,1074.01,2,0,0.08,0.08,67,10.71,0.1,0.08,6.88,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
7.18,APPROACH,ILS_TRACK,152.67,152,-0.67,741.66,663.21,1.16,8.98,8.58,269.94,0.256,0,0,16.869,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.704,0,0.663,0,269.92,-0.1,0,1,0.45,0,0,-0.1,269.93,0.8886,-0.0013,-0.4587,-0.1,269.92,3.74,-404.04,20.442,-0.077,0,0,3,721.69,9.92,-0.1,1145.63,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,663.21,0,0,0,0,0,0,0,0,0,270.39,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280.91,1074.37,2,0,0.08,0.08,70,10,0.12,0.08,7.18,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
7.48,APPROACH,ILS_TRACK,152.64,152,-0.64,742.06,663.55,1.04,9.22,8.87,269.94,0.216,0.1019,0,16.67,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.708,0,0.648,0,269.93,-0.102,0,1,0.39,0,0,-0.1,269.92,0.8885,-0.0012,-0.4588,-0.1,269.93,3.65,-401.08,20.394,-0.069,0,0,3,721.69,9.823,-0.102,1143.09,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,663.55,0,0,0,0,0,0,0,0,0,270.39,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255.44,1074.25,2,0,0.08,0.08,73,10,0.12,0.08,7.48,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
7.78,APPROACH,ILS_TRACK,152.53,152,-0.53,742.39,663.86,0.95,9.32,8.99,269.94,0.188,0.2219,0,16.496,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.739,0,0.541,0,269.92,-0.103,0,1,0.36,0,0,-0.1,269.93,0.8885,-0.0014,-0.4589,-0.1,269.92,3.58,-398.2,20.345,-0.082,0,0,3,721.69,9.542,-0.103,1140.54,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,663.86,0,0,0,0,0,0,0,0,0,270.39,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244.23,1073.76,2,0,0.08,0.08,76,10,0.12,0.08,7.78,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
8.08,APPROACH,ILS_TRACK,152.39,152,-0.39,742.68,664.14,0.86,9.36,9.05,269.93,0.157,0.3332,0,16.362,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.779,0,0.397,0,269.93,-0.105,0,1,0.34,0,0,-0.1,269.92,0.8884,-0.0013,-0.459,-0.1,269.93,3.5,-395.36,20.297,-0.072,0,0,3,721.69,9.368,-0.105,1138,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,664.14,0,0,0,0,0,0,0,0,0,270.39,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245.52,1073.12,2,0,0.08,0.08,79,10,0.12,0.08,8.08,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
