t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,gear_h_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,as_cmd_deg,as_cap_deg,as_raw_deg,as_spd_err_ms,as_active,aa_hdg_cmd_deg,aa_fpa_cmd_deg,aa_fbw,aa_dir,actual_fpa_deg,ftf_hdg_err_deg,ftf_fix_idx,kos_steer_pit_deg,kos_steer_hdg_deg,aa_dir_vx,aa_dir_vy,aa_dir_vz,aa_dir_pitch_deg,aa_dir_hdg_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,gs_latched,active_gs_ang_deg,ils_intercept_alt_m,d_gs_ms,fpa_preclamped_deg,gs_nom_alt_m,flare_fpa_cmd,flare_tgt_vs,flare_frac,flare_mode,flare_auth_limited,flare_auth_reason,flare_vs_err,flare_fpa_err,flare_pitch_err,flare_theta_cmd_raw,flare_theta_cmd_clamped,flare_theta_clamp_active,flare_aoa_clamp_active,flare_pitch_in_cmd,elev_defl_avg_deg,elev_defl_max_deg,elev_defl_n,flare_ctrl_h_m,flare_req_up_a,flare_thr_floor,flare_tecs_et_err,flare_tecs_eb_err,flare_tecs_h_ref,flare_tecs_v_ref,flare_gamma_ref,flare_gamma_eb_term,flare_gamma_unsat,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_q_raw_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,asc_ab_thr_ratio,asc_ab_t_now,asc_ab_t_avail,asc_ab_ign_on,asc_ab_flameouts,asc_rk_t_now,asc_rk_t_avail,asc_rk_ign_on,asc_rk_flameouts,ship_thrust,ship_avail_thrust,ship_ign_on,ship_flameouts,ifc_raw_dt_s,ifc_dt_s,ifc_loop_n,ifc_hz_est,ifc_raw_dt_max_s,ifc_raw_dt_min_s,phase_el_s,status,craft_name,cfg_file
3.24,APPROACH,ILS_TRACK,153.92,152,-1.92,702.9,624.11,-12.6,10.33,14.77,269.7,-0.096,0.152,0,-0.86,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.338,0,1.961,0,269.98,0,0,1,-4.7,0,0,0,269.99,0.7072,-0.0003,-0.707,0,269.98,4.79,-500.54,21.555,-0.02,0,0,3,741.48,-4.307,0,1203.95,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,624.11,0,0,0,0,0,0,0,0,0,269.81,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.26,1082.66,2,0,0.08,0.08,31,10,0.12,0.08,3.24,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
3.54,APPROACH,ILS_TRACK,153.37,152,-1.37,699.26,620.38,-12.21,10.52,14.88,269.76,0.208,0.272,0,-1.337,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.493,0,1.411,0,270.01,0,0,1,-4.57,0,0,0,270.01,0.7071,0.0002,-0.7071,0,270.01,4.56,-501.67,21.507,0.01,0,0,3,741.48,-3.383,0,1201.4,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,620.38,0,0,0,0,0,0,0,0,0,269.81,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.36,1080.61,2,0,0.08,0.08,34,10,0.12,0.08,3.54,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
3.84,APPROACH,ILS_TRACK,152.78,152,-0.78,696.01,616.77,-11.78,11.57,15.87,269.84,0.463,0.392,0,-1.644,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.659,0,0.824,0,270.02,0,0,1,-4.43,0,0,0,270.01,0.7071,0.0003,-0.7071,0,270.02,4.33,-502.45,21.458,0.019,0,0,3,741.48,-2.095,0,1198.87,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,616.77,0,0,0,0,0,0,0,0,0,269.81,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.66,1078.38,2,0,0.08,0.08,37,10,0.12,0.08,3.84,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
4.14,APPROACH,ILS_TRACK,152.05,152,-0.05,693.05,613.39,-10.76,13.16,17.1,269.92,0.644,0.512,0,-1.753,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.86,0,0.109,0,270.01,0,0,1,-4.11,0,0,0,270.01,0.707,0.0002,-0.7072,0,270.01,4.12,-502.9,21.41,0.012,0,0,3,741.48,-1.342,0,1196.34,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,613.39,0,0,0,0,0,0,0,0,0,269.81,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.65,1075.57,2,0,0.08,0.08,40,10,0.12,0.08,4.14,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
4.44,APPROACH,ILS_TRACK,151.17,152,0.83,690.21,610.35,-9.51,13.95,17.41,269.99,0.776,0.632,0,-1.611,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.106,0,-0.765,0,270.01,0,0,1,-3.66,0,0,0,270.01,0.707,0.0001,-0.7073,0,270.01,3.91,-503.24,21.362,0.008,0,0,3,741.48,-1.044,0,1193.83,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,610.35,0,0,0,0,0,0,0,0,0,269.81,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.82,1072.11,2,0,0.08,0.08,43,10,0.12,0.08,4.44,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
4.74,APPROACH,ILS_TRACK,150.36,152,1.64,687.55,607.66,-8.51,14.04,17.13,270.04,0.848,0.752,0,-1.33,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.341,0,-1.597,0,270,0,0,1,-3.28,0,0,0,270,0.7069,0,-0.7073,0,270,3.73,-503.44,21.314,-0.002,0,0,3,741.48,-0.309,0,1191.33,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,607.66,0,0,0,0,0,0,0,0,0,269.81,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.84,1068.87,2,0,0.08,0.08,46,10,0.12,0.08,4.74,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
5.04,APPROACH,ILS_TRACK,149.68,152,2.32,685.26,605.24,-7.68,14.45,17.29,270.08,0.88,0.872,0,-0.932,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.532,0,-2.275,0,269.99,0,0,1,-2.99,0,0,0,269.99,0.7068,-0.0001,-0.7074,0,269.99,3.56,-503.29,21.267,-0.005,0,0,3,741.48,0.934,0,1188.84,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,605.24,0,0,0,0,0,0,0,0,0,269.81,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237.44,1066.25,2,0,0.08,0.08,49,10,0.12,0.08,5.04,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
5.34,APPROACH,ILS_TRACK,148.99,152,3.01,683.16,603.16,-6.33,14.58,16.88,270.1,0.855,0.992,0,-0.621,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.725,0,-2.96,0,269.98,0,0,1,-2.5,0,0,0,269.98,0.7068,-0.0004,-0.7074,0,269.98,3.42,-502.92,21.219,-0.021,0,0,3,741.48,1.298,0,1186.36,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,603.16,0,0,0,0,0,0,0,0,0,269.81,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279.14,1063.53,2,0,0.08,0.08,52,10,0.12,0.08,5.34,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
5.64,APPROACH,ILS_TRACK,148.48,152,3.52,681.19,601.42,-5.38,13.78,15.7,270.08,0.769,0.968,0,-0.335,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.877,0,-3.5,0,269.97,0,0,1,-2.11,0,0,0,269.98,0.7067,-0.0006,-0.7075,0,269.97,3.3,-502.45,21.172,-0.034,0,0,3,741.48,1.801,0,1183.89,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,601.42,0,0,0,0,0,0,0,0,0,269.81,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323.91,1061.51,2,0,0.08,0.08,55,10,0.12,0.08,5.64,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
5.94,APPROACH,ILS_TRACK,148.27,152,3.73,679.49,599.9,-4.78,13.06,14.79,270.05,0.668,0.848,0,0.765,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.939,0,-3.719,0,269.95,0,0,1,-1.88,0,0,0,269.96,0.7067,-0.0008,-0.7075,0,269.95,3.19,-501.72,21.125,-0.047,0,0,3,741.48,2.822,0,1181.42,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,599.9,0,0,0,0,0,0,0,0,0,269.81,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362.71,1060.78,2,0,0.08,0.08,58,10,0.12,0.08,5.94,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
6.24,APPROACH,ILS_TRACK,148.23,152,3.77,678.04,598.59,-4.03,12.64,14.09,270.03,0.564,0.728,0,1.892,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.952,0,-3.765,0,269.95,0,0,1,-1.59,0,0,0,269.96,0.7066,-0.0009,-0.7076,0,269.95,3.09,-500.72,21.078,-0.049,0,0,3,741.48,3.514,0,1178.95,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,598.59,0,0,0,0,0,0,0,0,0,269.81,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392.02,1060.71,2,0,0.08,0.08,61,10,0.12,0.08,6.24,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
6.54,APPROACH,ILS_TRACK,148.32,152,3.68,676.75,597.47,-3.51,12.03,13.28,270.01,0.476,0.608,0,3.011,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.931,0,-3.689,0,269.95,0,0,1,-1.38,0,0,0,269.95,0.7066,-0.0009,-0.7077,0,269.95,3.01,-499.57,21.031,-0.049,0,0,3,741.48,4.07,0,1176.48,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,597.47,0,0,0,0,0,0,0,0,0,269.81,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412.37,1061.15,2,0,0.08,0.08,64,10,0.12,0.08,6.54,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
6.9,APPROACH,ILS_TRACK,148.58,152,3.42,675.42,596.32,-2.97,11.42,12.48,270,0.377,0.464,0,4.282,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.86,0,-3.439,0,269.95,0,0,1,-1.17,0,0,0,269.94,0.7065,-0.0009,-0.7077,0,269.95,2.92,-497.96,20.975,-0.054,0,0,3,741.48,4.698,0,1173.52,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,596.32,0,0,0,0,0,0,0,0,0,269.81,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425.94,1062.3,2,0,0.12,0.12,67,8.33,0.12,0.08,6.9,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
7.24,APPROACH,ILS_TRACK,148.9,152,3.1,674.36,595.38,-2.57,10.95,11.86,269.98,0.299,0.328,0,5.38,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.77,0,-3.119,0,269.94,0,0,1,-1.01,0,0,0,269.94,0.7064,-0.001,-0.7078,0,269.94,2.84,-496.24,20.921,-0.056,0,0,3,741.48,5.23,0,1170.71,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,595.38,0,0,0,0,0,0,0,0,0,269.81,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427.85,1063.71,2,0,0.1,0.1,70,8.82,0.12,0.1,7.24,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
7.52,APPROACH,ILS_TRACK,149.18,152,2.82,673.57,594.72,-2.19,10.56,11.31,269.97,0.244,0.216,0,6.201,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.691,0,-2.84,0,269.94,0,0,1,-0.86,0,0,0,269.95,0.7064,-0.001,-0.7078,0,269.94,2.78,-494.72,20.877,-0.056,0,0,3,741.48,5.473,0,1168.4,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,594.72,0,0,0,0,0,0,0,0,0,269.81,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417.98,1064.91,2,0,0.08,0.08,73,10.71,0.1,0.08,7.52,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
7.82,APPROACH,ILS_TRACK,149.47,152,2.53,672.8,594.08,-2.1,10.04,10.78,269.96,0.199,0.096,0,6.996,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.611,0,-2.553,0,269.93,0,0,1,-0.8,0,0,0,269.94,0.7063,-0.0011,-0.7079,0,269.93,2.72,-493.02,20.829,-0.066,0,0,3,741.48,5.842,0,1165.92,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,594.08,0,0,0,0,0,0,0,0,0,269.81,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396.18,1066.15,2,0,0.08,0.08,76,10,0.12,0.08,7.82,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
8.12,APPROACH,ILS_TRACK,149.7,152,2.3,672.26,593.45,-2.17,10.26,11.1,269.96,0.158,0.0041,0,7.711,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.542,0,-2.312,0,269.94,0,0,1,-0.83,0,0,0,269.94,0.7063,-0.0011,-0.7079,0,269.94,2.66,-491.11,20.782,-0.061,0,0,3,741.48,6.725,0,1163.43,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,593.45,0,0,0,0,0,0,0,0,0,269.81,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363.69,1067.18,2,0,0.08,0.08,79,10,0.12,0.08,8.12,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
