t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,aa_hdg_cmd_deg,aa_fpa_cmd_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,phase_el_s,status
29.46,TAKEOFF,TO_GROUND_ROLL,101.06,80,-21.06,3.62,-0.05,-0.02,0.01,89.25,-0.027,1,0,0,0,0,0,0,0,0,0,91.01,0,0,0,0,0.626,0,0,0,0,91.01,1,0.626,-1.764,0.0814,1,0,0.0814,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,1,0,0,0,0,0,28.74,LANDED
31.56,TAKEOFF,TO_GROUND_ROLL,113.66,80,-33.66,3.65,-0.09,-0.06,-0.02,89.27,-0.024,1,0,0,0,0,0,0,0,0,0,91.25,0,0,0,0,0.849,0,0,0,0,91.25,1,0.849,-1.975,0.0937,1,0,0.0937,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,1,0,0,0,0,0,30.84,LANDED
33.66,TAKEOFF,TO_GROUND_ROLL,126.95,80,-46.95,3.62,0.04,-0.01,-0.02,89.79,0.046,1,0,0,0,0,0,0,0,0,0,91.37,0,0,0,0,1.068,0,0,0,0,91.37,1,1.068,-1.652,0.0661,1,0,0.0661,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,1,0,0,0,0,0,32.94,LANDED
35.72,TAKEOFF,TO_GROUND_ROLL,140.7,80,-60.7,3.6,0.08,-0.06,-0.08,90.43,-0.065,1,0,0,0,0,0,0,0,0,0,91.49,0,0,0,0,1.116,0,0,0,0,91.49,1,1.116,-1.045,0.0461,1,0,0.0461,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,1,0,0,0,0,0,35,LANDED
37.8,TAKEOFF,TO_GROUND_ROLL,155.39,80,-75.39,3.62,0.2,0.04,-0.03,90.1,-0.069,1,0,0,0,0,0,0,0,0,0,91.57,0,0,0,0,1.145,0,0,0,0,91.57,1,1.145,-1.452,0.0717,1,0,0.0717,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,1,0,0,0,0,0,37.08,LANDED
40.04,TAKEOFF,TO_ROTATE,172.25,80,-92.25,3.66,0.33,0.23,0.12,90.2,0.213,1,0,0,0,0,0,0,0,0,0,91.62,3.651,0,0,0,1.26,0,0,0,0,91.62,1,1.26,-1.575,0.0699,1,0,0.0699,0,0.5249,3.651,3.422,0.08,0,2,2,0,0,VALID,0,0,0,0,1,0,0,0,0,0,39.3,LANDED
42.5,TAKEOFF,TO_ROTATE,185.43,80,-105.43,25.48,2.18,20.13,19.46,90.38,-0.015,1,0,0,0,0,0,0,0,0,0,90.4,10.851,0,0,0,0,0,0,0,0,90.4,1,0,-0.023,0,0,3,0,0,0,10.851,-9.241,0,0,2,2,0,0,VALID,0,0,0,0,1,0,0,0,0,0,41.76,FLYING
45.02,TAKEOFF,TO_CLIMB,189.89,80,-109.89,100.51,18.48,20.01,14.53,90.4,-0.065,0.8633,0,0,0,0,0,0,0,0,0,90.4,7.3,0,0,0,0,0,0,0,0,90.4,1,0,-0.001,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,0,VALID,0,0,0,0,1,0,0,0,0,0,44.28,FLYING
47.4,TAKEOFF,TO_CLIMB,200.13,80,-120.13,149.39,22.47,17.64,11.22,90.41,-0.065,0.82,0,0,0,0,0,0,0,0,0,90.4,7,0,0,0,0,0,0,0,0,90.4,1,0,0.008,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,0,VALID,0,0,0,0,1,0,0,0,0,0,46.66,FLYING
49.8,TAKEOFF,TO_CLIMB,211.25,80,-131.25,206.24,24.95,16.34,9.6,90.4,-0.024,0.82,0,0,0,0,0,0,0,0,0,90.4,7,0,0,0,0,0,0,0,0,90.4,1,0,0.005,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,0,VALID,0,0,0,0,1,0,0,0,0,0,49.06,FLYING
52.26,TAKEOFF,TO_CLIMB,223.49,80,-143.49,269.78,26.82,15.44,8.56,90.4,-0.009,0.82,0,0,0,0,0,0,0,0,0,90.4,7,0,0,0,0,0,0,0,0,90.4,1,0,0.004,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,0,VALID,0,0,0,0,1,0,0,0,0,0,51.52,FLYING
54.4,ASCENT,AB_ZOOM,234.96,80,-154.96,328.35,28.49,14.71,7.73,90.4,-0.002,1,0,0,0,0,0,0,0,0,0,90.4,7.474,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,8.577,0,DEGRADED,30,0.667,359,0,1,494.17,32.84,0.5,0,0,0.92,FLYING
56.68,ASCENT,AB_ZOOM,248.01,80,-168.01,397.88,32.67,16.01,8.39,90.4,-0.004,1,0,0,0,0,0,0,0,0,0,90.4,9.191,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,4.453,58869.842,VALID,31.7,0.703,388,0,1.1165,1706.82,1480.96,1.625,0,0,3.2,FLYING
58.74,ASCENT,RKT_SUSTAIN,254.44,80,-174.44,472.65,38.63,16.57,7.86,90.4,-0.008,1,0,0,0,0,0,0,0,0,0,90.4,8.713,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,5385.503,DEGRADED,33.7,0.724,448,0,1.1129,1475.53,1815.68,1.12,0.315,0,5.26,FLYING
61.3,ASCENT,RKT_SUSTAIN,269.71,80,-189.71,572.27,38.26,12.01,3.82,90.4,-0.022,1,0,0,0,0,0,0,0,0,0,90.4,6.224,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,3006.624,DEGRADED,36.6,0.766,546,0,1.1004,770.24,2727.7,1.119,0.955,0,7.82,FLYING
63.94,ASCENT,RKT_SUSTAIN,289.08,80,-209.08,663.81,31.53,9.56,3.25,90.41,-0.029,1,0,0,0,0,0,0,0,0,0,90.41,4.853,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,2689.531,DEGRADED,40.9,0.819,631,0,1.0873,402.07,3628.38,0.926,1,0,10.46,FLYING
65.94,ASCENT,RKT_SUSTAIN,304.81,80,-224.81,722.23,27.38,8.4,3.18,90.41,-0.034,1,0,0,0,0,0,0,0,0,0,90.41,4.117,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,2677.78,DEGRADED,44.7,0.86,686,0,1.0773,246.92,4095.25,0.807,1,0,12.46,FLYING
67.94,ASCENT,RKT_SUSTAIN,321.1,80,-241.1,773.2,23.99,7.44,3.08,90.41,-0.042,1,0,0,0,0,0,0,0,0,0,90.41,3.518,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,2737.751,DEGRADED,48.8,0.902,735,0,1.0674,151.64,4420.91,0.707,1,0,14.46,FLYING
69.94,ASCENT,RKT_SUSTAIN,337.65,80,-257.65,818.18,21.33,6.75,3.04,90.41,-0.045,1,0,0,0,0,0,0,0,0,0,90.41,3.06,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,2831.55,DEGRADED,53.1,0.943,780,0,1.0574,93.13,4637.62,0.63,1,0,16.46,FLYING
71.94,ASCENT,RKT_SUSTAIN,354.29,80,-274.29,858.74,19.47,6.21,2.96,90.41,-0.05,1,0,0,0,0,0,0,0,0,0,90.41,2.727,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,2943.655,DEGRADED,57.5,0.983,821,0,1.0475,57.19,4770.8,0.574,1,0,18.46,FLYING
73.96,ASCENT,RKT_SUSTAIN,371.06,80,-291.06,896.25,18.31,5.69,2.76,90.41,-0.048,1,0,0,0,0,0,0,0,0,0,90.41,2.514,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,3067.138,VALID,62.1,1.023,860,0,1.0374,35.12,4864.88,0.541,1,0,20.48,FLYING
75.96,ASCENT,RKT_SUSTAIN,387.78,80,-307.78,932,17.67,5.21,2.48,90.41,-0.043,1,0,0,0,0,0,0,0,0,0,90.41,2.38,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,3197.22,VALID,66.7,1.063,897,0,1.0275,21.57,4926.73,0.523,1,0,22.48,FLYING
77.96,ASCENT,RKT_SUSTAIN,404.6,80,-324.6,966.91,17.42,4.77,2.18,90.41,-0.037,1,0,0,0,0,0,0,0,0,0,90.41,2.303,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,3333.553,VALID,71.5,1.102,932,0,1.0175,13.25,5002.58,0.517,1,0,24.48,FLYING
79.96,ASCENT,RKT_SUSTAIN,421.33,80,-341.33,1001.63,17.47,4.39,1.88,90.41,-0.026,1,0,0,0,0,0,0,0,0,0,90.41,2.269,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,3474.753,VALID,76.3,1.14,968,0,1.0076,8.13,5077.06,0.52,1,0,26.48,FLYING
81.96,ASCENT,RKT_SUSTAIN,437.85,80,-357.85,1036.72,17.76,4.05,1.58,90.41,-0.017,1,0,0,0,0,0,0,0,0,0,90.41,2.268,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,3611.557,VALID,81.3,1.179,1003,0,1,5,5145.01,0.53,1,0,28.48,FLYING
83.98,ASCENT,RKT_SUSTAIN,454.24,80,-374.24,1072.99,18.21,3.85,1.4,90.41,-0.015,1,0,0,0,0,0,0,0,0,0,90.41,2.284,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,3723.97,VALID,86.3,1.217,1039,0,1,3.07,5228.39,0.544,1,0,30.5,FLYING
85.98,ASCENT,RKT_SUSTAIN,470.16,80,-390.16,1109.97,18.83,3.77,1.3,90.41,-0.015,1,0,0,0,0,0,0,0,0,0,90.41,2.33,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,3836.048,VALID,91.4,1.255,1076,0,1,1.88,5275.67,0.566,1,0,32.5,FLYING
88.56,ASCENT,RKT_SUSTAIN,489.88,80,-409.88,1159.92,19.97,3.65,1.13,90.41,-0.014,1,0,0,0,0,0,0,0,0,0,90.41,2.425,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,3981.745,VALID,98,1.302,1127,0,1,0.98,5226.85,0.602,1,0,35.08,FLYING
91.1,ASCENT,RKT_SUSTAIN,508.19,80,-428.19,1212.28,21.3,3.54,0.93,90.4,-0.018,1,0,0,0,0,0,0,0,0,0,90.4,2.544,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,4123.889,VALID,104.3,1.347,1180,0,1,0.51,5120.79,0.645,1,0,37.62,FLYING
93.64,ASCENT,RKT_SUSTAIN,525.41,80,-445.41,1268.23,22.78,3.57,0.86,90.4,0,1,0,0,0,0,0,0,0,0,0,90.4,2.678,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,4265.216,VALID,110.4,1.39,1236,0,1,0.27,5030.04,0.692,1,0,40.16,FLYING
96.18,ASCENT,RKT_SUSTAIN,541.71,80,-461.71,1328.14,24.39,3.67,0.85,90.4,-0.003,1,0,0,0,0,0,0,0,0,0,90.4,2.827,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,4406.995,VALID,116.3,1.431,1296,0,1,0.14,4961.48,0.744,1,0,42.7,FLYING
98.72,ASCENT,RKT_SUSTAIN,557.23,80,-477.23,1392.4,26.2,3.78,0.84,90.4,-0.007,1,0,0,0,0,0,0,0,0,0,90.4,2.995,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,4550.302,VALID,122,1.472,1360,0,1,0.07,4924.97,0.803,1,0,45.24,FLYING
101.26,ASCENT,RKT_SUSTAIN,571.98,80,-491.98,1461.58,28.29,3.92,0.82,90.39,-0.011,1,0,0,0,0,0,0,0,0,0,90.39,3.192,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,4695.492,VALID,127.5,1.512,1430,0,1,0.04,4904.52,0.87,1,0,47.78,FLYING
103.8,ASCENT,RKT_SUSTAIN,585.87,80,-505.87,1536.56,30.77,4.09,0.8,90.39,-0.013,1,0,0,0,0,0,0,0,0,0,90.39,3.431,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,4872.13,VALID,132.9,1.551,1506,0,1,0.02,4884.32,0.95,1,0,50.32,FLYING
106.34,ASCENT,RKT_SUSTAIN,598.82,80,-518.82,1618.52,33.81,4.33,0.79,90.39,-0.007,1,0,0,0,0,0,0,0,0,0,90.39,3.726,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,5063.572,VALID,138,1.59,1590,0,1,0.01,4857.13,1.048,1,0,52.86,FLYING
108.88,ASCENT,RKT_SUSTAIN,610.72,80,-530.72,1709.17,37.61,4.66,0.81,90.39,-0.009,1,0,0,0,0,0,0,0,0,0,90.39,4.1,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,5263.823,VALID,142.8,1.627,1684,0,1,0.01,4823.23,1.171,1,0,55.4,FLYING
111.42,ASCENT,RKT_SUSTAIN,621.51,80,-541.51,1810.83,42.53,5.12,0.85,90.39,-0.006,1,0,0,0,0,0,0,0,0,0,90.39,4.591,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,5475.16,VALID,147.2,1.664,1792,0,1,0,4787.78,1.329,1,0,57.94,FLYING
113.96,ASCENT,RKT_SUSTAIN,630.96,80,-550.96,1927.03,49.09,5.75,0.91,90.39,-0.011,1,0,0,0,0,0,0,0,0,0,90.39,5.25,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,5700.332,VALID,151.1,1.699,1920,0,1,0,4741.27,1.54,1,0,60.48,FLYING
116.5,ASCENT,RKT_SUSTAIN,638.71,80,-558.71,2062.81,58.02,6.61,1,90.39,-0.012,1,0,0,0,0,0,0,0,0,0,90.39,6.152,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,5943.035,VALID,154.4,1.734,2075,0,1,0,4668.22,1.827,1,0,63.02,FLYING
119.04,ASCENT,RKT_SUSTAIN,644.27,80,-564.27,2225.69,70.56,7.84,1.13,90.39,-0.012,1,0,0,0,0,0,0,0,0,0,90.39,7.431,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,6209.039,VALID,156.9,1.767,2276,0,1,0,4558.59,2.231,1,0,65.56,FLYING
121.58,ASCENT,RKT_SUSTAIN,647.12,80,-567.12,2426.47,88.03,9.66,1.41,90.39,-0.009,1,0,0,0,0,0,0,0,0,0,90.39,9.206,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,6507.091,VALID,158.2,1.799,2547,0,1,0,4415.68,2.789,1,0,68.1,FLYING
124.12,ASCENT,RKT_SUSTAIN,646.55,80,-566.55,2678.45,110.98,12.09,1.79,90.39,-0.012,1,0,0,0,0,0,0,0,0,0,90.39,11.549,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,6850.479,VALID,158.1,1.83,2927,0,1,0,4231.22,3.526,1,0,70.64,FLYING
126.66,ASCENT,RKT_SUSTAIN,641.73,80,-561.73,2997.25,140.7,15.19,2.23,90.39,-0.018,1,0,0,0,0,0,0,0,0,0,90.39,14.601,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,7252.702,VALID,156.3,1.86,3474,0,1,0,3971.59,4.481,1,0,73.18,FLYING
129.2,ASCENT,RKT_SUSTAIN,631.61,80,-551.61,3401.13,178.18,19.2,2.85,90.39,-0.021,1,0,0,0,0,0,0,0,0,0,90.39,18.493,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,7728.23,VALID,152.2,1.889,4268,0,1,0,3579.52,5.685,1,0,75.72,FLYING
131.74,ASCENT,RKT_SUSTAIN,615.13,80,-535.13,3911.1,224.21,24.34,3.69,90.39,-0.029,1,0,0,0,0,0,0,0,0,0,90.39,23.362,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,8291.72,VALID,145.5,1.916,5420,0,1,0,2998.45,7.159,1,0,78.26,FLYING
134.28,ASCENT,RKT_SUSTAIN,594.06,80,-514.06,4541.22,265.09,26.21,1.64,90.39,-0.079,1,0,0,0,0,0,0,0,0,0,90.39,25,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,9063.522,VALID,136.4,1.946,6969,0,1,0,2919.01,8.499,1,0,80.8,FLYING
136.82,ASCENT,RKT_SUSTAIN,576.21,80,-496.21,5224.69,272.09,25.91,0.94,90.39,-0.017,1,0,0,0,0,0,0,0,0,0,90.39,25,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,9925.53,VALID,127.5,1.996,8287,0,1,0,4530.7,8.77,1,0,83.34,FLYING
139.36,ASCENT,RKT_SUSTAIN,558.42,80,-478.42,5922.48,276.46,26.12,1.02,90.4,0.001,1,0,0,0,0,0,0,0,0,0,90.41,25,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,0,VALID,119.3,2.053,9348,0,1,0,5740.97,8.964,1,0,85.88,FLYING
141.92,ASCENT,RKT_SUSTAIN,512.61,80,-432.61,6618.69,267.48,26.41,1.25,90.4,-0.02,1,0,0,0,0,0,0,0,0,0,90.4,25,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,0,VALID,105.4,2.013,10101,0,1,0,311.96,8.637,1,0,88.44,FLYING
144.48,ASCENT,RKT_SUSTAIN,471.3,80,-391.3,7292.17,258.74,26.72,1.53,90.4,-0.011,1,0,0,0,0,0,0,0,0,0,90.4,25,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,0,VALID,90.1,1.973,10642,0,1,0,-2169.56,8.325,1,0,91,FLYING
147.04,ASCENT,RKT_SUSTAIN,433.9,80,-353.9,7943.85,250.46,27.07,1.87,90.4,-0.004,1,0,0,0,0,0,0,0,0,0,90.4,25,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,0,VALID,76.7,1.935,11097,0,1,0,-3174,8.033,1,0,93.56,FLYING
149.6,ASCENT,RKT_SUSTAIN,399.84,80,-319.84,8574.91,242.61,27.46,2.26,90.4,-0.003,1,0,0,0,0,0,0,0,0,0,90.4,25,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,0,VALID,65.4,1.899,11519,0,1,0,-3464.58,7.76,1,0,96.12,FLYING
152.06,ASCENT,RKT_SUSTAIN,367.44,80,-287.44,9167.58,235.39,27.91,2.7,90.4,-0.002,1,0,0,0,0,0,0,0,0,0,90.4,25,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,0,VALID,55.6,1.854,11925,0,1,0,-3383.04,7.511,1,0,98.58,FLYING
154.52,ASCENT,RKT_SUSTAIN,336.6,80,-256.6,9738.26,228.58,28.4,3.18,90.39,0,1,0,0,0,0,0,0,0,0,0,90.39,25,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,0,VALID,47,1.802,12317,0,1,0,-3159.97,7.279,1,0,101.04,FLYING
