t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,aa_hdg_cmd_deg,aa_fpa_cmd_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_q_raw_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,asc_ab_thr_ratio,asc_ab_t_now,asc_ab_t_avail,asc_ab_ign_on,asc_ab_flameouts,asc_rk_t_now,asc_rk_t_avail,asc_rk_ign_on,asc_rk_flameouts,ship_thrust,ship_avail_thrust,ship_ign_on,ship_flameouts,phase_el_s,status
270.62,ASCENT,RKT_SUSTAIN,163.49,80,-83.49,17243.38,-263.17,-9.47,19.7,245.31,-0.509,1,0,0,0,0,0,0,0,0,0,245.31,-14.64,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,9410.4,10013.9,1.823,21791,0,1,0,-2428.56,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,217.4,FLYING
273.12,ASCENT,RKT_SUSTAIN,174.86,80,-94.86,16592.88,-256.82,-8.72,19.64,245.32,-0.532,1,0,0,0,0,0,0,0,0,0,245.32,-13.582,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,10802.4,11451.5,1.83,21041,0,1,0,-2755.97,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,219.9,FLYING
275.62,ASCENT,RKT_SUSTAIN,186.54,80,-106.54,15961.07,-249.12,-9.06,18.26,245.32,-0.535,1,0,0,0,0,0,0,0,0,0,245.32,-12.343,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,12310.7,13027.6,1.835,20224,0,1,0,-2905.44,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,222.4,FLYING
278.12,ASCENT,RKT_SUSTAIN,196.92,80,-116.92,15356.85,-234.55,-6.64,19.16,245.35,-0.551,1,0,0,0,0,0,0,0,0,0,245.35,-10.323,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,13853.9,14547.2,1.827,19333,0,1,0,-3318.6,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,224.9,FLYING
280.62,ASCENT,RKT_SUSTAIN,206.23,80,-126.23,14792.97,-216.55,-4.88,19.01,245.36,-0.544,1,0,0,0,0,0,0,0,0,0,245.36,-7.914,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,15339.1,16000.1,1.812,18371,0,1,0,-3648.42,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,227.4,FLYING
283.14,ASCENT,RKT_SUSTAIN,214.14,80,-134.14,14274.45,-195.14,-2.83,18.84,245.36,-0.532,1,0,0,0,0,0,0,0,0,0,245.36,-5.084,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,16716.5,17317.2,1.791,17380,0,1,0,-3903.59,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,229.92,FLYING
285.64,ASCENT,RKT_SUSTAIN,220.23,80,-140.23,13816.84,-171.35,-0.54,18.68,245.36,-0.495,1,0,0,0,0,0,0,0,0,0,245.36,-1.924,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,17903.5,18406.6,1.765,16404,0,1,0,-4013.33,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,232.42,FLYING
288.14,ASCENT,RKT_SUSTAIN,224.29,80,-144.29,13420.22,-145.47,0.06,16.75,245.3,-0.371,1,0,0,0,0,0,0,0,0,0,245.31,1.593,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,18834.5,19204.4,1.733,15487,0,1,0,-4046.1,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,234.92,FLYING
290.64,ASCENT,RKT_SUSTAIN,231.31,80,-151.31,13064.68,-139.98,-0.82,14.88,245.28,-0.295,1,0,0,0,0,0,0,0,0,0,245.28,2.412,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,DEGRADED,19874.5,20423.6,1.726,14771,0,1,0,-3059.52,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,237.42,FLYING
293.14,ASCENT,RKT_SUSTAIN,232.47,80,-152.47,12753.61,-110.86,5.92,18.75,245.28,-0.284,1,0,0,0,0,0,0,0,0,0,245.28,6.532,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,20606.5,20811.6,1.689,14105,0,1,0,-3457.44,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,239.92,FLYING
295.66,ASCENT,RKT_SUSTAIN,230.48,80,-150.48,12512.42,-82.18,8.81,18.56,245.25,-0.264,1,0,0,0,0,0,0,0,0,0,245.26,10.749,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,20684.6,20646.5,1.642,13478,0,1,0,-3610.74,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,242.44,FLYING
298.16,ASCENT,RKT_SUSTAIN,227.33,80,-147.33,12338.51,-58.36,8.47,15.6,245.21,-0.232,1,0,0,0,0,0,0,0,0,0,245.22,14.503,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,20407.4,20254,1.598,12974,0,1,0,-3339.99,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,244.94,FLYING
300.66,ASCENT,RKT_SUSTAIN,224.63,80,-144.63,12214.53,-41.6,10.28,15.44,245.19,-0.183,1,0,0,0,0,0,0,0,0,0,245.19,17.271,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,20076.2,19915.9,1.565,12618,0,1,0,-2781.73,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,247.44,FLYING
303.18,ASCENT,RKT_SUSTAIN,221.51,80,-141.51,12127.94,-28.39,9.34,12.87,245.18,-0.16,1,0,0,0,0,0,0,0,0,0,245.18,19.587,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,19667.2,19488.3,1.535,12376,0,1,0,-2288.41,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,249.96,FLYING
305.7,ASCENT,RKT_SUSTAIN,216.66,80,-136.66,12074.05,-14.12,9.4,11.43,245.15,-0.136,1,0,0,0,0,0,0,0,0,0,245.16,22.205,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,DEGRADED,19112.1,18804.7,1.5,12217,0,1,0,-2060.6,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,252.48,FLYING
308.2,ASCENT,RKT_SUSTAIN,214.28,80,-134.28,12038.18,-12.49,10.94,12.56,245.16,-0.13,1,0,0,0,0,0,0,0,0,0,245.16,22.476,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,DEGRADED,18657.4,18474.2,1.481,12123,0,1,0,-1524.3,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,254.98,FLYING
310.7,ASCENT,RKT_SUSTAIN,210.15,80,-130.15,12016.66,-5.79,11.99,12.7,245.15,-0.119,1,0,0,0,0,0,0,0,0,0,245.15,23.791,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,18140.6,17891.6,1.454,12064,0,1,0,-1357.44,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,257.48,FLYING
313.24,ASCENT,RKT_SUSTAIN,205.71,80,-125.71,12009.95,-0.86,10.69,10.75,245.14,-0.122,1,0,0,0,0,0,0,0,0,0,245.14,24.811,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,17529.2,17259,1.428,12031,0,1,0,-1212.92,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,260.02,FLYING
315.8,ASCENT,RKT_SUSTAIN,201.05,80,-121.05,12013.9,2.8,12.43,12.01,245.13,-0.104,1,0,0,0,0,0,0,0,0,0,245.13,23.598,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,16903.9,16613.2,1.401,12018,0,1,0,-1104.74,23,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,262.58,FLYING
318.36,ASCENT,RKT_SUSTAIN,196.48,80,-116.48,12024.2,4.17,13.16,12.51,245.14,-0.13,1,0,0,0,0,0,0,0,0,0,245.14,21.922,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,16266.4,15984,1.376,12018,0,1,0,-995.8,21,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,265.14,FLYING
320.9,ASCENT,RKT_SUSTAIN,192.46,80,-112.46,12034.48,2.77,10.86,10.39,245.16,-0.131,1,0,0,0,0,0,0,0,0,0,245.16,19.643,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,15674.2,15431,1.353,12024,0,1,0,-872.84,19,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,267.68,FLYING
323.44,ASCENT,RKT_SUSTAIN,187.74,80,-107.74,12042.51,2.6,15.07,14.66,245.2,-0.12,1,0,0,0,0,0,0,0,0,0,245.2,17.615,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,15103.7,14819.8,1.327,12031,0,1,0,-888.45,17,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,270.22,FLYING
326,ASCENT,RKT_SUSTAIN,181.97,80,-101.97,12047.85,1.27,13.3,13.11,245.22,-0.117,1,0,0,0,0,0,0,0,0,0,245.22,15.327,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,DEGRADED,14394.1,14070.8,1.294,12038,0,1,0,-976.56,15,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,272.78,FLYING
328.54,ASCENT,RKT_SUSTAIN,176.81,80,-96.81,12047.32,-2.31,18.95,19.3,245.25,-0.115,1,0,0,0,0,0,0,0,0,0,245.25,15.413,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,DEGRADED,13751.2,13440.9,1.264,12041,0,1,0,-984.07,16,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,275.32,FLYING
331.06,ASCENT,RKT_SUSTAIN,169.14,80,-89.14,12040.24,-3.96,19.35,19.98,245.28,-0.115,1,0,0,0,0,0,0,0,0,0,245.28,16.942,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,12912.9,12515.2,1.219,12039,0,1,0,-1184.29,18,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,277.84,FLYING
333.6,ASCENT,RKT_SUSTAIN,161.6,80,-81.6,12025.72,-7.48,18.75,19.99,245.3,-0.114,1,0,0,0,0,0,0,0,0,0,245.3,17.875,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,12027,11632.1,1.173,12032,0,1,0,-1259.29,20,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,280.38,FLYING
336.14,ASCENT,RKT_SUSTAIN,154.82,80,-74.82,12001.4,-11.52,18.01,19.99,245.31,-0.118,1,0,0,0,0,0,0,0,0,0,245.31,18.519,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,11219.2,10866.7,1.132,12019,0,1,0,-1233.54,22,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,282.92,FLYING
338.68,ASCENT,RKT_SUSTAIN,148.79,80,-68.79,11966.36,-15.88,17.17,19.99,245.33,-0.123,1,0,0,0,0,0,0,0,0,0,245.33,18.919,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,10514.6,10209.8,1.093,11999,0,1,0,-1165.32,24,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,285.46,FLYING
341.2,ASCENT,RKT_SUSTAIN,143.53,80,-63.53,11920.28,-20.47,16.24,19.99,245.34,-0.126,1,0,0,0,0,0,0,0,0,0,245.34,18.091,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,9911.9,9654.3,1.058,11970,0,1,0,-1081.76,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,287.98,FLYING
343.74,ASCENT,RKT_SUSTAIN,138.93,80,-58.93,11861.84,-25.31,15.32,20.1,245.36,-0.132,1,0,0,0,0,0,0,0,0,0,245.35,16.014,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,9399.8,9181.6,1.026,11933,0,1,0,-1008.26,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,290.52,FLYING
346.28,ASCENT,RKT_SUSTAIN,134.9,80,-54.9,11791.19,-30.11,14.93,20.79,245.37,-0.139,1,0,0,0,0,0,0,0,0,0,245.37,13.784,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,8963.7,8775.5,0.997,11887,0,1,0,-951.94,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,293.06,FLYING
348.8,ASCENT,RKT_SUSTAIN,131.53,80,-51.53,11709.59,-34.19,14.12,21.02,245.38,-0.137,1,0,0,0,0,0,0,0,0,0,245.38,11.692,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,8605,8448.1,0.97,11830,0,1,0,-902.89,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,295.58,FLYING
351.32,ASCENT,RKT_SUSTAIN,129.35,80,-49.35,11616.08,-39.47,12.84,20.89,245.39,-0.145,1,0,0,0,0,0,0,0,0,0,245.39,9.133,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,8342.1,8239.6,0.949,11765,0,1,0,-826.96,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,298.1,FLYING
353.84,ASCENT,RKT_SUSTAIN,127.19,80,-47.19,11511.11,-43.53,12.37,21.49,245.4,-0.149,1,0,0,0,0,0,0,0,0,0,245.4,6.89,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,8134.6,8040.8,0.928,11690,0,1,0,-813.27,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,300.62,FLYING
356.38,ASCENT,RKT_SUSTAIN,125.4,80,-45.4,11395.31,-47.39,12.58,22.71,245.41,-0.157,1,0,0,0,0,0,0,0,0,0,245.41,4.639,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,7959.9,7883.8,0.909,11604,0,1,0,-806.38,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,303.16,FLYING
358.92,ASCENT,RKT_SUSTAIN,123.65,80,-43.65,11270.54,-50.66,11.74,22.81,245.41,-0.155,1,0,0,0,0,0,0,0,0,0,245.41,2.53,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,7798.6,7727.4,0.889,11507,0,1,0,-817.92,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,305.7,FLYING
361.48,ASCENT,RKT_SUSTAIN,122.76,80,-42.76,11135.03,-55.05,7.96,20.21,245.41,-0.142,1,0,0,0,0,0,0,0,0,0,245.41,0.045,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,7683.1,7657.3,0.873,11402,0,1,0,-792.86,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,308.26,FLYING
364.02,ASCENT,RKT_SUSTAIN,122.72,80,-42.72,10989.11,-59.58,8.47,21.93,245.42,-0.152,1,0,0,0,0,0,0,0,0,0,245.42,-2.402,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,7683.9,7689.4,0.863,11292,0,1,0,-769.33,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,310.8,FLYING
366.54,ASCENT,RKT_SUSTAIN,122.5,80,-42.5,10834.39,-62.89,8.59,23.03,245.43,-0.149,1,0,0,0,0,0,0,0,0,0,245.43,-4.437,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,7697.4,7701.9,0.851,11171,0,1,0,-792.16,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,313.32,FLYING
369.1,ASCENT,RKT_SUSTAIN,123.24,80,-43.24,10666.33,-67.78,4.29,19.99,245.41,-0.137,1,0,0,0,0,0,0,0,0,0,245.41,-6.87,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,7754.3,7808,0.843,11042,0,1,0,-780.75,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,315.88,FLYING
371.64,ASCENT,RKT_SUSTAIN,124.76,80,-44.76,10487.59,-72.59,3.45,20.36,245.42,-0.152,1,0,0,0,0,0,0,0,0,0,245.42,-9.098,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,7925.3,8013.2,0.839,10907,0,1,0,-774.01,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,318.42,FLYING
374.14,ASCENT,RKT_SUSTAIN,126.16,80,-46.16,10301.76,-75.9,3.85,21.65,245.43,-0.167,1,0,0,0,0,0,0,0,0,0,245.43,-10.771,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,8122.7,8211.6,0.834,10761,0,1,0,-807.95,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,320.92,FLYING
376.64,ASCENT,RKT_SUSTAIN,127.01,80,-47.01,10110.09,-77.36,4.54,22.89,245.45,-0.176,1,0,0,0,0,0,0,0,0,0,245.45,-11.86,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,8288.8,8354,0.825,10599,0,1,0,-880.33,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,323.42,FLYING
379.16,ASCENT,RKT_SUSTAIN,128.42,80,-48.42,9911.83,-79.79,0.92,20.01,245.44,-0.166,1,0,0,0,0,0,0,0,0,0,245.44,-13.172,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,8452,8551.5,0.819,10426,0,1,0,-899.4,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,325.94,FLYING
381.66,ASCENT,RKT_SUSTAIN,130.45,80,-50.45,9709.31,-82.01,1.55,21.25,245.46,-0.195,1,0,0,0,0,0,0,0,0,0,245.46,-14.261,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,8715.6,8837.3,0.816,10249,0,1,0,-908.6,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,328.44,FLYING
384.18,ASCENT,RKT_SUSTAIN,131.65,80,-51.65,9502.38,-81.91,2.08,21.99,245.47,-0.203,1,0,0,0,0,0,0,0,0,0,245.47,-14.684,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,8946.2,9033.1,0.809,10059,0,1,0,-980.92,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,330.96,FLYING
386.74,ASCENT,RKT_SUSTAIN,132.93,80,-52.93,9292.43,-81.8,2.59,22.62,245.5,-0.231,1,0,0,0,0,0,0,0,0,0,245.5,-15,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,9147.8,9237.7,0.801,9857,0,1,0,-1023.65,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,333.52,FLYING
389.3,ASCENT,RKT_SUSTAIN,134.35,80,-54.35,9082.78,-82.05,-0.67,19.58,245.46,-0.154,1,0,0,0,0,0,0,0,0,0,245.46,-15,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,9338.8,9450.6,0.794,9648,0,1,0,-1031.87,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,336.08,FLYING
391.86,ASCENT,RKT_SUSTAIN,136.57,80,-56.57,8871.78,-82.69,-0.52,19.99,245.47,-0.169,1,0,0,0,0,0,0,0,0,0,245.47,-15,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,9636.4,9778.5,0.791,9443,0,1,0,-1017.48,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,338.64,FLYING
394.42,ASCENT,RKT_SUSTAIN,138.22,80,-58.22,8660.01,-82.62,-0.59,19.98,245.48,-0.181,1,0,0,0,0,0,0,0,0,0,245.48,-15,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,9924.1,10043.9,0.785,9235,0,1,0,-1026.36,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,341.2,FLYING
396.98,ASCENT,RKT_SUSTAIN,139.61,80,-59.61,8449.08,-82.13,-0.75,19.8,245.47,-0.143,1,0,0,0,0,0,0,0,0,0,245.47,-15,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,10166.1,10274,0.778,9023,0,1,0,-1037.13,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,343.76,FLYING
399.54,ASCENT,RKT_SUSTAIN,140.8,80,-60.8,7893.06,-81.04,-0.46,19.94,245.49,-0.173,1,0,0,0,0,0,0,0,0,0,245.49,-15,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,10387,10482.9,0.77,8808,0,1,0,-1049.62,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,346.32,FLYING
402.1,ASCENT,RKT_SUSTAIN,141.78,80,-61.78,7678.42,-79.53,-0.23,19.92,245.5,-0.191,1,0,0,0,0,0,0,0,0,0,245.5,-15,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,10580.6,10664.5,0.761,8591,0,1,0,-1058.3,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,348.88,FLYING
404.66,ASCENT,RKT_SUSTAIN,142.54,80,-62.54,7539.64,-77.67,0.08,19.9,245.52,-0.205,1,0,0,0,0,0,0,0,0,0,245.52,-15,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,10746.3,10816.8,0.752,8373,0,1,0,-1060.42,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,351.42,FLYING
407.22,ASCENT,RKT_SUSTAIN,143.07,80,-63.07,7354.5,-75.54,0.46,19.9,245.54,-0.216,1,0,0,0,0,0,0,0,0,0,245.54,-14.771,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,10881.3,10937.5,0.743,8157,0,1,0,-1055.84,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,354,FLYING
409.74,ASCENT,RKT_SUSTAIN,143.35,80,-63.35,7284.19,-73.25,0.88,19.9,245.55,-0.218,1,0,0,0,0,0,0,0,0,0,245.55,-14.201,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,10982.7,11023.2,0.732,7946,0,1,0,-1037.42,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,356.52,FLYING
412.24,ASCENT,RKT_SUSTAIN,143.41,80,-63.41,7119.33,-70.85,1.32,19.9,245.56,-0.214,1,0,0,0,0,0,0,0,0,0,245.56,-13.598,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,11049.9,11074.9,0.722,7741,0,1,0,-1012.1,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,359.02,FLYING
414.76,ASCENT,RKT_SUSTAIN,143.24,80,-63.24,6887.87,-68.4,1.67,19.81,245.56,-0.17,1,0,0,0,0,0,0,0,0,0,245.56,-12.971,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,11084.1,11093.9,0.711,7541,0,1,0,-989.9,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,361.54,FLYING
417.3,ASCENT,RKT_SUSTAIN,142.99,80,-62.99,6712.3,-66.15,2.18,19.93,245.56,-0.144,1,0,0,0,0,0,0,0,0,0,245.56,-12.414,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,11097.6,11096.7,0.7,7348,0,1,0,-965.26,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,364.08,FLYING
