t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,gear_h_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,as_cmd_deg,as_cap_deg,as_raw_deg,as_spd_err_ms,as_active,aa_hdg_cmd_deg,aa_fpa_cmd_deg,aa_fbw,aa_dir,actual_fpa_deg,ftf_hdg_err_deg,ftf_fix_idx,kos_steer_pit_deg,kos_steer_hdg_deg,aa_dir_vx,aa_dir_vy,aa_dir_vz,aa_dir_pitch_deg,aa_dir_hdg_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,gs_latched,active_gs_ang_deg,ils_intercept_alt_m,d_gs_ms,fpa_preclamped_deg,gs_nom_alt_m,flare_fpa_cmd,flare_tgt_vs,flare_frac,flare_mode,flare_auth_limited,flare_auth_reason,flare_vs_err,flare_fpa_err,flare_pitch_err,flare_theta_cmd_raw,flare_theta_cmd_clamped,flare_theta_clamp_active,flare_pitch_in_cmd,elev_defl_avg_deg,elev_defl_max_deg,elev_defl_n,flare_ctrl_h_m,flare_req_up_a,flare_thr_floor,flare_tecs_et_err,flare_tecs_eb_err,flare_tecs_h_ref,flare_tecs_v_ref,flare_gamma_ref,flare_gamma_eb_term,flare_gamma_unsat,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_q_raw_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,asc_ab_thr_ratio,asc_ab_t_now,asc_ab_t_avail,asc_ab_ign_on,asc_ab_flameouts,asc_rk_t_now,asc_rk_t_avail,asc_rk_ign_on,asc_rk_flameouts,ship_thrust,ship_avail_thrust,ship_ign_on,ship_flameouts,ifc_raw_dt_s,ifc_dt_s,ifc_loop_n,ifc_hz_est,ifc_raw_dt_max_s,ifc_raw_dt_min_s,phase_el_s,status,craft_name,cfg_file
3.34,APPROACH,ILS_TRACK,152.9,152,-0.9,593.9,512.89,-15.43,11.15,16.68,270.01,0.004,0.2766,0,-1.881,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.619,0,0.966,0,269.99,0,0,1,-5.81,0,0,0,269.99,0.7533,-0.0002,-0.6577,0,269.99,0.12,-60.63,11.084,-0.013,24.022,1,3,649.6,-7.29,0,655.16,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,512.89,0,0,0,0,0,0,0,0,0,270.04,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.87,1088.71,2,0,0.08,0.08,31,10,0.12,0.08,3.34,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
3.64,APPROACH,ILS_TRACK,152.09,152,-0.09,589.34,508.4,-14.65,10.91,16.17,270.01,-0.007,0.3966,0,-1.998,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.852,0,0.138,0,269.99,0,0,1,-5.53,0,0,0,269.99,0.7533,-0.0002,-0.6577,0,269.99,0.13,-62.72,11.036,-0.013,24.155,1,3,649.6,-6.673,0,652.66,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,508.4,0,0,0,0,0,0,0,0,0,270.04,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.9,1085.61,2,0,0.08,0.08,34,10,0.12,0.08,3.64,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
3.94,APPROACH,ILS_TRACK,151.4,152,0.6,585.03,504.09,-14.14,10.87,15.99,270,-0.03,0.5166,0,-1.899,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.047,0,-0.554,0,269.99,0,0,1,-5.35,0,0,0,269.99,0.7532,-0.0002,-0.6578,0,269.99,0.14,-64.57,10.988,-0.01,24.068,1,3,649.6,-5.873,0,650.16,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,504.09,0,0,0,0,0,0,0,0,0,270.04,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.73,1083.04,2,0,0.08,0.08,37,10,0.12,0.08,3.94,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
4.24,APPROACH,ILS_TRACK,150.76,152,1.24,580.92,499.96,-13.39,10.95,15.81,270,-0.01,0.6366,0,-1.602,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.23,0,-1.203,0,269.98,0,0,1,-5.11,0,0,0,269.99,0.7532,-0.0003,-0.6578,0,269.98,0.15,-66.22,10.941,-0.017,24.139,1,3,649.6,-5.341,0,647.68,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,499.96,0,0,0,0,0,0,0,0,0,270.04,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165.89,1080.65,2,0,0.08,0.08,40,10,0.12,0.08,4.24,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
4.54,APPROACH,ILS_TRACK,150.2,152,1.8,577,496.05,-12.7,10.9,15.53,270.01,0.008,0.7566,0,-1.124,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.388,0,-1.765,0,269.99,0,0,1,-4.87,0,0,0,269.98,0.7531,-0.0002,-0.6579,0,269.99,0.16,-67.69,10.894,-0.01,24.025,1,3,649.6,-4.646,0,645.2,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,496.05,0,0,0,0,0,0,0,0,0,270.04,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198.01,1078.64,2,0,0.08,0.08,43,10,0.12,0.08,4.54,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
4.84,APPROACH,ILS_TRACK,149.76,152,2.24,573.28,492.35,-12.03,10.86,15.26,270.01,0.018,0.7668,0,-0.502,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.515,0,-2.216,0,269.99,0,0,1,-4.62,0,0,0,269.99,0.753,-0.0001,-0.658,0,269.99,0.16,-68.96,10.846,-0.008,23.887,1,3,649.6,-3.998,0,642.73,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,492.35,0,0,0,0,0,0,0,0,0,270.04,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.07,1077.08,2,0,0.08,0.08,46,10,0.12,0.08,4.84,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
5.14,APPROACH,ILS_TRACK,149.43,152,2.57,569.78,488.84,-11.39,10.85,15.03,270.02,0.026,0.6858,0,0.233,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.61,0,-2.552,0,269.98,0,0,1,-4.39,0,0,0,269.99,0.753,-0.0003,-0.658,0,269.98,0.17,-70.03,10.799,-0.015,23.674,1,3,649.6,-3.33,0,640.27,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,488.84,0,0,0,0,0,0,0,0,0,270.04,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268.23,1075.98,2,0,0.08,0.08,49,10,0.12,0.08,5.14,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
5.44,APPROACH,ILS_TRACK,149.19,152,2.81,566.47,485.53,-10.74,10.87,14.81,270.02,0.03,0.6047,0,1.05,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.678,0,-2.794,0,269.99,0,0,1,-4.15,0,0,0,269.99,0.7529,-0.0003,-0.6581,0,269.99,0.18,-70.91,10.753,-0.015,23.423,1,3,649.6,-2.688,0,637.81,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,485.53,0,0,0,0,0,0,0,0,0,270.04,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294.32,1075.26,2,0,0.08,0.08,52,10,0.12,0.08,5.44,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
5.74,APPROACH,ILS_TRACK,149.02,152,2.98,563.36,482.4,-10.14,10.91,14.64,270.02,0.032,0.5352,0,1.924,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.727,0,-2.966,0,269.98,0,0,1,-3.92,0,0,0,269.99,0.7529,-0.0003,-0.6581,0,269.98,0.19,-71.59,10.706,-0.016,23.088,1,3,649.6,-2.013,0,635.35,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,482.4,0,0,0,0,0,0,0,0,0,270.04,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314.01,1074.81,2,0,0.08,0.08,55,10,0.12,0.08,5.74,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
6.04,APPROACH,ILS_TRACK,148.9,152,3.1,560.47,479.42,-9.77,11.19,14.8,270.01,-0.009,0.4862,0,2.84,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.762,0,-3.092,0,269.98,0,0,1,-3.77,0,0,0,269.98,0.7528,-0.0003,-0.6582,0,269.98,0.2,-72.05,10.659,-0.018,22.62,1,3,649.6,-1.257,0,632.89,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,479.42,0,0,0,0,0,0,0,0,0,270.04,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328.42,1074.53,2,0,0.08,0.08,58,10,0.12,0.08,6.04,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
6.34,APPROACH,ILS_TRACK,148.73,152,3.27,557.76,476.6,-9.03,11.57,14.91,270.01,-0.018,0.5009,0,3.798,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.808,0,-3.254,0,269.99,0,0,1,-3.5,0,0,0,269.98,0.7528,-0.0001,-0.6583,0,269.99,0.21,-72.33,10.612,-0.008,22.3,1,3,649.6,-0.752,0,630.44,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,476.6,0,0,0,0,0,0,0,0,0,270.04,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339.69,1074.07,2,0,0.08,0.08,61,10,0.12,0.08,6.34,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
6.64,APPROACH,ILS_TRACK,148.59,152,3.41,555.25,473.97,-8.47,11.94,15.1,270,-0.021,0.5102,0,4.805,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.85,0,-3.403,0,269.98,0,0,1,-3.29,0,0,0,269.98,0.7527,-0.0003,-0.6583,0,269.98,0.22,-72.41,10.565,-0.016,21.743,1,3,649.6,-0.024,0,627.99,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,473.97,0,0,0,0,0,0,0,0,0,270.04,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351.29,1073.68,2,0,0.08,0.08,64,10,0.12,0.08,6.64,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
6.94,APPROACH,ILS_TRACK,148.41,152,3.59,552.95,471.52,-7.92,12.42,15.38,270,-0.019,0.5454,0,5.859,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.898,0,-3.573,0,269.98,0,0,1,-3.08,0,0,0,269.99,0.7527,-0.0003,-0.6584,0,269.98,0.23,-72.3,10.518,-0.015,21.181,1,3,649.6,0.636,0,625.54,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,471.52,0,0,0,0,0,0,0,0,0,270.04,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363.08,1073.16,2,0,0.08,0.08,67,10,0.12,0.08,6.94,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
7.24,APPROACH,ILS_TRACK,148.19,152,3.81,550.84,469.22,-7.36,13.03,15.8,270,-0.02,0.61,0,6.974,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.96,0,-3.792,0,269.98,0,0,1,-2.87,0,0,0,269.98,0.7526,-0.0003,-0.6584,0,269.98,0.24,-71.99,10.472,-0.02,20.574,1,3,649.6,1.277,0,623.09,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,469.22,0,0,0,0,0,0,0,0,0,270.04,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376.79,1072.43,2,0,0.08,0.08,70,10,0.12,0.08,7.24,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
7.54,APPROACH,ILS_TRACK,147.95,152,4.05,548.93,467.11,-6.69,13.71,16.24,270,-0.023,0.6761,0,8.161,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,23.028,0,-4.036,0,269.99,0,0,1,-2.62,0,0,0,269.98,0.7526,-0.0002,-0.6585,0,269.99,0.24,-71.48,10.425,-0.012,19.923,1,3,649.6,1.901,0,620.65,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,467.11,0,0,0,0,0,0,0,0,0,270.04,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393.71,1071.59,2,0,0.08,0.08,73,10,0.12,0.08,7.54,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
7.84,APPROACH,ILS_TRACK,147.69,152,4.31,547.23,465.19,-6.03,14.42,16.72,270,-0.025,0.7348,0,9.422,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,23.1,0,-4.29,0,269.99,0,0,1,-2.38,0,0,0,269.98,0.7525,-0.0002,-0.6586,0,269.99,0.25,-70.77,10.379,-0.013,19.114,1,3,649.6,2.647,0,618.21,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,465.19,0,0,0,0,0,0,0,0,0,270.04,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413.62,1070.7,2,0,0.08,0.08,76,10,0.12,0.08,7.84,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
8.14,APPROACH,ILS_TRACK,147.43,152,4.57,545.75,463.51,-5.19,15.14,17.12,270,-0.025,0.792,0,10.763,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,23.175,0,-4.555,0,269.99,0,0,1,-2.06,0,0,0,269.98,0.7525,-0.0002,-0.6586,0,269.99,0.26,-69.85,10.332,-0.012,18.267,1,3,649.6,3.359,0,615.78,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,463.51,0,0,0,0,0,0,0,0,0,270.04,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435.96,1069.75,2,0,0.08,0.08,79,10,0.12,0.08,8.14,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
