time_s,phase,ias_mps,aoa_deg,vs_mps,agl_m,lift_kN,weight_kN,lift_ratio,vs1g_est_mps
6.36,TAKEOFF:TO_GROUND_ROLL,6.137,0.301,-0.012,3.701,0.165,970.97,0.00017,-1
6.64,TAKEOFF:TO_GROUND_ROLL,7.175,1.208,-0.144,3.647,0.472,970.947,0.00049,-1
6.88,TAKEOFF:TO_GROUND_ROLL,8.122,0.004,0.038,3.686,0.374,970.926,0.00039,-1
7.12,TAKEOFF:TO_GROUND_ROLL,9.121,-0.256,0.135,3.768,0.432,970.904,0.00044,-1
7.36,TAKEOFF:TO_GROUND_ROLL,10.168,1.044,-0.077,3.892,0.932,970.88,0.00096,-1
7.6,TAKEOFF:TO_GROUND_ROLL,11.26,1.544,-0.055,4.001,1.433,970.856,0.00148,-1
7.88,TAKEOFF:TO_GROUND_ROLL,12.589,1.803,-0.014,4.181,1.839,970.827,0.00189,-1
8.12,TAKEOFF:TO_GROUND_ROLL,13.771,2.574,-0.074,4.314,2.644,970.801,0.00272,-1
8.36,TAKEOFF:TO_GROUND_ROLL,14.992,2.771,-0.019,4.435,3.177,970.775,0.00327,-1
8.6,TAKEOFF:TO_GROUND_ROLL,16.25,3.185,-0.054,4.524,3.989,970.747,0.00411,-1
8.84,TAKEOFF:TO_GROUND_ROLL,17.542,3.324,-0.041,4.568,4.689,970.719,0.00483,-1
9.12,TAKEOFF:TO_GROUND_ROLL,19.092,3.304,-0.039,4.566,5.388,970.685,0.00555,-1
9.36,TAKEOFF:TO_GROUND_ROLL,20.454,3.148,-0.043,4.515,5.894,970.655,0.00607,-1
9.6,TAKEOFF:TO_GROUND_ROLL,21.847,2.828,-0.037,4.428,6.211,970.625,0.0064,-1
9.84,TAKEOFF:TO_GROUND_ROLL,23.269,2.446,-0.044,4.314,6.381,970.593,0.00657,-1
10.08,TAKEOFF:TO_GROUND_ROLL,24.72,1.999,-0.045,4.186,6.375,970.562,0.00657,-1
10.38,TAKEOFF:TO_GROUND_ROLL,26.569,1.452,-0.051,4.028,6.18,970.522,0.00637,-1
10.62,TAKEOFF:TO_GROUND_ROLL,28.077,1.076,-0.056,3.92,6.127,970.489,0.00631,-1
10.86,TAKEOFF:TO_GROUND_ROLL,29.609,0.795,-0.06,3.841,6.172,970.456,0.00636,-1
11.1,TAKEOFF:TO_GROUND_ROLL,31.163,0.64,-0.065,3.798,6.424,970.422,0.00662,-1
11.4,TAKEOFF:TO_GROUND_ROLL,33.135,0.639,-0.07,3.801,7.476,970.379,0.0077,-1
11.64,TAKEOFF:TO_GROUND_ROLL,34.735,0.79,-0.075,3.847,8.795,970.344,0.00906,-1
11.88,TAKEOFF:TO_GROUND_ROLL,36.354,1.051,-0.079,3.925,10.848,970.309,0.01118,-1
12.12,TAKEOFF:TO_GROUND_ROLL,37.99,1.392,-0.083,4.025,13.366,970.274,0.01378,-1
12.42,TAKEOFF:TO_GROUND_ROLL,40.059,1.867,-0.087,4.161,17.198,970.229,0.01773,-1
12.66,TAKEOFF:TO_GROUND_ROLL,41.731,2.229,-0.09,4.265,20.475,970.192,0.0211,-1
12.9,TAKEOFF:TO_GROUND_ROLL,43.419,2.533,-0.091,4.351,23.735,970.156,0.02447,-1
13.14,TAKEOFF:TO_GROUND_ROLL,45.12,2.743,-0.092,4.41,26.721,970.119,0.02754,-1
13.44,TAKEOFF:TO_GROUND_ROLL,47.266,2.842,-0.091,4.436,29.614,970.072,0.03053,-1
13.68,TAKEOFF:TO_GROUND_ROLL,48.997,2.782,-0.091,4.416,31.193,970.035,0.03216,-1
13.92,TAKEOFF:TO_GROUND_ROLL,50.741,2.607,-0.091,4.365,31.945,969.997,0.03293,-1
14.16,TAKEOFF:TO_GROUND_ROLL,52.498,2.341,-0.093,4.287,31.888,969.959,0.03288,-1
14.46,TAKEOFF:TO_GROUND_ROLL,54.712,1.929,-0.095,4.167,30.974,969.911,0.03193,-1
14.7,TAKEOFF:TO_GROUND_ROLL,56.496,1.581,-0.098,4.067,29.708,969.873,0.03063,-1
14.94,TAKEOFF:TO_GROUND_ROLL,58.291,1.259,-0.101,3.974,28.422,969.834,0.02931,-1
15.18,TAKEOFF:TO_GROUND_ROLL,60.097,0.996,-0.104,3.9,27.45,969.795,0.02831,-1
15.48,TAKEOFF:TO_GROUND_ROLL,62.369,0.79,-0.107,3.843,27.329,969.746,0.02818,-1
15.72,TAKEOFF:TO_GROUND_ROLL,64.198,0.74,-0.109,3.831,28.517,969.707,0.02941,-1
15.96,TAKEOFF:TO_GROUND_ROLL,66.035,0.793,-0.112,3.849,31.01,969.667,0.03198,-1
16.2,TAKEOFF:TO_GROUND_ROLL,67.88,0.937,-0.113,3.892,34.86,969.628,0.03595,-1
16.5,TAKEOFF:TO_GROUND_ROLL,70.199,1.21,-0.115,3.973,41.44,969.578,0.04274,-1
16.74,TAKEOFF:TO_GROUND_ROLL,72.063,1.468,-0.117,4.048,47.607,969.537,0.0491,-1
16.98,TAKEOFF:TO_GROUND_ROLL,73.935,1.726,-0.118,4.123,54.233,969.497,0.05594,312.604
17.24,TAKEOFF:TO_GROUND_ROLL,75.975,1.974,-0.118,4.194,61.248,969.453,0.06318,302.264
17.54,TAKEOFF:TO_GROUND_ROLL,78.343,2.175,-0.117,4.251,68.642,969.402,0.07081,294.415
17.8,TAKEOFF:TO_GROUND_ROLL,80.411,2.248,-0.116,4.27,73.121,969.358,0.07543,292.777
18.06,TAKEOFF:TO_GROUND_ROLL,82.495,2.32,-0.274,4.255,78.48,969.313,0.08096,289.92
18.32,TAKEOFF:TO_GROUND_ROLL,84.595,2.007,-0.009,4.214,75.576,969.268,0.07797,302.953
18.62,TAKEOFF:TO_GROUND_ROLL,87.042,1.861,-0.177,4.145,76.548,969.215,0.07898,309.723
18.88,TAKEOFF:TO_GROUND_ROLL,89.185,1.528,-0.079,4.06,72.429,969.169,0.07473,326.238
19.14,TAKEOFF:TO_GROUND_ROLL,91.349,1.27,-0.121,3.984,69.609,969.123,0.07183,340.847
19.4,TAKEOFF:TO_GROUND_ROLL,93.535,1.015,-0.11,3.907,66.481,969.076,0.0686,357.112
19.7,TAKEOFF:TO_GROUND_ROLL,96.087,0.796,-0.108,3.849,64.399,969.021,0.06646,372.726
19.96,TAKEOFF:TO_GROUND_ROLL,98.324,0.699,-0.108,3.82,64.772,968.974,0.06685,380.296
20.22,TAKEOFF:TO_GROUND_ROLL,100.585,0.65,-0.011,3.811,66.927,968.925,0.06907,382.715
20.48,TAKEOFF:TO_GROUND_ROLL,102.87,0.771,-0.134,3.851,73.105,968.877,0.07545,374.496
20.78,TAKEOFF:TO_GROUND_ROLL,105.539,0.907,-0.08,3.885,81.971,968.82,0.08461,362.831
21.04,TAKEOFF:TO_GROUND_ROLL,107.881,1.09,-0.093,3.947,91.49,968.77,0.09444,351.049
21.3,TAKEOFF:TO_ROTATE,110.249,1.286,-0.096,4,103.367,968.715,0.10671,337.506
21.54,TAKEOFF:TO_ROTATE,112.459,1.428,-0.075,4.043,111.661,968.672,0.11527,331.231
21.8,TAKEOFF:TO_ROTATE,114.88,1.553,-0.091,4.075,121.145,968.621,0.12507,324.838
22.02,TAKEOFF:TO_ROTATE,116.95,1.585,-0.074,4.084,126.556,968.577,0.13066,323.54
22.24,TAKEOFF:TO_ROTATE,119.042,1.56,-0.073,4.076,129.716,968.532,0.13393,325.284
22.46,TAKEOFF:TO_ROTATE,121.156,1.474,-0.071,4.049,130.481,968.487,0.13473,330.08
22.68,TAKEOFF:TO_ROTATE,123.292,1.35,-0.104,4.012,128.495,968.442,0.13268,338.477
22.94,TAKEOFF:TO_ROTATE,125.846,1.117,-0.049,3.941,124.06,968.388,0.12811,351.6
23.16,TAKEOFF:TO_ROTATE,128.033,0.917,-0.04,3.889,118.242,968.342,0.12211,366.396
23.38,TAKEOFF:TO_ROTATE,130.243,0.742,-0.066,3.832,114.023,968.296,0.11776,379.544
23.6,TAKEOFF:TO_ROTATE,132.476,0.565,-0.034,3.784,108.707,968.249,0.11227,395.369
23.82,TAKEOFF:TO_ROTATE,134.733,0.44,-0.036,3.749,105.866,968.201,0.10934,407.453
24.08,TAKEOFF:TO_ROTATE,137.43,0.356,-0.047,3.732,105.287,968.145,0.10875,416.74
24.3,TAKEOFF:TO_ROTATE,139.739,0.351,-0.081,3.722,108.961,968.096,0.11255,416.526
24.52,TAKEOFF:TO_ROTATE,142.073,0.349,-0.012,3.723,112.514,968.048,0.11623,416.731
24.74,TAKEOFF:TO_ROTATE,144.43,0.402,0.015,3.747,119.333,967.998,0.12328,411.353
24.96,TAKEOFF:TO_ROTATE,146.813,0.504,-0.01,3.773,129.519,967.949,0.13381,401.35
25.22,TAKEOFF:TO_ROTATE,149.661,0.607,0.024,3.806,141.367,967.889,0.14606,391.605
25.44,TAKEOFF:TO_ROTATE,152.1,0.697,0.024,3.833,151.531,967.839,0.15657,384.396
25.66,TAKEOFF:TO_ROTATE,154.565,0.76,0.03,3.85,160.765,967.788,0.16612,379.233
25.88,TAKEOFF:TO_ROTATE,157.058,0.786,0.045,3.858,167.311,967.736,0.17289,377.726
26.1,TAKEOFF:TO_ROTATE,159.58,0.777,0.163,3.835,171.747,967.684,0.17748,378.792
26.36,TAKEOFF:TO_ROTATE,162.599,0.72,0.053,3.85,172.378,967.621,0.17815,385.238
26.58,TAKEOFF:TO_ROTATE,165.187,0.651,0.008,3.802,174.026,967.568,0.17986,389.502
26.8,TAKEOFF:TO_ROTATE,167.808,0.494,0.147,3.774,165.797,967.514,0.17136,405.37
27.02,TAKEOFF:TO_ROTATE,170.462,0.411,0.006,3.741,162.984,967.459,0.16847,415.309
27.24,TAKEOFF:TO_ROTATE,173.144,0.336,-0.247,3.616,162.318,967.404,0.16779,422.696
27.5,TAKEOFF:TO_ROTATE,176.255,0.711,-0.455,3.684,198.941,967.339,0.20566,388.658
27.72,TAKEOFF:TO_ROTATE,179,1.395,-0.947,3.96,272.144,967.282,0.28135,337.466
27.94,TAKEOFF:TO_ROTATE,181.798,1.208,-0.546,4.103,265.429,967.225,0.27442,347.039
28.16,TAKEOFF:TO_ROTATE,184.637,1.009,-1.28,4.134,245.315,967.168,0.25364,366.613
28.38,TAKEOFF:TO_ROTATE,187.527,0.863,-2.138,3.976,237.642,967.109,0.24572,378.303
28.64,TAKEOFF:TO_ROTATE,190.993,0.271,-1.511,3.692,193.057,967.04,0.19964,427.461
28.86,TAKEOFF:TO_ROTATE,193.956,0.052,-1.049,3.703,168.647,966.98,0.17441,464.432
29.08,TAKEOFF:TO_ROTATE,196.972,0.089,-1.347,3.668,181.876,966.92,0.1881,454.164
29.3,TAKEOFF:TO_ROTATE,200.019,0.168,-0.723,3.722,197.3,966.859,0.20406,442.78
29.52,TAKEOFF:TO_ROTATE,203.088,0.328,-0.247,3.788,223.33,966.797,0.231,422.551
29.78,TAKEOFF:TO_ROTATE,206.738,0.511,0.328,3.852,253.227,966.723,0.26194,403.939
30,TAKEOFF:TO_ROTATE,209.841,0.58,0.961,3.861,274.298,966.659,0.28376,393.926
30.22,TAKEOFF:TO_ROTATE,212.941,0.57,1.633,3.87,286.343,966.595,0.29624,391.236
#LIFTOFF,t_s=30.44,ias_mps=216.041,aoa_deg=0.528,vs_mps=2.141,lift_ratio=0.30775
30.44,TAKEOFF:TO_ROTATE,216.041,0.528,2.141,3.854,297.449,966.53,0.30775,389.437
30.68,TAKEOFF:TO_ROTATE,219.397,0.38,2.818,3.81,295.584,966.459,0.30584,396.718
30.94,TAKEOFF:TO_ROTATE,222.964,0.182,3.6,3.754,284.749,966.38,0.29466,410.749
31.16,TAKEOFF:TO_ROTATE,225.925,0.107,3.757,5.957,282.369,966.313,0.29221,417.941
31.38,TAKEOFF:TO_ROTATE,229.029,0.437,2.344,14.333,256.233,966.245,0.26518,444.75
31.6,TAKEOFF:TO_ROTATE,232.178,2.051,0.909,16.459,425.366,966.176,0.44026,349.92
31.82,TAKEOFF:TO_ROTATE,235.261,4.328,0.163,17.122,767.513,966.106,0.79444,263.949
32.08,TAKEOFF:TO_ROTATE,238.928,7.349,0.586,20.196,1246.807,966.023,1.29066,210.31
32.3,TAKEOFF:TO_ROTATE,241.969,10.091,2.368,21.842,1723.333,965.951,1.78408,181.156
32.52,TAKEOFF:TO_ROTATE,244.72,13.05,4.936,26.459,2047.481,965.879,2.11981,168.082
32.74,TAKEOFF:TO_ROTATE,246.884,15.405,9.187,30.815,2471.706,965.806,2.55922,154.326
32.96,TAKEOFF:TO_CLIMB,248.458,16.55,13.456,37.862,2458.615,965.733,2.54585,155.717
33.22,TAKEOFF:TO_CLIMB,249.943,16.892,18.769,47.325,2510.386,965.646,2.5997,155.017
33.48,TAKEOFF:TO_CLIMB,250.985,14.386,24.046,60.025,2194.284,965.559,2.27255,166.491
33.7,TAKEOFF:TO_CLIMB,252.545,11.287,26.768,71.035,1595.783,965.486,1.65283,196.438
33.94,TAKEOFF:TO_CLIMB,255.122,9.037,27.973,84.614,1155.547,965.407,1.19695,233.189
34.22,TAKEOFF:TO_CLIMB,258.555,8.572,29.035,103.998,1141.542,965.315,1.18256,237.762
34.46,TAKEOFF:TO_CLIMB,261.499,9.035,31.039,120.044,1541.332,965.236,1.59684,206.937
34.7,TAKEOFF:TO_CLIMB,264.174,7.098,33.777,127.574,1391.677,965.158,1.44192,219.998
34.94,TAKEOFF:TO_CLIMB,267.307,4.63,34.227,135.234,729.059,965.079,0.75544,307.546
35.22,TAKEOFF:TO_CLIMB,271.429,4.305,33.628,144.669,588.545,964.987,0.6099,347.558
35.46,TAKEOFF:TO_CLIMB,274.97,5.54,34.439,153.153,1139.472,964.908,1.18091,253.033
35.7,TAKEOFF:TO_CLIMB,278.428,5.279,35.97,161.629,1093.685,964.829,1.13355,261.512
35.94,TAKEOFF:TO_CLIMB,282.014,4.825,36.585,170.267,896.09,964.75,0.92883,292.619
36.22,TAKEOFF:TO_CLIMB,286.309,4.682,37.491,180.656,891.692,964.656,0.92436,297.792
36.46,TAKEOFF:TO_CLIMB,290.05,4.457,38.306,189.74,872.549,964.576,0.90459,304.962
36.7,TAKEOFF:TO_CLIMB,293.852,4.336,38.85,198.998,830.999,964.495,0.86159,316.576
36.94,TAKEOFF:TO_CLIMB,297.708,4.2,39.501,208.406,798.201,964.414,0.82765,327.24
37.22,TAKEOFF:TO_CLIMB,302.292,4.089,40.352,219.576,910.161,964.318,0.94384,311.156
37.46,TAKEOFF:TO_CLIMB,306.289,3.972,40.919,229.303,882.923,964.235,0.91567,320.082
37.7,TAKEOFF:TO_CLIMB,310.339,3.837,41.515,239.172,861.907,964.152,0.89395,328.23
37.94,TAKEOFF:TO_CLIMB,314.442,3.724,42.107,249.186,863.135,964.068,0.89531,332.319
38.22,TAKEOFF:TO_CLIMB,319.295,3.552,42.872,261.045,859.092,963.969,0.8912,338.224
38.46,TAKEOFF:TO_CLIMB,323.514,3.403,43.423,271.368,847.229,963.884,0.87897,345.069
38.7,TAKEOFF:TO_CLIMB,327.789,3.295,44.017,281.841,864.413,963.797,0.89688,346.12
38.94,TAKEOFF:TO_CLIMB,332.113,3.194,44.612,292.456,887.812,963.71,0.92124,346.017
39.24,DONE,337.585,3.072,45.346,305.925,828.288,963.6,0.85958,364.117
#EST,vs_from_lof=200.038,vs_from_lift=389.437,vs_from_alpha=37.017,vs_to_est=389.437,vr_next=408.908
