t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,gear_h_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,as_cmd_deg,as_cap_deg,as_raw_deg,as_spd_err_ms,as_active,aa_hdg_cmd_deg,aa_fpa_cmd_deg,aa_fbw,aa_dir,actual_fpa_deg,ftf_hdg_err_deg,ftf_fix_idx,kos_steer_pit_deg,kos_steer_hdg_deg,aa_dir_vx,aa_dir_vy,aa_dir_vz,aa_dir_pitch_deg,aa_dir_hdg_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,gs_latched,active_gs_ang_deg,ils_intercept_alt_m,d_gs_ms,fpa_preclamped_deg,gs_nom_alt_m,flare_fpa_cmd,flare_tgt_vs,flare_frac,flare_mode,flare_auth_limited,flare_auth_reason,flare_vs_err,flare_fpa_err,flare_pitch_err,flare_theta_cmd_raw,flare_theta_cmd_clamped,flare_theta_clamp_active,flare_aoa_clamp_active,flare_pitch_in_cmd,elev_defl_avg_deg,elev_defl_max_deg,elev_defl_n,flare_ctrl_h_m,flare_req_up_a,flare_thr_floor,flare_tecs_et_err,flare_tecs_eb_err,flare_tecs_h_ref,flare_tecs_v_ref,flare_gamma_ref,flare_gamma_eb_term,flare_gamma_unsat,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_q_raw_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,asc_ab_thr_ratio,asc_ab_t_now,asc_ab_t_avail,asc_ab_ign_on,asc_ab_flameouts,asc_rk_t_now,asc_rk_t_avail,asc_rk_ign_on,asc_rk_flameouts,ship_thrust,ship_avail_thrust,ship_ign_on,ship_flameouts,ifc_raw_dt_s,ifc_dt_s,ifc_loop_n,ifc_hz_est,ifc_raw_dt_max_s,ifc_raw_dt_min_s,phase_el_s,status,craft_name,cfg_file
131.72,APPROACH,ILS_TRACK,150.77,149.37,-1.39,132.57,52.94,-8.1,6.66,9.66,270,0.001,0.1697,0,7.409,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.235,0,1.403,0,270,-3.065,0,1,-3.07,0,0,-3.08,270,0.5843,0,-0.8115,-3.06,270,0,0.2,1.114,0,-0.065,1,3,742.87,0.006,-3.065,132.7,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,52.94,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.47,1116.19,2,0,0.08,0.08,1315,10,0.12,0.08,131.72,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
132.02,APPROACH,ILS_TRACK,150.63,149.24,-1.39,130.15,50.5,-8.09,6.69,9.69,270,0,0.1704,0,6.988,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.274,0,1.402,0,270,-3.082,0,1,-3.08,0,0,-3.07,270,0.584,0,-0.8118,-3.08,270,0,0.21,1.068,0,-0.082,1,3,742.87,0.026,-3.082,130.27,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,50.5,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199.3,1115.83,2,0,0.08,0.08,1318,10,0.12,0.08,132.02,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
132.32,APPROACH,ILS_TRACK,150.49,149.11,-1.39,127.73,48.08,-8.07,6.71,9.71,270,0,0.1699,0,6.569,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.313,0,1.396,0,270,-3.08,0,1,-3.07,0,0,-3.09,270,0.584,0,-0.8118,-3.08,270,0,0.21,1.022,0.001,-0.08,1,3,742.87,0.021,-3.08,127.84,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,48.08,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198.28,1115.46,2,0,0.08,0.08,1321,10,0.12,0.08,132.32,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
132.62,APPROACH,ILS_TRACK,150.35,148.97,-1.38,125.31,45.65,-8.05,6.74,9.73,270,0,0.1692,0,6.152,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.354,0,1.386,0,270,-3.079,0,1,-3.07,0,0,-3.09,270,0.5839,0,-0.8118,-3.08,270,0,0.22,0.976,0,-0.079,1,3,742.87,0.017,-3.079,125.42,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,45.65,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197.31,1115.08,2,0,0.08,0.08,1324,10,0.12,0.08,132.62,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
132.92,APPROACH,ILS_TRACK,150.2,148.84,-1.36,122.9,43.23,-8.04,6.77,9.76,270,0,0.1693,0,5.739,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.396,0,1.371,0,270,-3.113,0,1,-3.07,0,0,-3.12,270,0.5834,0,-0.8122,-3.11,270,0,0.23,0.929,0,-0.113,1,3,742.87,0.056,-3.113,123,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,43.23,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196.35,1114.67,2,0,0.08,0.08,1327,10,0.12,0.08,132.92,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
133.22,APPROACH,ILS_TRACK,150.04,148.7,-1.34,120.5,40.81,-8.06,6.8,9.81,270,0.001,0.1701,0,5.333,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.44,0,1.348,0,270,-3.154,0,1,-3.08,0,0,-3.09,270,0.5827,0,-0.8127,-3.15,270,0,0.23,0.883,0,-0.154,1,3,742.87,0.105,-3.154,120.58,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,40.81,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195.62,1114.23,2,0,0.08,0.08,1330,10,0.12,0.08,133.22,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
133.52,APPROACH,ILS_TRACK,149.88,148.57,-1.31,118.08,38.4,-8.1,6.77,9.8,270,0.001,0.1717,0,4.934,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.486,0,1.32,0,270,-3.088,0,1,-3.09,0,0,-3.02,270,0.5836,0,-0.812,-3.09,270,0,0.23,0.837,0,-0.088,1,3,742.87,0.025,-3.088,118.17,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,38.4,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195.06,1113.78,2,0,0.08,0.08,1333,10,0.12,0.08,133.52,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
133.82,APPROACH,ILS_TRACK,149.71,148.43,-1.28,115.67,35.99,-8.03,6.81,9.8,270,0,0.1727,0,4.544,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.532,0,1.29,0,270,-3.014,0,1,-3.07,0,0,-3.07,270,0.5846,0,-0.8113,-3.01,270,0,0.24,0.791,0,-0.014,1,3,742.87,-0.071,-3.014,115.76,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,35.99,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.53,1113.31,2,0,0.08,0.08,1336,10,0.12,0.08,133.82,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
134.12,APPROACH,ILS_TRACK,149.55,148.04,-1.51,105.14,33.57,-8,6.89,9.88,270,0,0.1519,0,4.117,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.578,0,1.524,0,270,-3.1,0,1,-3.07,0,0,-3.17,270,0.5833,0,-0.8122,-3.1,270,0,0.25,0.745,0,-0.1,1,3,742.87,0.031,-3.1,113.35,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,33.57,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193.63,1112.85,2,0,0.08,0.08,1339,10,0.12,0.08,134.12,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
134.48,FLARE,,149.34,152,2.66,91.95,30.66,-8.15,6.94,10.02,270,0.002,0.1395,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.598,0,0,0,270,-2.494,0,1,-3.12,0,0,-2.78,270,0.5918,0,-0.8061,-2.49,270,0,0.24,0.727,0,0.003,1,3,742.87,-0.094,-2.997,112.38,-2.494,-2.5,0.043,FLARE_CAPTURE,0,NONE,5.648,0.627,-9.439,-2.494,-2.494,0,0,0,0,0,0,36.06,0.834,0.08,329.467,-335.353,36.09,151.57,-0.959,-0.036,-0.995,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184.43,1112.23,2,0,0.12,0.12,1342,8.33,0.12,0.08,0.24,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
134.78,FLARE,,149.12,152,2.88,76.62,28.18,-8.25,7.64,10.81,270,0.002,0.1456,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.598,0,0,0,270,-1.774,0,1,-3.16,0,0,-1.97,270,0.6018,0,-0.7986,-1.77,270,0,0.24,0.727,0,0.003,1,3,742.87,-0.094,-2.997,112.38,-1.774,-2.5,0.108,FLARE_TRACK,0,NONE,5.752,1.388,-9.418,-1.774,-1.774,0,0,0,0,0,0,33.59,0.921,0.08,280.079,-252.209,35.34,150.92,-0.96,-0.027,-0.987,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181.58,1111.54,2,0,0.08,0.08,1345,10,0.12,0.08,0.54,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
135.12,FLARE,,148.74,152,3.26,63.1,25.39,-7.93,9.17,12.25,270,0.001,0.1519,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.598,0,0,0,270,-0.958,0,1,-3.07,0,0,-1.2,270,0.6131,0,-0.79,-0.96,270,0,0.24,0.727,0,0.003,1,3,742.87,-0.094,-2.997,112.38,-0.958,-2.5,0.181,FLARE_TRACK,0,NONE,5.433,2.112,-10.131,-0.958,-0.958,0,0,0,0,0,0,30.79,0.92,0.08,241.537,-175.298,34.49,150.19,-0.963,-0.019,-0.981,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179.39,1110.25,2,0,0.1,0.1,1348,8.82,0.12,0.08,0.88,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
135.4,FLARE,,148.32,152,3.68,51.81,23.21,-7.48,10.45,13.38,270,0,0.1564,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.598,0,0,0,270,-0.5,0,1,-2.92,0,0,-0.5,270,0.6193,0,-0.7852,-0.5,270,0,0.24,0.727,0,0.003,1,3,742.87,-0.094,-2.997,112.38,-0.5,-2.5,0.239,FLARE_TRACK,0,NONE,4.982,2.415,-10.952,-0.5,-0.5,0,0,0,0,0,0,28.61,0.869,0.08,230.094,-134.401,33.79,149.61,-0.965,-0.014,-0.98,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.27,1108.72,2,0,0.08,0.08,1351,10.71,0.1,0.08,1.16,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
135.7,FLARE,,147.71,152,4.29,43.62,21.08,-6.64,11.53,14.11,270,0,0.1603,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.598,0,0,0,270,-0.5,0,1,-2.62,0,0,-0.5,270,0.6192,0,-0.7852,-0.5,270,0,0.24,0.727,0,0.003,1,3,742.87,-0.094,-2.997,112.38,-0.5,-2.5,0.296,FLARE_TRACK,0,NONE,4.136,2.117,-12.031,-0.5,-0.5,0,0,0,0,0,0,26.48,0.714,0.08,245.836,-122.378,33.04,149.04,-0.969,-0.013,-0.982,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.55,1106.41,2,0,0.08,0.08,1354,10,0.12,0.08,1.46,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
136,FLARE,,146.99,152,5.01,39.63,19.22,-5.84,11.74,13.97,270,0.001,0.1633,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.598,0,0,0,270,-0.5,0,1,-2.31,0,0,-0.5,270,0.6192,0,-0.7852,-0.5,270,0,0.24,0.727,0,0.003,1,3,742.87,-0.094,-2.997,112.38,-0.5,-2.5,0.346,FLARE_TRACK,0,NONE,3.34,1.81,-12.236,-0.5,-0.5,0,0,0,0,0,0,24.62,0.566,0.08,287.803,-141.972,32.29,148.54,-0.974,-0.015,-0.989,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.15,1103.67,2,0,0.08,0.08,1357,10,0.12,0.08,1.76,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
136.3,FLARE,,146.35,152,5.65,36.4,17.56,-5.28,11.62,13.65,270,0.001,0.1663,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.598,0,0,0,270,-0.5,0,1,-2.09,0,0,-0.5,270,0.6191,0,-0.7853,-0.5,270,0,0.24,0.727,0,0.003,1,3,742.87,-0.094,-2.997,112.38,-0.5,-2.5,0.39,FLARE_TRACK,0,NONE,2.782,1.593,-12.119,-0.5,-0.5,0,0,0,0,0,0,22.97,0.471,0.08,326.775,-162.719,31.54,148.1,-0.978,-0.018,-0.996,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.98,1101.2,2,0,0.08,0.08,1360,10,0.12,0.08,2.06,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
136.6,FLARE,,145.75,152,6.25,34.34,16.06,-4.79,11.61,13.46,270,0.001,0.1692,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.598,0,0,0,270,-0.5,0,1,-1.91,0,0,-0.5,270,0.6191,0,-0.7853,-0.5,270,0,0.24,0.727,0,0.003,1,3,742.87,-0.094,-2.997,112.38,-0.5,-2.5,0.43,FLARE_TRACK,0,NONE,2.293,1.409,-12.112,-0.5,-0.5,0,0,0,0,0,0,21.46,0.39,0.08,362.965,-183.647,30.79,147.7,-0.982,-0.02,-1.002,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.02,1098.9,2,0,0.08,0.08,1363,10,0.12,0.08,2.36,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
136.9,FLARE,,145.17,152,6.83,32.22,14.69,-4.35,11.58,13.26,270,0.001,0.172,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.598,0,0,0,270,-0.5,0,1,-1.74,0,0,-0.5,270,0.619,0,-0.7854,-0.5,270,0,0.24,0.727,0,0.003,1,3,742.87,-0.094,-2.997,112.38,-0.5,-2.5,0.467,FLARE_TRACK,0,NONE,1.854,1.238,-12.076,-0.5,-0.5,0,0,0,0,0,0,20.09,0.316,0.08,401.049,-209.327,30.04,147.33,-0.986,-0.023,-1.009,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.22,1096.65,2,0,0.08,0.08,1366,10,0.12,0.08,2.66,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
137.2,FLARE,,144.61,152,7.39,23.2,13.45,-3.98,11.56,13.11,270,0.001,0.1748,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.598,0,0,0,270,-0.5,0,1,-1.59,0,0,-0.5,270,0.6189,0,-0.7854,-0.5,270,0,0.24,0.727,0,0.003,1,3,742.87,-0.094,-2.997,112.38,-0.5,-2.5,0.5,FLARE_TRACK,0,NONE,1.476,1.093,-12.06,-0.5,-0.5,0,0,0,0,0,0,18.85,0.254,0.08,438.775,-237.055,29.29,147,-0.99,-0.026,-1.016,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.59,1094.5,2,0,0.08,0.08,1369,10,0.12,0.08,2.96,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
137.5,FLARE,,144.07,152,7.93,22.18,12.31,-3.64,11.55,12.97,270,0.001,0.1776,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.598,0,0,0,270,-0.5,0,1,-1.46,0,0,-0.5,270,0.6189,0,-0.7855,-0.5,270,0,0.24,0.727,0,0.003,1,3,742.87,-0.094,-2.997,112.38,-0.5,-2.5,0.53,FLARE_TRACK,0,NONE,1.138,0.962,-12.055,-0.5,-0.5,0,0,0,0,0,0,17.71,0.197,0.08,476.94,-267.353,28.54,146.7,-0.994,-0.03,-1.023,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.1,1092.41,2,0,0.08,0.08,1372,10,0.12,0.08,3.26,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
137.8,FLARE,,143.54,152,8.46,21.25,11.26,-3.35,11.56,12.87,270,0.001,0.1804,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.598,0,0,0,270,-0.5,0,1,-1.35,0,0,-0.5,270,0.6188,0,-0.7855,-0.5,270,0,0.24,0.727,0,0.003,1,3,742.87,-0.094,-2.997,112.38,-0.5,-2.5,0.558,FLARE_TRACK,0,NONE,0.848,0.85,-12.059,-0.5,-0.5,0,0,0,0,0,0,16.67,0.149,0.08,515.2,-299.612,27.79,146.42,-0.997,-0.033,-1.031,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.74,1090.39,2,0,0.08,0.08,1375,10,0.12,0.08,3.56,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
138.1,FLARE,,143.03,152,8.97,20.41,10.3,-3.09,11.57,12.78,270,0.001,0.1834,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.598,0,0,0,270,-0.5,0,1,-1.25,0,0,-0.5,270,0.6188,0,-0.7856,-0.5,270,0,0.24,0.727,0,0.003,1,3,742.87,-0.094,-2.997,112.38,-0.5,-2.5,0.584,FLARE_TRACK,0,NONE,0.59,0.749,-12.071,-0.5,-0.5,0,0,0,0,0,0,15.7,0.105,0.08,553.635,-333.678,27.04,146.16,-1.001,-0.037,-1.038,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179.52,1088.43,2,0,0.08,0.08,1378,10,0.12,0.08,3.86,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
138.4,FLARE,,142.53,152,9.47,19.63,9.41,-2.87,11.61,12.73,270,0.001,0.1864,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.598,0,0,0,270,-0.5,0,1,-1.16,0,0,-0.5,270,0.6187,0,-0.7856,-0.5,270,0,0.24,0.727,0,0.003,1,3,742.87,-0.094,-2.997,112.38,-0.5,-2.5,0.607,FLARE_TRACK,0,NONE,0.365,0.661,-12.106,-0.5,-0.5,0,0,0,0,0,0,14.81,0.066,0.08,591.992,-369.071,26.29,145.93,-1.004,-0.041,-1.046,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180.42,1086.51,2,0,0.08,0.08,1381,10,0.12,0.08,4.16,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
138.7,FLARE,,142.04,152,9.96,18.92,8.58,-2.65,11.64,12.69,270,0.001,0.1895,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.598,0,0,0,270,-0.5,0,1,-1.08,0,0,-0.5,270,0.6187,0,-0.7857,-0.5,270,0,0.24,0.727,0,0.003,1,3,742.87,-0.094,-2.997,112.38,-0.5,-2.5,0.629,FLARE_TRACK,0,NONE,0.146,0.583,-12.142,-0.5,-0.5,0,0,0,0,0,0,13.99,0.027,0.08,630.631,-406.016,25.54,145.71,-1.008,-0.046,-1.054,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181.45,1084.64,2,0,0.08,0.08,1384,10,0.12,0.08,4.46,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
139,FLARE,,141.56,152,10.44,18.24,7.82,-2.49,11.59,12.57,270,0.001,0.1927,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.598,0,0,0,270,-0.5,0,1,-1.02,0,0,-0.5,270,0.6186,0,-0.7857,-0.5,270,0,0.24,0.727,0,0.003,1,3,742.87,-0.094,-2.997,112.38,-0.5,-2.5,0.65,ROUNDOUT,0,NONE,-0.011,0.515,-12.088,-0.5,-0.5,0,0,0,0,0,0,13.22,-0.002,0.08,669.989,-444.942,24.79,145.5,-1.011,-0.05,-1.062,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.6,1082.79,2,0,0.08,0.08,1387,10,0.12,0.08,4.76,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
139.3,FLARE,,141.1,152,10.9,17.61,7.09,-2.35,11.57,12.5,270,0.001,0.1961,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.598,0,0,0,270,-0.5,0,1,-0.96,0,0,-0.5,270,0.6185,0,-0.7857,-0.5,270,0,0.24,0.727,0,0.003,1,3,742.87,-0.094,-2.997,112.38,-0.5,-2.5,0.669,ROUNDOUT,0,NONE,-0.15,0.464,-12.071,-0.5,-0.5,0,0,0,0,0,0,12.49,-0.029,0.08,706.965,-482.305,24.04,145.31,-1.015,-0.055,-1.069,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183.88,1081.04,2,0,0.08,0.08,1390,10,0.12,0.08,5.06,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
139.6,FLARE,,140.66,152,11.34,17.02,6.4,-2.26,11.6,12.5,270,0,0.1027,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.598,0,0,0,270,-0.5,0,1,-0.93,0,0,-0.5,270,0.6185,0,-0.7858,-0.5,270,0,0.24,0.727,0,0.003,1,3,742.87,-0.094,-2.997,112.38,-0.5,-2.5,0.687,ROUNDOUT,0,NONE,-0.24,0.428,-12.1,-0.5,-0.5,0,0,0,0,0,0,11.8,-0.048,0.08,742.768,-519.141,23.29,145.13,-1.018,-0.059,-1.077,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185.28,1079.34,2,0,0.08,0.08,1393,10,0.12,0.08,5.36,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
139.9,FLARE,,140.21,152,11.79,16.47,5.73,-2.18,11.68,12.56,270,0,0.08,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.598,0,0,0,270,-0.5,0,1,-0.9,0,0,-0.5,270,0.6184,0,-0.7858,-0.5,270,0,0.24,0.727,0,0.003,1,3,742.87,-0.094,-2.997,112.38,-0.5,-2.398,0.705,ROUNDOUT,0,NONE,-0.217,0.397,-12.179,-0.5,-0.5,0,0,0,0,0,0,11.13,-0.045,0.08,778.703,-556.388,22.55,144.95,-0.98,-0.063,-1.043,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.8,1077.65,2,0,0.08,0.08,1396,10,0.12,0.08,5.66,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
