t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,aa_hdg_cmd_deg,aa_fpa_cmd_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_q_raw_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,asc_ab_thr_ratio,asc_ab_t_now,asc_ab_t_avail,asc_ab_ign_on,asc_ab_flameouts,asc_rk_t_now,asc_rk_t_avail,asc_rk_ign_on,asc_rk_flameouts,ship_thrust,ship_avail_thrust,ship_ign_on,ship_flameouts,phase_el_s,status
42.72,TAKEOFF,TO_ROTATE,187.07,80,-107.07,30.96,3.51,20.6,19.48,90.36,0.827,1,0,0,0,0,0,0,0,0,0,90.4,10.864,0,0,0,0,0,0,0,0,90.4,1,0,-0.035,0,0,3,0,0,0,10.864,-9.646,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1308.79,1309.39,2,0,42,FLYING
45.28,TAKEOFF,TO_CLIMB,191.5,80,-111.5,104.62,20.21,20.88,14.89,90.33,0.656,0.847,0,0,0,0,0,0,0,0,0,90.4,7.3,0,0,0,0,0,0,0,0,90.4,1,0,-0.064,0,0,3,0,0,0,11.5,-10.447,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1263.71,1328.55,2,0,44.54,FLYING
47.68,TAKEOFF,TO_CLIMB,201.77,80,-121.77,157.87,23.79,17,10.27,90.39,0.313,0.82,0,0,0,0,0,0,0,0,0,90.4,7,0,0,0,0,0,0,0,0,90.4,1,0,-0.013,0,0,3,0,0,0,11.5,-10.447,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1210.58,1375.74,2,0,46.94,FLYING
50.14,TAKEOFF,TO_CLIMB,213.54,80,-133.54,218.59,25.74,15.98,9.09,90.41,0.093,0.82,0,0,0,0,0,0,0,0,0,90.4,7,0,0,0,0,0,0,0,0,90.4,1,0,0.006,0,0,3,0,0,0,11.5,-10.447,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1210.13,1431.93,2,0,49.4,FLYING
52.62,TAKEOFF,TO_CLIMB,226.11,80,-146.11,284.43,27.57,15.16,8.18,90.41,0.044,0.82,0,0,0,0,0,0,0,0,0,90.4,7,0,0,0,0,0,0,0,0,90.4,1,0,0.008,0,0,3,0,0,0,11.5,-10.447,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1240.37,1493.83,2,0,51.88,FLYING
55.1,ASCENT,AB_CORRIDOR,239.87,80,-159.87,354.94,29.55,14.33,7.27,90.41,0.025,1,0,0,0,0,0,0,0,0,0,90.41,7.019,0,0,0,0,0,0,0,0,90.4,1,0,0.009,0,0,3,0,0,0,11.5,-10.447,0,0,1,1,24.493,6.275,DEGRADED,30300.5,31066.7,0.679,365,0,1.1163,937.63,653.96,-0.048,0,0,0.8448,1313.67,1555.05,2,0,1315.88,388.84,2,0,1335.59,1564.28,2,0,1.88,FLYING
57.52,ASCENT,AB_CORRIDOR,256.34,80,-176.34,428.38,31.35,12.93,5.93,90.41,0.019,1,0,0,0,0,0,0,0,0,0,90.41,6.376,0,0,0,0,0,0,0,0,90.4,1,0,0.009,0,0,3,0,0,0,11.5,-10.447,0,0,1,1,20.379,3.577,VALID,32928.1,34863.2,0.724,405,0,1.1167,2075.27,2244.32,-0.646,0,0,0.9042,1482.1,1639.14,2,0,1484.11,409.88,2,0,1500.86,1650.41,2,0,4.3,FLYING
59.96,ASCENT,AB_CORRIDOR,277.27,80,-197.27,502.85,29.87,10.17,3.97,90.41,0.028,1,0,0,0,0,0,0,0,0,0,90.41,4.842,0,0,0,0,0,0,0,0,90.4,1,0,0.009,0,0,3,0,0,0,11.5,-10.447,0,0,1,1,12.403,3.109,DEGRADED,37053,39872.5,0.778,462,0,1.1172,3026.79,3720.54,-1.41,0,0,0.9409,1646.58,1749.92,2,0,1648.68,437.61,2,0,1667.61,1765.87,2,0,6.74,FLYING
62.44,ASCENT,AB_CORRIDOR,303.8,80,-223.8,568.55,23.31,6.65,2.18,90.41,0.043,1,0,0,0,0,0,0,0,0,0,90.4,2.302,0,0,0,0,0,0,0,0,90.4,1,0,0.009,0,0,3,0,0,0,11.5,-10.447,0,0,1,1,12.14,3.064,DEGRADED,42724.4,46516.4,0.845,519,0,1.1177,3912.47,5217.98,-2.213,0,0,0.9637,1827.23,1895.97,2,0,1829.55,474.16,2,0,1850.86,1916.4,2,0,9.22,FLYING
64.92,ASCENT,AB_CORRIDOR,336.3,80,-256.3,608.97,9.06,2.17,0.58,90.4,0.049,1,0,0,0,0,0,0,0,0,0,90.4,-1.326,0,0,0,0,0,0,0,0,90.4,1,0,0.009,0,0,3,0,0,0,11.5,-10.447,0,0,1,1,12.476,3.174,DEGRADED,50144.8,55061.6,0.923,562,0,1.1182,4823.47,6700.89,-3,0,0,0.9776,2034.56,2081.18,2,0,2037.19,520.5,2,0,2061.58,2106.22,2,0,11.7,FLYING
67.4,ASCENT,AB_CORRIDOR,376.05,80,-296.05,602.78,-14.62,-3.09,-0.77,90.4,0.782,1,0,0,0,0,0,0,0,0,0,90.4,-5.883,0,0,0,0,0,0,0,0,90.4,1,0,0.009,0,0,3,0,0,0,11.5,-10.447,0,0,1,1,13.105,3.359,DEGRADED,59649.3,65952.6,1.01,588,0,1.1188,5833.84,8138.93,-3.716,0,0,0.986,2279.49,2311.96,2,0,2282.7,578.24,2,0,2313,2344.3,2,0,14.18,FLYING
69.88,ASCENT,AB_CORRIDOR,426.62,80,-346.62,523.74,-50.05,-8.98,-1.68,90.44,0.86,1,0,0,0,0,0,0,0,0,0,90.44,-11.46,0,0,0,0,0,0,0,0,90.4,1,0,0.009,0,0,3,0,0,0,11.5,-10.447,0,0,1,1,8.334,3.623,DEGRADED,72200.7,80642.6,1.111,612,0,1.1195,7047.62,9734.77,-4.374,0,0,0.9909,2602.23,2626.09,2,0,2606.6,656.88,2,0,2648.59,2671.91,2,0,16.66,FLYING
72.36,ASCENT,AB_CORRIDOR,491.48,80,-411.48,336.31,-99.14,-14.3,-1.2,90.47,1.561,1,0,0,0,0,0,0,0,0,0,90.47,-15,0,0,0,0,0,0,0,0,90.4,1,0,0.009,0,0,3,0,0,0,11.5,-10.447,0,0,1,1,1.532,3.979,DEGRADED,89463.4,101207,1.229,698,0,1.1204,8630.49,11570.57,-4.982,0,0,0.9938,3048.33,3067.41,2,0,3054.64,767.38,2,0,3114.51,3133.38,2,0,19.14,FLYING
74.86,ASCENT,AB_CORRIDOR,574.01,80,-494.01,51.53,-124.55,-14.26,0.44,90.46,-0.442,1,0,0,0,0,0,0,0,0,0,90.46,-15,0,0,0,0,0,0,0,0,90.4,1,0,0.009,0,0,3,0,0,0,11.5,-10.447,0,0,1,1,1.709,4.456,DEGRADED,114406.3,131393,1.372,806,0,1.1213,10889.34,14616.22,-5,0,0,0.9955,3674.57,3691.11,2,0,3683.1,923.49,2,0,3761.01,3777.32,2,0,21.64,FLYING
