t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_intg,aa_hdg_cmd_deg,aa_fpa_cmd_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_roll_assist,flaps_cur,flaps_tgt,phase_el_s,status
2.28,APPROACH,ILS_TRACK,80.43,76,-4.43,503.96,-15.65,-0.3,10.13,270.21,-0.318,0,-7.979,270.59,0,-2.34,-47.23,9.193,0.193,23.87,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,2.32,FLYING
2.48,APPROACH,ILS_TRACK,80.33,76,-4.33,501.04,-14.1,0.34,9.75,270.26,-0.518,0,-8.846,270.59,0,-2.41,-49.33,9.177,0.193,23.164,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,2.52,FLYING
2.68,APPROACH,ILS_TRACK,80.21,76,-4.21,498.41,-12.72,0.87,9.37,270.3,-0.664,0,-9.69,270.59,0,-2.48,-51.13,9.16,0.185,22.54,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,2.72,FLYING
2.88,APPROACH,ILS_TRACK,80.08,76,-4.08,496.03,-11.49,1.38,9.06,270.34,-0.76,0,-10.508,270.58,0,-2.54,-52.66,9.143,0.181,21.948,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,2.92,FLYING
3.08,APPROACH,ILS_TRACK,79.94,76,-3.94,493.89,-10.37,1.85,8.79,270.38,-0.818,0,-11.299,270.57,0,-2.6,-53.96,9.126,0.169,21.393,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,3.12,FLYING
3.3,APPROACH,ILS_TRACK,79.77,76,-3.77,491.77,-9.27,2.32,8.53,270.41,-0.838,0,-12.133,270.56,0,-2.65,-55.15,9.107,0.16,20.858,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,3.34,FLYING
3.5,APPROACH,ILS_TRACK,79.61,76,-3.61,490.04,-8.37,2.71,8.32,270.43,-0.832,0,-12.859,270.55,0,-2.68,-56.03,9.09,0.15,20.324,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,3.54,FLYING
3.7,APPROACH,ILS_TRACK,79.44,76,-3.44,488.48,-7.55,3.06,8.14,270.45,-0.801,0,-13.55,270.54,0,-2.7,-56.74,9.073,0.139,19.848,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,3.74,FLYING
3.9,APPROACH,ILS_TRACK,79.25,76,-3.25,487.08,-6.82,3.37,7.97,270.47,-0.752,0,-14.204,270.53,0,-2.72,-57.29,9.057,0.13,19.405,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,3.94,FLYING
4.1,APPROACH,ILS_TRACK,79.06,76,-3.06,485.81,-6.16,3.68,7.84,270.48,-0.691,0,-14.82,270.52,0,-2.73,-57.71,9.04,0.12,18.972,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,4.14,FLYING
4.32,APPROACH,ILS_TRACK,78.84,76,-2.84,484.53,-5.49,3.98,7.7,270.49,-0.615,0,-15.45,270.51,0,-2.73,-58.02,9.021,0.113,18.554,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,4.37,FLYING
4.55,APPROACH,ILS_TRACK,78.62,76,-2.62,483.39,-4.9,4.28,7.6,270.5,-0.532,0,-15.977,270.5,0,-2.73,-58.2,9.003,0.101,18.159,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,4.6,FLYING
4.84,APPROACH,ILS_TRACK,78.34,76,-2.34,482.08,-4.2,4.61,7.47,270.51,-0.419,0,-16.572,270.49,0,-2.71,-58.25,8.98,0.092,17.653,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,4.91,FLYING
5.16,APPROACH,ILS_TRACK,77.98,76,-1.98,480.89,-3.58,4.91,7.35,270.51,-0.306,0,-17.209,270.49,0,-2.68,-58.12,8.954,0.086,17.09,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,5.23,FLYING
5.51,APPROACH,ILS_TRACK,77.55,76,-1.55,479.77,-2.99,5.21,7.27,270.51,-0.195,0,-17.765,270.48,0,-2.64,-57.76,8.925,0.078,16.508,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,5.58,FLYING
5.82,APPROACH,ILS_TRACK,77.15,76,-1.15,478.92,-2.55,5.43,7.19,270.5,-0.112,0,-18.14,270.47,0,-2.6,-57.28,8.899,0.072,15.97,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,5.89,FLYING
6.14,APPROACH,ILS_TRACK,76.74,76,-0.74,478.19,-2.18,5.64,7.15,270.5,-0.042,0,-18.388,270.47,0,-2.56,-56.68,8.873,0.069,15.478,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,6.21,FLYING
6.45,APPROACH,ILS_TRACK,76.33,76,-0.33,477.57,-1.87,5.83,7.12,270.5,0.011,0,-18.506,270.46,0,-2.52,-55.97,8.848,0.064,15.006,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,6.52,FLYING
6.8,APPROACH,ILS_TRACK,75.87,76,0.13,476.99,-1.57,6.02,7.12,270.49,0.057,0,-18.475,270.46,0,-2.47,-55.09,8.819,0.063,14.512,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,6.87,FLYING
7.12,APPROACH,ILS_TRACK,75.44,76,0.56,476.55,-1.35,6.16,7.11,270.49,0.082,0,-18.315,270.46,0,-2.42,-54.22,8.794,0.063,14.063,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,7.19,FLYING
7.43,APPROACH,ILS_TRACK,75.02,76,0.98,476.16,-1.16,6.31,7.13,270.48,0.097,0,-18.021,270.46,0,-2.38,-53.3,8.769,0.061,13.636,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,7.5,FLYING
7.75,APPROACH,ILS_TRACK,74.59,76,1.41,475.83,-1,6.44,7.15,270.48,0.102,0,-17.593,270.46,0,-2.34,-52.32,8.743,0.061,13.222,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,7.82,FLYING
8.1,APPROACH,ILS_TRACK,74.11,76,1.89,475.52,-0.85,6.58,7.19,270.48,0.102,0,-16.949,270.46,0,-2.29,-51.2,8.716,0.06,12.778,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,8.17,FLYING
8.41,APPROACH,ILS_TRACK,73.68,76,2.32,475.28,-0.74,6.69,7.22,270.47,0.106,0,-16.234,270.46,0,-2.26,-50.15,8.691,0.06,12.378,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,8.48,FLYING
8.73,APPROACH,ILS_TRACK,73.24,76,2.76,475.07,-0.65,6.78,7.25,270.47,0.105,0,-15.381,270.46,0,-2.22,-49.07,8.666,0.06,11.995,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,8.8,FLYING
9.04,APPROACH,ILS_TRACK,72.81,76,3.19,474.88,-0.58,6.87,7.3,270.47,0.096,0.0002,-14.391,270.46,0,-2.18,-47.98,8.642,0.058,11.621,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,9.11,FLYING
9.39,APPROACH,ILS_TRACK,72.32,76,3.68,474.7,-0.53,6.97,7.35,270.47,0.086,0.0421,-13.121,270.46,0,-2.15,-46.75,8.615,0.059,11.222,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,9.46,FLYING
9.71,APPROACH,ILS_TRACK,71.89,76,4.11,474.54,-0.48,7.06,7.42,270.47,0.073,0.0814,-11.841,270.46,0,-2.11,-45.64,8.591,0.059,10.868,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,9.78,FLYING
10.02,APPROACH,ILS_TRACK,71.45,76,4.55,474.4,-0.45,7.15,7.48,270.47,0.064,0.1224,-10.424,270.46,0,-2.08,-44.52,8.567,0.059,10.522,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,10.09,FLYING
10.34,APPROACH,ILS_TRACK,71.02,76,4.98,474.27,-0.42,7.25,7.56,270.47,0.058,0.1649,-8.87,270.46,0,-2.05,-43.41,8.543,0.057,10.18,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,10.41,FLYING
10.69,APPROACH,ILS_TRACK,70.55,76,5.45,474.14,-0.39,7.34,7.63,270.47,0.054,0.2136,-6.978,270.46,0,-2.02,-42.16,8.516,0.057,9.804,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,10.76,FLYING
11,APPROACH,ILS_TRACK,70.13,76,5.87,474.02,-0.38,7.43,7.7,270.47,0.05,0.2586,-5.143,270.45,0,-1.99,-41.04,8.493,0.055,9.469,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,11.07,FLYING
11.32,APPROACH,ILS_TRACK,69.72,76,6.28,473.91,-0.36,7.51,7.78,270.47,0.05,0.3046,-3.18,270.46,0,-1.96,-39.92,8.469,0.055,9.136,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,11.39,FLYING
11.63,APPROACH,ILS_TRACK,69.33,76,6.67,473.81,-0.34,7.59,7.85,270.46,0.049,0.3514,-1.092,270.45,0,-1.93,-38.81,8.446,0.055,8.806,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,11.7,FLYING
11.98,APPROACH,ILS_TRACK,68.91,76,7.09,473.69,-0.33,7.68,7.93,270.47,0.046,0.4042,1.375,270.45,0,-1.9,-37.57,8.42,0.053,8.44,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,12.05,FLYING
12.3,APPROACH,ILS_TRACK,68.55,76,7.45,473.6,-0.32,7.75,7.99,270.47,0.044,0.4522,3.71,270.45,0,-1.87,-36.46,8.397,0.051,8.113,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,12.37,FLYING
12.61,APPROACH,ILS_TRACK,68.21,76,7.79,473.5,-0.3,7.82,8.06,270.47,0.041,0.5003,6.153,270.45,0,-1.84,-35.35,8.374,0.052,7.787,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,12.68,FLYING
12.93,APPROACH,ILS_TRACK,67.89,76,8.11,473.42,-0.29,7.89,8.12,270.47,0.037,0.5486,8.697,270.45,0,-1.81,-34.24,8.351,0.049,7.461,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,13,FLYING
13.28,APPROACH,ILS_TRACK,67.56,76,8.44,473.32,-0.28,7.96,8.18,270.47,0.036,0.6021,11.639,270.45,0,-1.78,-33.01,8.326,0.048,7.098,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,13.35,FLYING
13.59,APPROACH,ILS_TRACK,67.29,76,8.71,473.24,-0.27,8.02,8.23,270.47,0.038,0.6498,14.373,270.45,0,-1.75,-31.91,8.303,0.047,6.772,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,13.66,FLYING
13.91,APPROACH,ILS_TRACK,67.05,76,8.95,473.16,-0.26,8.06,8.27,270.47,0.037,0.6969,17.183,270.45,0,-1.72,-30.81,8.281,0.047,6.445,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,13.98,FLYING
14.22,APPROACH,ILS_TRACK,66.84,76,9.16,473.08,-0.25,8.11,8.3,270.47,0.038,0.7425,20,270.44,0,-1.69,-29.71,8.258,0.043,6.116,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,14.29,FLYING
14.57,APPROACH,ILS_TRACK,66.64,76,9.36,472.99,-0.24,8.15,8.34,270.47,0.036,0.7536,20,270.44,0,-1.66,-28.48,8.233,0.044,5.751,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,14.64,FLYING
14.89,APPROACH,ILS_TRACK,66.5,76,9.5,472.92,-0.23,8.17,8.36,270.47,0.039,0.7617,20,270.44,0,-1.63,-27.38,8.211,0.04,5.42,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,14.96,FLYING
15.2,APPROACH,ILS_TRACK,66.39,76,9.61,472.85,-0.22,8.2,8.37,270.47,0.039,0.768,20,270.44,0,-1.6,-26.28,8.189,0.04,5.087,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,15.27,FLYING
15.52,APPROACH,ILS_TRACK,66.31,76,9.69,472.79,-0.21,8.21,8.38,270.47,0.038,0.7726,20,270.44,0,-1.57,-25.18,8.166,0.039,4.753,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,15.59,FLYING
15.87,APPROACH,ILS_TRACK,66.26,76,9.74,472.72,-0.19,8.22,8.38,270.48,0.038,0.7757,20,270.44,0,-1.53,-23.95,8.142,0.037,4.378,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,15.94,FLYING
16.18,APPROACH,ILS_TRACK,66.24,76,9.76,472.66,-0.18,8.22,8.37,270.48,0.037,0.7767,20,270.43,0,-1.5,-22.84,8.119,0.034,4.038,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,16.25,FLYING
16.5,APPROACH,ILS_TRACK,66.26,76,9.74,472.6,-0.17,8.22,8.36,270.48,0.037,0.7761,20,270.43,0,-1.47,-21.73,8.097,0.035,3.696,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,16.57,FLYING
16.81,APPROACH,ILS_TRACK,66.3,76,9.7,472.55,-0.16,8.2,8.33,270.48,0.037,0.7739,20,270.43,0,-1.44,-20.62,8.075,0.032,3.35,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,16.88,FLYING
17.16,APPROACH,ILS_TRACK,66.38,76,9.62,472.5,-0.15,8.19,8.31,270.48,0.038,0.7697,20,270.43,-0.036,-1.4,-19.37,8.05,0.031,2.964,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,17.23,FLYING
17.48,APPROACH,ILS_TRACK,66.48,76,9.52,472.45,-0.13,8.14,8.27,270.48,0.038,0.7644,20,270.43,-0.387,-1.37,-18.24,8.028,0.028,2.613,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,17.55,FLYING
17.79,APPROACH,ILS_TRACK,66.6,76,9.4,472.4,-0.14,8.01,8.17,270.48,0.057,0.7576,20,270.43,-0.726,-1.34,-17.12,8.005,0.027,2.274,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,17.86,FLYING
18.11,APPROACH,ILS_TRACK,66.76,76,9.24,472.33,-0.22,7.75,7.96,270.47,0.096,0.7491,20,270.43,-1.025,-1.3,-16,7.983,0.026,1.975,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,18.18,FLYING
18.46,APPROACH,ILS_TRACK,66.98,76,9.02,472.22,-0.34,7.52,7.84,270.46,0.127,0.7375,20,270.42,-1.328,-1.27,-14.79,7.958,0.025,1.672,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,18.53,FLYING
18.77,APPROACH,ILS_TRACK,67.2,76,8.8,472.08,-0.49,7.28,7.7,270.46,0.144,0.7252,20,270.42,-1.543,-1.23,-13.74,7.935,0.023,1.457,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,18.84,FLYING
19.09,APPROACH,ILS_TRACK,67.46,76,8.54,471.88,-0.65,7.06,7.61,270.45,0.154,0.7112,20,270.42,-1.738,-1.2,-12.74,7.912,0.025,1.262,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,19.16,FLYING
19.4,APPROACH,ILS_TRACK,67.75,76,8.25,471.64,-0.82,6.83,7.51,270.45,0.156,0.6956,20,270.42,-1.903,-1.18,-11.78,7.89,0.024,1.097,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,19.47,FLYING
19.75,APPROACH,ILS_TRACK,68.1,76,7.9,471.29,-1.03,6.58,7.42,270.44,0.156,0.6765,20,270.42,-2.066,-1.15,-10.77,7.864,0.025,0.934,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,19.82,FLYING
20.07,APPROACH,ILS_TRACK,68.44,76,7.56,470.92,-1.23,6.36,7.35,270.44,0.148,0.6579,20,270.43,-2.175,-1.12,-9.92,7.841,0.025,0.825,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,20.14,FLYING
20.38,APPROACH,ILS_TRACK,68.81,76,7.19,470.49,-1.42,6.15,7.28,270.44,0.14,0.638,20,270.42,-2.277,-1.1,-9.13,7.818,0.025,0.723,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,20.45,FLYING
20.7,APPROACH,ILS_TRACK,69.19,76,6.81,470,-1.61,5.95,7.22,270.43,0.128,0.617,20,270.43,-2.362,-1.08,-8.39,7.795,0.027,0.638,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,20.77,FLYING
21.05,APPROACH,ILS_TRACK,69.64,76,6.36,469.38,-1.81,5.74,7.16,270.43,0.112,0.5925,20,270.43,-2.454,-1.06,-7.63,7.769,0.026,0.546,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,21.12,FLYING
21.36,APPROACH,ILS_TRACK,70.06,76,5.94,468.77,-1.99,5.55,7.09,270.43,0.098,0.5696,20,270.43,-2.51,-1.04,-7,7.745,0.028,0.49,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,21.43,FLYING
21.68,APPROACH,ILS_TRACK,70.49,76,5.51,468.1,-2.15,5.38,7.04,270.43,0.084,0.5458,20,270.43,-2.569,-1.02,-6.41,7.721,0.027,0.431,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,21.75,FLYING
21.99,APPROACH,ILS_TRACK,70.93,76,5.07,467.39,-2.32,5.21,6.98,270.43,0.074,0.5215,20,270.43,-2.618,-1,-5.87,7.698,0.028,0.382,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,22.06,FLYING
22.34,APPROACH,ILS_TRACK,71.43,76,4.57,466.53,-2.48,5.03,6.91,270.43,0.06,0.4939,20,270.43,-2.673,-0.99,-5.31,7.671,0.028,0.327,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,22.41,FLYING
22.66,APPROACH,ILS_TRACK,71.9,76,4.1,465.71,-2.63,4.87,6.85,270.43,0.053,0.4686,20,270.43,-2.705,-0.97,-4.85,7.647,0.027,0.295,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,22.73,FLYING
22.97,APPROACH,ILS_TRACK,72.36,76,3.64,464.85,-2.77,4.73,6.79,270.43,0.052,0.443,20,270.43,-2.739,-0.96,-4.43,7.623,0.026,0.261,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,23.04,FLYING
23.29,APPROACH,ILS_TRACK,72.83,76,3.17,463.95,-2.9,4.59,6.74,270.43,0.048,0.4174,20,270.43,-2.768,-0.94,-4.05,7.598,0.027,0.232,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,23.36,FLYING
23.64,APPROACH,ILS_TRACK,73.34,76,2.66,462.9,-3.03,4.45,6.68,270.43,0.038,0.3892,20,270.43,-2.803,-0.93,-3.65,7.571,0.027,0.197,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,23.71,FLYING
23.95,APPROACH,ILS_TRACK,73.79,76,2.21,461.92,-3.14,4.34,6.63,270.43,0.034,0.3645,20,270.43,-2.823,-0.92,-3.33,7.546,0.025,0.177,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,24.02,FLYING
24.27,APPROACH,ILS_TRACK,74.22,76,1.78,460.9,-3.24,4.24,6.59,270.43,0.034,0.3406,20,270.43,-2.848,-0.9,-3.03,7.521,0.026,0.152,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,24.34,FLYING
24.58,APPROACH,ILS_TRACK,74.63,76,1.37,459.86,-3.33,4.15,6.55,270.43,0.03,0.3178,20,270.43,-2.874,-0.89,-2.76,7.496,0.026,0.126,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,24.65,FLYING
24.93,APPROACH,ILS_TRACK,75.06,76,0.94,458.67,-3.42,4.05,6.5,270.43,0.027,0.2938,20,270.43,-2.906,-0.88,-2.47,7.468,0.025,0.094,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,25,FLYING
25.25,APPROACH,ILS_TRACK,75.43,76,0.57,457.58,-3.49,3.97,6.46,270.42,0.023,0.2737,20,270.43,-2.927,-0.87,-2.24,7.443,0.025,0.073,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,25.32,FLYING
25.56,APPROACH,ILS_TRACK,75.76,76,0.24,456.46,-3.57,3.89,6.42,270.43,0.019,0.255,20,270.42,-2.949,-0.85,-2.02,7.417,0.024,0.051,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,25.63,FLYING
25.88,APPROACH,ILS_TRACK,76.08,76,-0.08,455.32,-3.63,3.82,6.39,270.42,0.019,0.2375,19.987,270.42,-2.969,-0.84,-1.82,7.392,0.024,0.031,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,25.95,FLYING
26.23,APPROACH,ILS_TRACK,76.39,76,-0.39,454.03,-3.7,3.75,6.36,270.43,0.015,0.2186,19.861,270.42,-2.991,-0.83,-1.61,7.363,0.025,0.009,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,26.3,FLYING
26.54,APPROACH,ILS_TRACK,76.64,76,-0.64,452.85,-3.76,3.69,6.33,270.42,0.016,0.2022,19.667,270.42,-3.004,-0.82,-1.44,7.338,0.023,-0.004,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,26.61,FLYING
26.86,APPROACH,ILS_TRACK,76.87,76,-0.87,451.66,-3.81,3.64,6.31,270.43,0.016,0.1864,19.401,270.42,-3.017,-0.81,-1.28,7.312,0.024,-0.017,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,26.93,FLYING
27.17,APPROACH,ILS_TRACK,77.07,76,-1.07,450.45,-3.86,3.6,6.29,270.42,0.014,0.1714,19.072,270.42,-3.03,-0.79,-1.13,7.286,0.022,-0.03,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,27.24,FLYING
27.52,APPROACH,ILS_TRACK,77.25,76,-1.25,449.08,-3.91,3.56,6.28,270.43,0.012,0.1556,18.639,270.42,-3.043,-0.78,-0.99,7.257,0.022,-0.043,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,27.59,FLYING
27.84,APPROACH,ILS_TRACK,77.4,76,-1.4,447.85,-3.95,3.52,6.27,270.42,0.012,0.1424,18.204,270.42,-3.051,-0.77,-0.86,7.231,0.021,-0.051,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,27.91,FLYING
28.15,APPROACH,ILS_TRACK,77.51,76,-1.51,446.59,-3.98,3.49,6.26,270.42,0.011,0.1302,17.731,270.42,-3.059,-0.76,-0.75,7.205,0.022,-0.059,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,28.22,FLYING
28.47,APPROACH,ILS_TRACK,77.6,76,-1.6,445.33,-4.02,3.47,6.25,270.42,0.01,0.1191,17.229,270.42,-3.065,-0.75,-0.65,7.18,0.021,-0.065,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,28.54,FLYING
28.82,APPROACH,ILS_TRACK,77.67,76,-1.67,443.92,-4.05,3.45,6.26,270.42,0.008,0.108,16.645,270.42,-3.073,-0.74,-0.55,7.151,0.02,-0.073,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,28.89,FLYING
29.13,APPROACH,ILS_TRACK,77.71,76,-1.71,442.64,-4.08,3.43,6.26,270.42,0.01,0.0993,16.107,270.42,-3.076,-0.72,-0.46,7.125,0.019,-0.076,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,29.2,FLYING
29.45,APPROACH,ILS_TRACK,77.73,76,-1.73,441.35,-4.1,3.42,6.26,270.42,0.012,0.0917,15.562,270.42,-3.079,-0.71,-0.38,7.099,0.02,-0.079,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,29.52,FLYING
