t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_intg,aa_hdg_cmd_deg,aa_fpa_cmd_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_roll_assist,flaps_cur,flaps_tgt,phase_el_s,status
61.82,APPROACH,ILS_TRACK,75.61,76,0.39,305.65,-4.21,3.61,6.63,270.4,0.007,0.1732,12.662,270.39,-3.013,0.25,0.13,4.499,-0.012,-0.013,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,61.89,FLYING
62.14,APPROACH,ILS_TRACK,75.53,76,0.47,304.32,-4.21,3.62,6.64,270.41,0.009,0.179,12.807,270.39,-3.01,0.25,0.12,4.474,-0.011,-0.01,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,62.21,FLYING
62.49,APPROACH,ILS_TRACK,75.45,76,0.55,302.85,-4.2,3.63,6.66,270.4,0.01,0.1857,12.997,270.39,-3.007,0.25,0.11,4.447,-0.012,-0.007,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,62.56,FLYING
62.8,APPROACH,ILS_TRACK,75.38,76,0.62,301.53,-4.2,3.64,6.67,270.41,0.009,0.1918,13.189,270.39,-3.005,0.25,0.1,4.421,-0.012,-0.005,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,62.87,FLYING
63.12,APPROACH,ILS_TRACK,75.32,76,0.68,300.21,-4.19,3.66,6.68,270.4,0.01,0.198,13.402,270.39,-3.002,0.26,0.09,4.396,-0.012,-0.002,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,63.19,FLYING
63.43,APPROACH,ILS_TRACK,75.25,76,0.75,298.89,-4.19,3.66,6.68,270.41,0.007,0.2043,13.635,270.39,-3,0.26,0.08,4.371,-0.012,0,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,63.5,FLYING
63.78,APPROACH,ILS_TRACK,75.19,76,0.81,297.42,-4.18,3.68,6.7,270.41,0.008,0.2114,13.917,270.39,-2.998,0.26,0.07,4.344,-0.012,0.002,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,63.85,FLYING
64.1,APPROACH,ILS_TRACK,75.13,76,0.87,296.11,-4.18,3.68,6.7,270.41,0.008,0.2177,14.189,270.39,-2.996,0.27,0.06,4.319,-0.013,0.004,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,64.17,FLYING
64.41,APPROACH,ILS_TRACK,75.08,76,0.92,294.79,-4.17,3.69,6.71,270.41,0.007,0.224,14.477,270.39,-2.995,0.27,0.05,4.294,-0.013,0.005,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,64.48,FLYING
64.73,APPROACH,ILS_TRACK,75.03,76,0.97,293.48,-4.17,3.7,6.72,270.41,0.011,0.2303,14.78,270.39,-2.993,0.27,0.05,4.269,-0.013,0.007,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,64.8,FLYING
65.08,APPROACH,ILS_TRACK,74.99,76,1.01,292.02,-4.16,3.71,6.72,270.41,0.011,0.2372,15.134,270.39,-2.992,0.28,0.04,4.241,-0.013,0.008,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,65.15,FLYING
65.39,APPROACH,ILS_TRACK,74.95,76,1.05,290.71,-4.16,3.72,6.73,270.41,0.013,0.2432,15.464,270.39,-2.992,0.28,0.03,4.216,-0.014,0.008,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,65.46,FLYING
65.71,APPROACH,ILS_TRACK,74.91,76,1.09,289.4,-4.16,3.72,6.73,270.41,0.013,0.2492,15.805,270.39,-2.991,0.28,0.02,4.191,-0.014,0.009,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,65.78,FLYING
66.02,APPROACH,ILS_TRACK,74.89,76,1.11,288.09,-4.15,3.73,6.74,270.41,0.013,0.2549,16.155,270.39,-2.991,0.29,0.02,4.167,-0.014,0.009,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,66.09,FLYING
66.37,APPROACH,ILS_TRACK,74.86,76,1.14,286.64,-4.15,3.73,6.74,270.41,0.012,0.2611,16.552,270.39,-2.992,0.29,0.01,4.139,-0.015,0.008,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,66.44,FLYING
66.69,APPROACH,ILS_TRACK,74.85,76,1.15,285.33,-4.15,3.73,6.74,270.41,0.014,0.2664,16.915,270.39,-2.992,0.29,0.01,4.114,-0.014,0.008,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,66.76,FLYING
67,APPROACH,ILS_TRACK,74.83,76,1.17,284.03,-4.14,3.74,6.74,270.41,0.011,0.2714,17.282,270.38,-2.993,0.3,0.01,4.089,-0.015,0.007,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,67.07,FLYING
67.32,APPROACH,ILS_TRACK,74.83,76,1.17,282.72,-4.14,3.74,6.74,270.41,0.011,0.2762,17.651,270.38,-2.994,0.3,0,4.064,-0.015,0.006,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,67.39,FLYING
67.67,APPROACH,ILS_TRACK,74.83,76,1.17,281.27,-4.14,3.74,6.74,270.41,0.013,0.2811,18.06,270.38,-2.996,0.31,0,4.037,-0.016,0.004,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,67.74,FLYING
67.98,APPROACH,ILS_TRACK,74.84,76,1.16,279.97,-4.13,3.74,6.74,270.41,0.013,0.2851,18.427,270.38,-2.998,0.31,0,4.012,-0.015,0.002,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,68.05,FLYING
68.3,APPROACH,ILS_TRACK,74.85,76,1.15,278.67,-4.13,3.74,6.73,270.41,0.013,0.2888,18.789,270.38,-3,0.32,0,3.987,-0.016,0,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,68.37,FLYING
68.61,APPROACH,ILS_TRACK,74.87,76,1.13,277.37,-4.13,3.73,6.73,270.41,0.014,0.2921,19.146,270.38,-3.003,0.32,0,3.962,-0.017,-0.003,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,68.68,FLYING
68.96,APPROACH,ILS_TRACK,74.9,76,1.1,275.92,-4.13,3.73,6.72,270.41,0.014,0.2952,19.533,270.38,-3.005,0.33,0,3.935,-0.017,-0.005,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,69.03,FLYING
69.28,APPROACH,ILS_TRACK,74.93,76,1.07,274.62,-4.13,3.73,6.72,270.41,0.015,0.2976,19.872,270.38,-3.009,0.33,0.01,3.91,-0.017,-0.009,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,69.35,FLYING
69.59,APPROACH,ILS_TRACK,74.97,76,1.03,273.33,-4.12,3.72,6.71,270.41,0.014,0.2971,20,270.38,-3.012,0.33,0.01,3.885,-0.017,-0.012,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,69.66,FLYING
69.91,APPROACH,ILS_TRACK,75.01,76,0.99,272.03,-4.12,3.71,6.7,270.41,0.016,0.2947,20,270.38,-3.016,0.34,0.01,3.86,-0.017,-0.016,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,69.98,FLYING
70.26,APPROACH,ILS_TRACK,75.06,76,0.94,270.58,-4.12,3.71,6.69,270.41,0.014,0.2918,20,270.38,-3.02,0.34,0.02,3.832,-0.018,-0.02,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,70.33,FLYING
70.57,APPROACH,ILS_TRACK,75.12,76,0.88,269.28,-4.12,3.7,6.68,270.41,0.018,0.2888,20,270.38,-3.024,0.35,0.03,3.808,-0.018,-0.024,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,70.64,FLYING
70.89,APPROACH,ILS_TRACK,75.18,76,0.82,267.98,-4.12,3.69,6.67,270.41,0.016,0.2855,20,270.38,-3.029,0.35,0.03,3.783,-0.018,-0.029,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,70.96,FLYING
71.2,APPROACH,ILS_TRACK,75.24,76,0.76,266.68,-4.12,3.68,6.66,270.41,0.019,0.282,20,270.38,-3.033,0.36,0.04,3.758,-0.018,-0.033,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,71.27,FLYING
71.55,APPROACH,ILS_TRACK,75.32,76,0.68,265.24,-4.12,3.67,6.65,270.41,0.019,0.2778,20,270.38,-3.039,0.36,0.05,3.73,-0.019,-0.039,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,71.62,FLYING
71.87,APPROACH,ILS_TRACK,75.39,76,0.61,263.94,-4.13,3.66,6.63,270.41,0.02,0.2738,20,270.38,-3.043,0.37,0.06,3.705,-0.018,-0.043,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,71.94,FLYING
72.18,APPROACH,ILS_TRACK,75.47,76,0.53,262.64,-4.13,3.65,6.62,270.41,0.02,0.2695,20,270.38,-3.048,0.37,0.07,3.68,-0.019,-0.048,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,72.25,FLYING
72.5,APPROACH,ILS_TRACK,75.55,76,0.45,261.34,-4.13,3.63,6.61,270.41,0.023,0.2652,20,270.38,-3.053,0.38,0.08,3.655,-0.018,-0.053,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,72.57,FLYING
72.85,APPROACH,ILS_TRACK,75.64,76,0.36,259.89,-4.13,3.62,6.59,270.41,0.022,0.2601,20,270.38,-3.058,0.38,0.1,3.627,-0.019,-0.058,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,72.92,FLYING
73.16,APPROACH,ILS_TRACK,75.73,76,0.27,258.59,-4.14,3.61,6.58,270.41,0.024,0.2554,20,270.38,-3.062,0.39,0.11,3.602,-0.019,-0.062,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,73.23,FLYING
73.48,APPROACH,ILS_TRACK,75.82,76,0.18,257.28,-4.14,3.59,6.56,270.41,0.024,0.2506,20,270.38,-3.066,0.39,0.12,3.577,-0.019,-0.066,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,73.55,FLYING
73.79,APPROACH,ILS_TRACK,75.91,76,0.09,255.98,-4.15,3.58,6.55,270.41,0.026,0.2457,20,270.38,-3.07,0.39,0.13,3.552,-0.019,-0.07,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,73.86,FLYING
74.14,APPROACH,ILS_TRACK,76.01,76,-0.01,254.52,-4.15,3.56,6.53,270.41,0.027,0.2402,20,270.38,-3.074,0.4,0.15,3.524,-0.019,-0.074,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,74.21,FLYING
74.46,APPROACH,ILS_TRACK,76.1,76,-0.1,253.21,-4.16,3.55,6.52,270.4,0.027,0.2348,19.972,270.38,-3.078,0.4,0.16,3.498,-0.019,-0.078,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,74.53,FLYING
74.77,APPROACH,ILS_TRACK,76.19,76,-0.19,251.9,-4.16,3.53,6.5,270.4,0.025,0.229,19.915,270.38,-3.081,0.41,0.17,3.473,-0.019,-0.081,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,74.84,FLYING
75.09,APPROACH,ILS_TRACK,76.28,76,-0.28,250.59,-4.17,3.52,6.49,270.4,0.026,0.2229,19.829,270.38,-3.084,0.41,0.18,3.448,-0.019,-0.084,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,75.16,FLYING
75.44,APPROACH,ILS_TRACK,76.39,76,-0.39,249.13,-4.17,3.5,6.48,270.4,0.024,0.2157,19.697,270.38,-3.087,0.41,0.19,3.42,-0.019,-0.087,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,75.51,FLYING
75.75,APPROACH,ILS_TRACK,76.48,76,-0.48,247.81,-4.18,3.49,6.46,270.4,0.027,0.2089,19.55,270.38,-3.089,0.41,0.2,3.395,-0.018,-0.089,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,75.82,FLYING
76.07,APPROACH,ILS_TRACK,76.56,76,-0.56,246.49,-4.19,3.47,6.45,270.4,0.025,0.2021,19.376,270.38,-3.091,0.42,0.21,3.369,-0.019,-0.091,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,76.14,FLYING
76.38,APPROACH,ILS_TRACK,76.65,76,-0.65,245.17,-4.19,3.46,6.44,270.4,0.026,0.1951,19.175,270.38,-3.092,0.42,0.22,3.344,-0.018,-0.092,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,76.45,FLYING
76.73,APPROACH,ILS_TRACK,76.73,76,-0.73,243.7,-4.2,3.45,6.43,270.4,0.024,0.1874,18.923,270.38,-3.094,0.42,0.23,3.316,-0.018,-0.094,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,76.8,FLYING
77.05,APPROACH,ILS_TRACK,76.8,76,-0.8,242.38,-4.2,3.44,6.42,270.4,0.025,0.1805,18.673,270.38,-3.095,0.42,0.24,3.29,-0.018,-0.095,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,77.12,FLYING
77.36,APPROACH,ILS_TRACK,76.86,76,-0.86,241.05,-4.21,3.43,6.41,270.4,0.023,0.1738,18.404,270.38,-3.095,0.42,0.25,3.265,-0.018,-0.095,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,77.43,FLYING
77.68,APPROACH,ILS_TRACK,76.92,76,-0.92,239.72,-4.22,3.42,6.4,270.4,0.024,0.1673,18.117,270.38,-3.095,0.43,0.26,3.239,-0.018,-0.095,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,77.75,FLYING
78.03,APPROACH,ILS_TRACK,76.97,76,-0.97,238.25,-4.22,3.41,6.4,270.4,0.024,0.1604,17.78,270.38,-3.095,0.43,0.26,3.211,-0.017,-0.095,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,78.1,FLYING
78.34,APPROACH,ILS_TRACK,77,76,-1,236.92,-4.22,3.41,6.39,270.4,0.025,0.1546,17.465,270.38,-3.094,0.43,0.27,3.185,-0.018,-0.094,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,78.41,FLYING
78.66,APPROACH,ILS_TRACK,77.03,76,-1.03,235.59,-4.23,3.4,6.39,270.4,0.025,0.1491,17.141,270.38,-3.093,0.43,0.27,3.16,-0.018,-0.093,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,78.73,FLYING
78.97,APPROACH,ILS_TRACK,77.05,76,-1.05,234.25,-4.23,3.4,6.39,270.4,0.024,0.1441,16.811,270.38,-3.092,0.43,0.28,3.134,-0.018,-0.092,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,79.04,FLYING
79.32,APPROACH,ILS_TRACK,77.06,76,-1.06,232.77,-4.23,3.4,6.39,270.4,0.02,0.139,16.44,270.38,-3.091,0.43,0.28,3.106,-0.017,-0.091,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,79.39,FLYING
79.64,APPROACH,ILS_TRACK,77.06,76,-1.06,231.44,-4.24,3.4,6.39,270.4,0.022,0.135,16.106,270.38,-3.089,0.43,0.28,3.081,-0.017,-0.089,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,79.71,FLYING
79.95,APPROACH,ILS_TRACK,77.05,76,-1.05,230.1,-4.24,3.4,6.4,270.4,0.019,0.1315,15.775,270.38,-3.087,0.43,0.28,3.055,-0.017,-0.087,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,80.02,FLYING
80.27,APPROACH,ILS_TRACK,77.03,76,-1.03,228.77,-4.24,3.4,6.4,270.4,0.018,0.1285,15.45,270.38,-3.085,0.43,0.28,3.03,-0.016,-0.085,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,80.34,FLYING
80.62,APPROACH,ILS_TRACK,77,76,-1,227.28,-4.24,3.41,6.41,270.4,0.017,0.1259,15.098,270.38,-3.082,0.43,0.28,3.001,-0.017,-0.082,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,80.69,FLYING
80.93,APPROACH,ILS_TRACK,76.97,76,-0.97,225.95,-4.24,3.41,6.41,270.4,0.02,0.1241,14.792,270.38,-3.08,0.43,0.28,2.976,-0.016,-0.08,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,81,FLYING
81.25,APPROACH,ILS_TRACK,76.93,76,-0.93,224.61,-4.24,3.42,6.42,270.4,0.016,0.1228,14.499,270.38,-3.077,0.42,0.28,2.951,-0.016,-0.077,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,81.32,FLYING
81.56,APPROACH,ILS_TRACK,76.88,76,-0.88,223.28,-4.24,3.42,6.43,270.4,0.016,0.1221,14.221,270.38,-3.074,0.42,0.27,2.925,-0.016,-0.074,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,81.63,FLYING
81.91,APPROACH,ILS_TRACK,76.82,76,-0.82,221.79,-4.24,3.43,6.44,270.4,0.012,0.122,13.933,270.38,-3.071,0.42,0.27,2.897,-0.016,-0.071,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,81.98,FLYING
82.23,APPROACH,ILS_TRACK,76.76,76,-0.76,220.46,-4.24,3.44,6.45,270.4,0.011,0.1224,13.693,270.38,-3.068,0.42,0.27,2.871,-0.016,-0.068,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,82.3,FLYING
82.54,APPROACH,ILS_TRACK,76.69,76,-0.69,219.12,-4.23,3.45,6.46,270.4,0.01,0.1233,13.473,270.38,-3.064,0.42,0.26,2.846,-0.016,-0.064,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,82.61,FLYING
82.86,APPROACH,ILS_TRACK,76.62,76,-0.62,217.79,-4.23,3.46,6.47,270.4,0.01,0.1247,13.274,270.38,-3.061,0.42,0.25,2.821,-0.016,-0.061,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,82.93,FLYING
83.21,APPROACH,ILS_TRACK,76.54,76,-0.54,216.31,-4.23,3.47,6.49,270.4,0.008,0.1267,13.082,270.38,-3.058,0.42,0.25,2.793,-0.016,-0.058,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,83.28,FLYING
83.52,APPROACH,ILS_TRACK,76.47,76,-0.47,214.98,-4.23,3.48,6.5,270.4,0.011,0.129,12.932,270.38,-3.054,0.42,0.24,2.767,-0.016,-0.054,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,83.59,FLYING
83.84,APPROACH,ILS_TRACK,76.39,76,-0.39,213.65,-4.22,3.49,6.51,270.4,0.008,0.1316,12.806,270.38,-3.051,0.42,0.23,2.742,-0.016,-0.051,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,83.91,FLYING
84.15,APPROACH,ILS_TRACK,76.32,76,-0.32,212.32,-4.22,3.5,6.52,270.4,0.01,0.1346,12.703,270.38,-3.048,0.42,0.22,2.717,-0.016,-0.048,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,84.22,FLYING
84.5,APPROACH,ILS_TRACK,76.23,76,-0.23,210.84,-4.22,3.52,6.54,270.4,0.008,0.1383,12.62,270.38,-3.044,0.42,0.22,2.689,-0.016,-0.044,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,84.57,FLYING
84.82,APPROACH,ILS_TRACK,76.15,76,-0.15,209.52,-4.21,3.53,6.55,270.4,0.008,0.1418,12.568,270.38,-3.041,0.41,0.21,2.664,-0.016,-0.041,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,84.89,FLYING
85.13,APPROACH,ILS_TRACK,76.08,76,-0.08,208.19,-4.21,3.54,6.56,270.4,0.008,0.1457,12.541,270.38,-3.038,0.41,0.2,2.639,-0.016,-0.038,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,85.2,FLYING
85.45,APPROACH,ILS_TRACK,76,76,0,206.87,-4.21,3.55,6.57,270.4,0.009,0.1498,12.537,270.38,-3.035,0.41,0.19,2.614,-0.016,-0.035,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,85.52,FLYING
85.8,APPROACH,ILS_TRACK,75.92,76,0.08,205.4,-4.2,3.56,6.58,270.4,0.008,0.1546,12.562,270.38,-3.031,0.41,0.18,2.586,-0.016,-0.031,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,85.87,FLYING
86.11,APPROACH,ILS_TRACK,75.85,76,0.15,204.07,-4.2,3.57,6.59,270.4,0.008,0.1592,12.607,270.38,-3.029,0.41,0.17,2.561,-0.017,-0.029,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,86.18,FLYING
86.43,APPROACH,ILS_TRACK,75.78,76,0.22,202.75,-4.19,3.58,6.6,270.4,0.008,0.164,12.675,270.38,-3.026,0.41,0.16,2.536,-0.016,-0.026,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,86.5,FLYING
86.74,APPROACH,ILS_TRACK,75.71,76,0.29,201.43,-4.19,3.6,6.62,270.4,0.007,0.169,12.766,270.38,-3.023,0.41,0.15,2.511,-0.017,-0.023,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,86.81,FLYING
87.09,APPROACH,ILS_TRACK,75.63,76,0.37,199.97,-4.18,3.61,6.63,270.4,0.007,0.1747,12.893,270.38,-3.02,0.41,0.14,2.483,-0.017,-0.02,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,87.16,FLYING
87.41,APPROACH,ILS_TRACK,75.56,76,0.44,198.65,-4.18,3.62,6.64,270.4,0.009,0.18,13.028,270.38,-3.017,0.41,0.13,2.458,-0.017,-0.017,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,87.48,FLYING
87.72,APPROACH,ILS_TRACK,75.5,76,0.5,197.34,-4.18,3.63,6.65,270.4,0.008,0.1854,13.184,270.38,-3.015,0.41,0.13,2.433,-0.017,-0.015,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,87.79,FLYING
88.04,APPROACH,ILS_TRACK,75.44,76,0.56,196.02,-4.17,3.64,6.66,270.4,0.008,0.1909,13.359,270.38,-3.013,0.41,0.12,2.408,-0.017,-0.013,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,88.11,FLYING
88.39,APPROACH,ILS_TRACK,75.37,76,0.63,194.57,-4.17,3.65,6.67,270.4,0.007,0.1971,13.577,270.38,-3.011,0.42,0.11,2.38,-0.017,-0.011,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,88.46,FLYING
88.7,APPROACH,ILS_TRACK,75.32,76,0.68,193.25,-4.16,3.66,6.67,270.4,0.009,0.2028,13.79,270.38,-3.009,0.42,0.1,2.355,-0.018,-0.009,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,88.77,FLYING
89.02,APPROACH,ILS_TRACK,75.26,76,0.74,191.94,-4.16,3.66,6.68,270.4,0.008,0.2084,14.021,270.38,-3.007,0.42,0.09,2.331,-0.017,-0.007,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,89.09,FLYING
89.33,APPROACH,ILS_TRACK,75.21,76,0.79,190.64,-4.15,3.67,6.69,270.4,0.008,0.2141,14.266,270.38,-3.005,0.42,0.08,2.306,-0.018,-0.005,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,89.4,FLYING
89.68,APPROACH,ILS_TRACK,75.16,76,0.84,189.18,-4.15,3.68,6.69,270.4,0.009,0.2204,14.557,270.38,-3.004,0.42,0.07,2.278,-0.018,-0.004,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,89.75,FLYING
90,APPROACH,ILS_TRACK,75.12,76,0.88,187.88,-4.15,3.69,6.7,270.4,0.01,0.2259,14.832,270.38,-3.003,0.42,0.07,2.253,-0.018,-0.003,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,90.07,FLYING
90.31,APPROACH,ILS_TRACK,75.09,76,0.91,186.57,-4.14,3.69,6.71,270.4,0.008,0.2314,15.118,270.38,-3.002,0.42,0.06,2.229,-0.018,-0.002,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,90.38,FLYING
90.63,APPROACH,ILS_TRACK,75.05,76,0.95,185.27,-4.14,3.7,6.71,270.4,0.011,0.2368,15.415,270.38,-3.002,0.42,0.06,2.204,-0.018,-0.002,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,90.7,FLYING
90.98,APPROACH,ILS_TRACK,75.02,76,0.98,183.82,-4.13,3.7,6.71,270.4,0.007,0.2426,15.756,270.38,-3.001,0.43,0.05,2.176,-0.019,-0.001,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,91.05,FLYING
91.29,APPROACH,ILS_TRACK,75,76,1,182.52,-4.13,3.71,6.72,270.4,0.011,0.2477,16.07,270.38,-3.001,0.43,0.04,2.152,-0.019,-0.001,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,91.36,FLYING
91.61,APPROACH,ILS_TRACK,74.98,76,1.02,181.22,-4.13,3.71,6.72,270.4,0.009,0.2526,16.39,270.38,-3.002,0.43,0.04,2.127,-0.019,-0.002,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,91.68,FLYING
91.92,APPROACH,ILS_TRACK,74.97,76,1.03,179.92,-4.12,3.71,6.72,270.4,0.01,0.2572,16.715,270.38,-3.002,0.43,0.04,2.102,-0.019,-0.002,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,91.99,FLYING
92.27,APPROACH,ILS_TRACK,74.96,76,1.04,178.48,-4.12,3.72,6.72,270.4,0.013,0.2621,17.078,270.38,-3.003,0.44,0.03,2.075,-0.019,-0.003,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,92.34,FLYING
92.59,APPROACH,ILS_TRACK,74.96,76,1.04,177.18,-4.12,3.72,6.72,270.4,0.013,0.2662,17.407,270.38,-3.004,0.44,0.03,2.05,-0.02,-0.004,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,92.66,FLYING
92.9,APPROACH,ILS_TRACK,74.96,76,1.04,175.88,-4.12,3.72,6.72,270.41,0.012,0.27,17.734,270.38,-3.005,0.44,0.03,2.025,-0.02,-0.005,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,92.97,FLYING
93.22,APPROACH,ILS_TRACK,74.97,76,1.03,174.58,-4.11,3.72,6.72,270.4,0.012,0.2735,18.059,270.38,-3.007,0.44,0.03,2.001,-0.02,-0.007,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,93.29,FLYING
93.57,APPROACH,ILS_TRACK,74.98,76,1.02,173.14,-4.11,3.71,6.71,270.41,0.013,0.2769,18.415,270.38,-3.009,0.45,0.03,1.973,-0.02,-0.009,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,93.64,FLYING
93.88,APPROACH,ILS_TRACK,75,76,1,171.85,-4.11,3.71,6.71,270.4,0.013,0.2796,18.729,270.38,-3.012,0.45,0.03,1.948,-0.02,-0.012,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,93.95,FLYING
