t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,gear_h_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,as_cmd_deg,as_cap_deg,as_raw_deg,as_spd_err_ms,as_active,aa_hdg_cmd_deg,aa_fpa_cmd_deg,aa_fbw,aa_dir,actual_fpa_deg,ftf_hdg_err_deg,ftf_fix_idx,kos_steer_pit_deg,kos_steer_hdg_deg,aa_dir_vx,aa_dir_vy,aa_dir_vz,aa_dir_pitch_deg,aa_dir_hdg_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,gs_latched,active_gs_ang_deg,ils_intercept_alt_m,d_gs_ms,fpa_preclamped_deg,gs_nom_alt_m,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_q_raw_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,asc_ab_thr_ratio,asc_ab_t_now,asc_ab_t_avail,asc_ab_ign_on,asc_ab_flameouts,asc_rk_t_now,asc_rk_t_avail,asc_rk_ign_on,asc_rk_flameouts,ship_thrust,ship_avail_thrust,ship_ign_on,ship_flameouts,ifc_raw_dt_s,ifc_dt_s,ifc_loop_n,ifc_hz_est,ifc_raw_dt_max_s,ifc_raw_dt_min_s,phase_el_s,status,craft_name,cfg_file
6.72,APPROACH,ILS_TRACK,149.77,152,2.23,1284.88,1205.49,-4.63,11.95,13.6,271.59,-1.573,0.2374,0,2.188,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.515,0,-2.216,0,271.32,0,0,1,-1.8,0,0,0,271.34,-0.0227,0.0231,0.9995,0,271.32,-68.18,-272.61,28.304,1.323,0,0,3,1344.95,4.119,0,1557.66,0,0,0,268.48,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311.07,1026.24,2,0,0.12,0.12,60,8.33,0.12,0.12,6.72,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
7.08,APPROACH,ILS_TRACK,149.54,152,2.46,1283.27,1203.95,-3.93,11.74,13.1,271.53,-1.705,0.356,0,3.041,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.581,0,-2.447,0,271.27,0,0,1,-1.53,0,0,0,271.28,-0.0226,0.0221,0.9995,0,271.27,-66.18,-271.13,28.246,1.269,0,0,3,1344.95,4.101,0,1554.58,0,0,0,268.48,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306.89,1025.36,2,0,0.12,0.12,63,8.33,0.12,0.12,7.08,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
7.44,APPROACH,ILS_TRACK,149.38,152,2.62,1281.73,1202.61,-3.6,11.01,12.24,271.49,-1.803,0.3938,0,3.964,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.627,0,-2.613,0,271.23,0,0,1,-1.39,0,0,0,271.24,-0.0225,0.0214,0.9995,0,271.23,-64.23,-269.61,28.187,1.227,0,0,3,1344.95,4.367,0,1551.5,0,0,0,268.48,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311.86,1024.76,2,0,0.12,0.12,66,8.33,0.12,0.12,7.44,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
7.8,APPROACH,ILS_TRACK,149.3,152,2.7,1280.38,1201.31,-3.59,10.7,11.97,271.44,-1.899,0.3837,0,4.926,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.651,0,-2.695,0,271.18,0,0,1,-1.37,0,0,0,271.19,-0.0224,0.0206,0.9995,0,271.18,-62.33,-267.91,28.128,1.18,0,0,3,1344.95,4.928,0,1548.42,0,0,0,268.48,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317.95,1024.5,2,0,0.12,0.12,69,8.33,0.12,0.12,7.8,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
8.16,APPROACH,ILS_TRACK,149.22,152,2.78,1279.22,1200,-3.65,11.15,12.48,271.37,-1.936,0.3907,0,5.915,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.674,0,-2.777,0,271.14,0,0,1,-1.41,0,0,0,271.15,-0.0223,0.0198,0.9996,0,271.14,-60.46,-266.01,28.069,1.137,0,0,3,1344.95,5.41,0,1545.35,0,0,0,268.48,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323.11,1024.23,2,0,0.12,0.12,72,8.33,0.12,0.12,8.16,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
8.52,APPROACH,ILS_TRACK,149.09,152,2.91,1278.15,1198.74,-3.29,11.87,13.08,271.3,-1.967,0.432,0,6.944,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.71,0,-2.906,0,271.09,0,0,1,-1.29,0,0,0,271.11,-0.0222,0.019,0.9996,0,271.09,-58.64,-264.01,28.011,1.089,0,0,3,1344.95,5.601,0,1542.28,0,0,0,268.48,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329.04,1023.77,2,0,0.12,0.12,75,8.33,0.12,0.12,8.52,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
8.88,APPROACH,ILS_TRACK,148.86,152,3.14,1277.03,1197.73,-2.52,11.62,12.48,271.26,-1.984,0.5214,0,8.042,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.774,0,-3.133,0,271.07,0,0,1,-0.98,0,0,0,271.07,-0.0221,0.0186,0.9996,0,271.07,-56.88,-262.06,27.952,1.066,0,0,3,1344.95,5.305,0,1539.21,0,0,0,268.48,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338.36,1022.87,2,0,0.12,0.12,78,8.33,0.12,0.12,8.88,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
9.24,APPROACH,ILS_TRACK,148.81,152,3.19,1275.89,1196.89,-2.17,10.58,11.27,271.26,-1.976,0.4892,0,9.188,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.791,0,-3.193,0,271.03,0,0,1,-0.83,0,0,0,271.04,-0.022,0.0179,0.9996,0,271.03,-55.16,-260.13,27.894,1.028,0,0,3,1344.95,5.308,0,1536.14,0,0,0,268.48,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351.31,1022.7,2,0,0.12,0.12,81,8.33,0.12,0.12,9.24,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
9.6,APPROACH,ILS_TRACK,148.95,152,3.05,1274.87,1196.06,-2.48,9.78,10.64,271.24,-1.96,0.3792,0,10.309,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.754,0,-3.062,0,270.99,0,0,1,-0.93,0,0,0,271,-0.0219,0.0173,0.9996,0,270.99,-53.5,-258.1,27.835,0.993,0,0,3,1344.95,5.819,0,1533.07,0,0,0,268.48,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359.66,1023.33,2,0,0.12,0.12,84,8.33,0.12,0.12,9.6,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
9.96,APPROACH,ILS_TRACK,149.12,152,2.88,1274.05,1195.09,-2.87,10.19,11.26,271.19,-1.95,0.3082,0,11.37,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.705,0,-2.89,0,270.96,0,0,1,-1.09,0,0,0,270.96,-0.0218,0.0167,0.9996,0,270.96,-51.87,-255.87,27.777,0.959,0,0,3,1344.95,6.401,0,1530,0,0,0,268.48,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359.67,1024.12,2,0,0.12,0.12,87,8.33,0.12,0.12,9.96,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
10.32,APPROACH,ILS_TRACK,149.2,152,2.8,1273.33,1194.12,-2.45,11.16,12.07,271.11,-1.991,0.3205,0,12.385,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.68,0,-2.8,0,270.91,0,0,1,-0.97,0,0,0,270.93,-0.0217,0.0159,0.9996,0,270.91,-50.27,-253.51,27.718,0.911,0,0,3,1344.95,6.505,0,1526.93,0,0,0,268.48,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354.38,1024.55,2,0,0.12,0.12,90,8.33,0.12,0.12,10.32,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
10.68,APPROACH,ILS_TRACK,149.19,152,2.81,1272.53,1193.34,-1.98,11.17,11.86,271.06,-2.014,0.3832,0,13.395,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.682,0,-2.808,0,270.9,0,0,1,-0.77,0,0,0,270.9,-0.0216,0.0156,0.9996,0,270.9,-48.73,-251.23,27.659,0.896,0,0,3,1344.95,6.271,0,1523.85,0,0,0,268.48,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353.4,1024.56,2,0,0.12,0.12,93,8.33,0.12,0.12,10.68,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
