time_s,phase,ias_mps,aoa_deg,vs_mps,agl_m,lift_kN,weight_kN,lift_ratio,vs1g_est_mps
409.38,TAKEOFF:TO_CLIMB,0.208,0,-0.378,0.532,0.664,743.091,0.00089,-1
409.64,TAKEOFF:TO_CLIMB,0.493,0,-0.415,0.287,5.75,743.091,0.00774,-1
409.86,TAKEOFF:TO_CLIMB,0.133,0,-0.034,0.369,-1.852,743.091,-0.00249,-1
410.08,TAKEOFF:TO_CLIMB,0.057,0,0.13,0.218,0,743.091,0,-1
410.3,TAKEOFF:TO_CLIMB,0.338,0,0.562,0.146,-32.662,743.091,-0.04395,-1
410.52,TAKEOFF:TO_CLIMB,0.363,0,0.237,0.208,-16.913,743.091,-0.02276,-1
410.78,TAKEOFF:TO_CLIMB,0.058,0,-0.053,0.132,0,743.091,0,-1
411,TAKEOFF:TO_CLIMB,0.117,0,-0.15,0.001,0,743.091,0,-1
411.22,TAKEOFF:TO_CLIMB,0.121,0,-0.064,-0.093,0.209,743.091,0.00028,-1
411.44,TAKEOFF:TO_CLIMB,0.058,0,0.21,-0.084,0,743.091,0,-1
411.66,TAKEOFF:TO_CLIMB,0.313,0,0.357,0.039,-7.062,743.091,-0.0095,-1
411.92,TAKEOFF:TO_CLIMB,0.282,0,0.152,0.228,-3.771,743.091,-0.00507,-1
412.14,TAKEOFF:TO_CLIMB,0.059,0,-0.269,0.357,0,743.091,0,-1
412.36,TAKEOFF:TO_CLIMB,0.368,0,-0.408,0.438,22.539,743.091,0.03033,-1
412.58,TAKEOFF:TO_CLIMB,0.358,0,-0.335,0.515,2.921,743.091,0.00393,-1
412.8,TAKEOFF:TO_CLIMB,0.271,0,-0.245,0.588,1.051,743.091,0.00141,-1
413.06,TAKEOFF:TO_CLIMB,0.182,0,-0.137,0.556,0.125,743.091,0.00017,-1
413.28,TAKEOFF:TO_CLIMB,0.146,0,-0.24,0.533,0.33,743.091,0.00044,-1
413.5,TAKEOFF:TO_CLIMB,0.406,0,-0.534,0.389,9.124,743.091,0.01228,-1
413.72,TAKEOFF:TO_CLIMB,0.435,0,-0.366,0.308,3.403,743.091,0.00458,-1
413.94,TAKEOFF:TO_CLIMB,0.309,0,-0.246,0.224,1.38,743.091,0.00186,-1
414.2,TAKEOFF:TO_CLIMB,0.017,0,0.128,0.059,0,743.091,0,-1
414.42,TAKEOFF:TO_CLIMB,0.23,0,0.321,0.006,-28.447,743.091,-0.03828,-1
414.64,TAKEOFF:TO_CLIMB,0.356,0,0.402,0.046,-27.281,743.091,-0.03671,-1
414.86,TAKEOFF:TO_CLIMB,0.375,0,0.371,0.098,-24.844,743.091,-0.03343,-1
415.08,TAKEOFF:TO_CLIMB,0.319,0,0.325,0.073,-18.582,743.091,-0.02501,-1
415.34,TAKEOFF:TO_CLIMB,0.317,0,0.333,-0.077,-5.802,743.091,-0.00781,-1
415.56,TAKEOFF:TO_CLIMB,0.299,0,0.287,-0.213,-4.775,743.091,-0.00643,-1
415.78,TAKEOFF:TO_CLIMB,0.26,0,0.277,-0.188,-3.13,743.091,-0.00421,-1
416,TAKEOFF:TO_CLIMB,0.245,0,0.182,-0.016,-1.479,743.091,-0.00199,-1
416.22,TAKEOFF:TO_CLIMB,0.096,0,0.055,0.071,0,743.091,0,-1
416.48,TAKEOFF:TO_CLIMB,0.013,0,-0.036,0.197,0,743.091,0,-1
416.7,TAKEOFF:TO_CLIMB,0.1,0,-0.158,0.254,0,743.091,0,-1
416.92,TAKEOFF:TO_CLIMB,0.149,0,-0.156,0.316,0.279,743.091,0.00038,-1
417.14,TAKEOFF:TO_CLIMB,0.169,0,-0.189,0.369,0.407,743.091,0.00055,-1
417.36,TAKEOFF:TO_CLIMB,0.204,0,-0.218,0.383,0.565,743.091,0.00076,-1
417.62,TAKEOFF:TO_CLIMB,0.168,0,-0.162,0.403,0.437,743.091,0.00059,-1
417.84,TAKEOFF:TO_CLIMB,0.141,0,-0.121,0.401,1.204,743.091,0.00162,-1
418.06,TAKEOFF:TO_CLIMB,0.069,0,-0.015,0.35,0,743.091,0,-1
418.28,TAKEOFF:TO_CLIMB,0.027,0,0.038,0.275,0,743.091,0,-1
418.5,TAKEOFF:TO_CLIMB,0.032,0,0.057,0.261,0,743.091,0,-1
418.76,TAKEOFF:TO_CLIMB,0.034,0,-0.028,0.401,0,743.091,0,-1
418.98,TAKEOFF:TO_CLIMB,0.081,0,-0.121,0.446,0,743.091,0,-1
419.2,TAKEOFF:TO_CLIMB,0.111,0,-0.117,0.52,0,743.091,0,-1
419.42,TAKEOFF:TO_CLIMB,0.166,0,-0.231,0.578,5.636,743.091,0.00758,-1
419.64,TAKEOFF:TO_CLIMB,0.282,0,-0.35,0.457,3.872,743.091,0.00521,-1
419.9,TAKEOFF:TO_CLIMB,0.199,0,-0.035,0.343,-32.522,743.091,-0.04377,-1
420.12,TAKEOFF:TO_CLIMB,0.036,0,-0.045,0.332,0,743.091,0,-1
420.34,TAKEOFF:TO_CLIMB,0.032,0,-0.009,0.184,0,743.091,0,-1
420.56,TAKEOFF:TO_CLIMB,0.017,0,0.045,-0.008,0,743.091,0,-1
420.78,TAKEOFF:TO_CLIMB,0.087,0,0.136,-0.125,0,743.091,0,-1
421.04,TAKEOFF:TO_CLIMB,0.202,0,0.271,-0.126,-2.076,743.091,-0.00279,-1
421.26,TAKEOFF:TO_CLIMB,0.278,0,0.252,-0.141,-2.706,743.091,-0.00364,-1
421.48,TAKEOFF:TO_CLIMB,0.164,0,0.103,-0.239,-2.006,743.091,-0.0027,-1
421.7,TAKEOFF:TO_CLIMB,0.058,0,0.039,-0.396,0,743.091,0,-1
421.92,TAKEOFF:TO_CLIMB,0.069,0,0.112,-0.485,0,743.091,0,-1
422.18,TAKEOFF:TO_CLIMB,0.182,0,0.239,-0.386,-10.894,743.091,-0.01466,-1
422.4,TAKEOFF:TO_CLIMB,0.256,0,0.262,-0.181,-9.705,743.091,-0.01306,-1
422.62,TAKEOFF:TO_CLIMB,0.227,0,0.168,-0.017,-1.725,743.091,-0.00232,-1
422.84,TAKEOFF:TO_CLIMB,0.071,0,-0.019,0.052,0,743.091,0,-1
423.06,TAKEOFF:TO_CLIMB,0.097,0,-0.122,0.134,0,743.091,0,-1
423.32,TAKEOFF:TO_CLIMB,0.152,0,-0.192,0.371,2.157,743.091,0.0029,-1
423.54,TAKEOFF:TO_CLIMB,0.123,0,0,0.528,1.415,743.091,0.0019,-1
423.76,TAKEOFF:TO_CLIMB,0.183,0,0.301,0.811,-2.508,743.091,-0.00338,-1
423.98,TAKEOFF:TO_CLIMB,0.286,0,0.266,1.012,0.101,743.091,0.00014,-1
424.2,TAKEOFF:TO_CLIMB,0.239,0,0.172,1.152,0.323,743.091,0.00044,-1
424.46,TAKEOFF:TO_CLIMB,0.12,0,-0.322,1.169,0,743.091,0,-1
424.68,TAKEOFF:TO_CLIMB,0.434,0,-0.544,0.992,2.72,743.091,0.00366,-1
424.9,TAKEOFF:TO_CLIMB,0.58,0,-0.617,0.683,4.61,743.091,0.0062,-1
425.12,TAKEOFF:TO_CLIMB,0.462,0,-0.386,0.395,0.686,743.091,0.00092,-1
425.34,TAKEOFF:TO_CLIMB,0.326,0,-0.306,0.149,-5.503,743.091,-0.00741,-1
425.6,TAKEOFF:TO_CLIMB,0.262,0,-0.221,-0.116,-4.513,743.091,-0.00607,-1
425.82,TAKEOFF:TO_CLIMB,0.158,0,-0.119,-0.308,-1.684,743.091,-0.00227,-1
426.04,TAKEOFF:TO_CLIMB,0.058,0,0.001,-0.519,0,743.091,0,-1
426.26,TAKEOFF:TO_CLIMB,0.051,0,0.092,-0.7,0,743.091,0,-1
426.48,TAKEOFF:TO_CLIMB,0.105,0,0.116,-0.822,0,743.091,0,-1
426.74,TAKEOFF:TO_CLIMB,0.067,0,0.035,-0.882,0,743.091,0,-1
426.96,TAKEOFF:TO_CLIMB,0.013,0,0.033,-0.865,0,743.091,0,-1
427.18,TAKEOFF:TO_CLIMB,0.091,0,0.132,-0.689,0,743.091,0,-1
427.4,TAKEOFF:TO_CLIMB,0.159,0,0.227,-0.469,-1.8,743.091,-0.00242,-1
427.62,TAKEOFF:TO_CLIMB,0.268,0,0.449,-0.238,-9.976,743.091,-0.01342,-1
427.88,TAKEOFF:TO_CLIMB,0.523,0,0.585,0.143,-6.643,743.091,-0.00894,-1
428.1,TAKEOFF:TO_CLIMB,0.502,0,0.535,0.311,-2.783,743.091,-0.00375,-1
428.32,TAKEOFF:TO_CLIMB,0.553,0,0.618,0.522,-4.093,743.091,-0.00551,-1
428.54,TAKEOFF:TO_CLIMB,0.521,0,0.394,0.709,-0.965,743.091,-0.0013,-1
428.76,TAKEOFF:TO_CLIMB,0.2,0,0.004,0.787,-0.116,743.091,-0.00016,-1
429.02,TAKEOFF:TO_CLIMB,0.201,0,-0.371,0.846,1.054,743.091,0.00142,-1
429.24,TAKEOFF:TO_CLIMB,0.438,0,-0.433,0.804,16.384,743.091,0.02205,-1
429.46,TAKEOFF:TO_CLIMB,0.19,0,0.009,0.811,5.853,743.091,0.00788,-1
429.68,TAKEOFF:TO_CLIMB,0.049,0,-0.002,0.85,0,743.091,0,-1
429.9,TAKEOFF:TO_CLIMB,0.136,0,-0.319,0.775,0,743.091,0,-1
430.16,TAKEOFF:TO_CLIMB,0.522,0,-0.633,0.651,11.322,743.091,0.01524,-1
430.38,TAKEOFF:TO_CLIMB,0.549,0,-0.54,0.563,5.876,743.091,0.00791,-1
430.6,TAKEOFF:TO_CLIMB,0.448,0,-0.369,0.365,3.047,743.091,0.0041,-1
430.82,TAKEOFF:TO_CLIMB,0.247,0,-0.153,0.04,-8.076,743.091,-0.01087,-1
431.04,TAKEOFF:TO_CLIMB,0.071,0,-0.027,-0.197,0,743.091,0,-1
431.3,TAKEOFF:TO_CLIMB,0.034,0,-0.065,-0.286,0,743.091,0,-1
431.52,TAKEOFF:TO_CLIMB,0.103,0,-0.137,-0.327,0,743.091,0,-1
431.74,TAKEOFF:TO_CLIMB,0.129,0,-0.122,-0.449,0.041,743.091,6E-05,-1
431.96,TAKEOFF:TO_CLIMB,0.054,0,0.452,-0.487,0,743.091,0,-1
432.18,TAKEOFF:TO_CLIMB,0.429,0,0.379,-0.297,-1.308,743.091,-0.00176,-1
432.44,TAKEOFF:TO_CLIMB,0.307,0,0.421,-0.229,0.264,743.091,0.00036,-1
432.66,TAKEOFF:TO_CLIMB,0.234,0,0.004,-0.007,-2.024,743.091,-0.00272,-1
432.88,TAKEOFF:TO_CLIMB,0.179,0,-0.276,-0.019,-1.194,743.091,-0.00161,-1
433.1,TAKEOFF:TO_CLIMB,0.131,0,-0.036,0.043,-22.624,743.091,-0.03045,-1
433.32,TAKEOFF:TO_CLIMB,0.07,0,0.218,0.082,0,743.091,0,-1
433.58,TAKEOFF:TO_CLIMB,0.463,0,0.573,0.213,-6.478,743.091,-0.00872,-1
433.8,TAKEOFF:TO_CLIMB,0.478,0,0.448,0.39,-1.879,743.091,-0.00253,-1
434.02,TAKEOFF:TO_CLIMB,0.354,0,0.276,0.57,-0.913,743.091,-0.00123,-1
434.24,TAKEOFF:TO_CLIMB,0.168,0,0.079,0.704,-1.807,743.091,-0.00243,-1
434.46,TAKEOFF:TO_CLIMB,0.021,0,-0.005,0.726,0,743.091,0,-1
434.72,TAKEOFF:TO_CLIMB,0.006,0,0.018,0.636,0,743.091,0,-1
434.94,TAKEOFF:TO_CLIMB,0.028,0,0.038,0.587,0,743.091,0,-1
435.16,TAKEOFF:TO_CLIMB,0.014,0,-0.034,0.577,0,743.091,0,-1
435.38,TAKEOFF:TO_CLIMB,0.099,0,-0.176,0.566,0,743.091,0,-1
435.6,TAKEOFF:TO_CLIMB,0.24,0,-0.314,0.522,2.617,743.091,0.00352,-1
435.86,TAKEOFF:TO_CLIMB,0.373,0,-0.467,0.409,2.53,743.091,0.0034,-1
436.08,TAKEOFF:TO_CLIMB,0.479,0,-0.511,0.276,4.884,743.091,0.00657,-1
436.3,TAKEOFF:TO_CLIMB,0.445,0,-0.392,0.129,1.894,743.091,0.00255,-1
436.52,TAKEOFF:TO_CLIMB,0.263,0,-0.176,-0.013,0.381,743.091,0.00051,-1
436.74,TAKEOFF:TO_CLIMB,0.117,0,-0.086,-0.149,0,743.091,0,-1
437,TAKEOFF:TO_CLIMB,0.087,0,-0.108,-0.252,0,743.091,0,-1
437.22,TAKEOFF:TO_CLIMB,0.129,0,-0.158,-0.296,0,743.091,0,-1
437.44,TAKEOFF:TO_CLIMB,0.132,0,-0.062,-0.364,1.659,743.091,0.00223,-1
437.66,TAKEOFF:TO_CLIMB,0.152,0,0.262,-0.295,0,743.091,0,-1
437.88,TAKEOFF:TO_CLIMB,0.301,0,0.457,-0.24,-1.951,743.091,-0.00262,-1
438.14,TAKEOFF:TO_CLIMB,0.562,0,0.576,-0.042,-3.606,743.091,-0.00485,-1
438.36,TAKEOFF:TO_CLIMB,0.473,0,0.402,0.15,-2.238,743.091,-0.00301,-1
438.58,TAKEOFF:TO_CLIMB,0.239,0,0.072,0.401,5.804,743.091,0.00781,-1
438.8,TAKEOFF:TO_CLIMB,0.112,0,-0.263,0.478,0,743.091,0,-1
439.02,TAKEOFF:TO_CLIMB,0.269,0,-0.239,0.411,2.433,743.091,0.00327,-1
439.28,TAKEOFF:TO_CLIMB,0.041,0,0.153,0.392,0,743.091,0,-1
439.5,TAKEOFF:TO_CLIMB,0.235,0,0.259,0.452,-28.601,743.091,-0.03849,-1
439.72,TAKEOFF:TO_CLIMB,0.157,0,0.007,0.428,-7.251,743.091,-0.00976,-1
439.94,TAKEOFF:TO_CLIMB,0.184,0,-0.401,0.316,-11.699,743.091,-0.01574,-1
440.16,TAKEOFF:TO_CLIMB,0.518,0,-0.578,0.128,10.974,743.091,0.01477,-1
440.42,TAKEOFF:TO_CLIMB,0.305,0,-0.038,-0.023,7.903,743.091,0.01064,-1
440.64,TAKEOFF:TO_CLIMB,0.185,0,0.362,0.044,-13.864,743.091,-0.01866,-1
440.86,TAKEOFF:TO_CLIMB,0.417,0,0.448,0.164,-17.35,743.091,-0.02335,-1
441.08,TAKEOFF:TO_CLIMB,0.321,0,0.23,0.256,3.142,743.091,0.00423,-1
441.3,TAKEOFF:TO_CLIMB,0.21,0,0.252,0.327,9.934,743.091,0.01337,-1
441.56,TAKEOFF:TO_CLIMB,0.261,0,0.255,0.501,0.308,743.091,0.00041,-1
441.78,TAKEOFF:TO_CLIMB,0.217,0,0.166,0.651,0.046,743.091,6E-05,-1
442,TAKEOFF:TO_CLIMB,0.075,0,-0.026,0.683,0,743.091,0,-1
442.22,TAKEOFF:TO_CLIMB,0.138,0,-0.246,0.622,0,743.091,0,-1
442.44,TAKEOFF:TO_CLIMB,0.283,0,-0.319,0.536,0.681,743.091,0.00092,-1
442.7,TAKEOFF:TO_CLIMB,0.292,0,-0.301,0.379,0.723,743.091,0.00097,-1
442.92,TAKEOFF:TO_CLIMB,0.305,0,-0.313,0.111,1.255,743.091,0.00169,-1
443.14,TAKEOFF:TO_CLIMB,0.171,0,-0.006,-0.061,7.524,743.091,0.01013,-1
443.36,TAKEOFF:TO_CLIMB,0.096,0,-0.235,-0.159,0,743.091,0,-1
443.58,TAKEOFF:TO_CLIMB,0.325,0,-0.269,-0.385,2.36,743.091,0.00318,-1
443.84,TAKEOFF:TO_CLIMB,0.256,0,-0.375,-0.409,-6.805,743.091,-0.00916,-1
444.06,TAKEOFF:TO_CLIMB,0.323,0,-0.118,-0.515,-6.238,743.091,-0.0084,-1
444.28,TAKEOFF:TO_CLIMB,0.067,0,-0.08,-0.445,0,743.091,0,-1
444.5,TAKEOFF:TO_CLIMB,0.047,0,0.045,-0.461,0,743.091,0,-1
444.72,TAKEOFF:TO_CLIMB,0.156,0,0.22,-0.31,-4.43,743.091,-0.00596,-1
444.98,TAKEOFF:TO_CLIMB,0.24,0,0.259,-0.028,-2.662,743.091,-0.00358,-1
445.2,TAKEOFF:TO_CLIMB,0.261,0,0.312,0.244,-1.722,743.091,-0.00232,-1
445.42,TAKEOFF:TO_CLIMB,0.329,0,0.385,0.496,-0.719,743.091,-0.00097,-1
445.64,TAKEOFF:TO_CLIMB,0.425,0,0.471,0.75,-1.949,743.091,-0.00262,-1
445.86,TAKEOFF:TO_CLIMB,0.357,0,0.281,0.972,-0.458,743.091,-0.00062,-1
446.12,TAKEOFF:TO_CLIMB,0.119,0,0.027,1.116,-3.322,743.091,-0.00447,-1
446.34,TAKEOFF:TO_CLIMB,0.023,0,-0.051,1.077,0,743.091,0,-1
446.56,TAKEOFF:TO_CLIMB,0.065,0,-0.089,0.864,0,743.091,0,-1
446.78,TAKEOFF:TO_CLIMB,0.121,0,-0.19,0.49,0,743.091,0,-1
447,TAKEOFF:TO_CLIMB,0.24,0,0.015,0.011,3.318,743.091,0.00447,-1
447.26,TAKEOFF:TO_CLIMB,0.263,0,0.109,0.198,-6.21,743.091,-0.00836,-1
447.48,TAKEOFF:TO_CLIMB,0.015,0,-0.107,0.055,0,743.091,0,-1
447.7,TAKEOFF:TO_CLIMB,0.085,0,0.24,-0.137,0,743.091,0,-1
447.92,TAKEOFF:TO_CLIMB,0.198,0,0.072,0.018,-0.241,743.091,-0.00032,-1
448.14,TAKEOFF:TO_CLIMB,0.043,0,-0.146,-0.076,0,743.091,0,-1
448.4,TAKEOFF:TO_CLIMB,0.146,0,0.444,0.038,0,743.091,0,-1
448.62,TAKEOFF:TO_CLIMB,0.373,0,0.256,0.328,13.904,743.091,0.01871,-1
448.84,TAKEOFF:TO_CLIMB,0.051,0,-0.187,0.354,0,743.091,0,-1
449.06,TAKEOFF:TO_CLIMB,0.422,0,-0.656,0.279,2.498,743.091,0.00336,-1
449.28,TAKEOFF:TO_CLIMB,0.76,0,-0.804,0.293,-2.133,743.091,-0.00287,-1
449.54,TAKEOFF:TO_CLIMB,0.496,0,-0.273,0.375,10.856,743.091,0.01461,-1
449.76,TAKEOFF:TO_CLIMB,0.027,0,0.199,0.464,0,743.091,0,-1
449.98,TAKEOFF:TO_CLIMB,0.267,0,0.278,0.498,-1.147,743.091,-0.00154,-1
450.2,TAKEOFF:TO_CLIMB,0.176,0,0.035,0.447,0.851,743.091,0.00115,-1
450.42,TAKEOFF:TO_CLIMB,0.163,0,-0.379,0.308,0,743.091,0,-1
450.68,TAKEOFF:TO_CLIMB,0.501,0,-0.368,0.131,-6.163,743.091,-0.00829,-1
450.9,TAKEOFF:TO_CLIMB,0.187,0,-0.056,0.185,0.917,743.091,0.00123,-1
451.12,TAKEOFF:TO_CLIMB,0.087,0,0.258,0.113,0,743.091,0,-1
451.34,TAKEOFF:TO_CLIMB,0.613,0,0.726,0.311,9.712,743.091,0.01307,-1
451.56,TAKEOFF:TO_CLIMB,0.48,0,0.182,0.385,5.503,743.091,0.00741,-1
451.82,TAKEOFF:TO_CLIMB,0.215,0,-0.481,0.149,-6.548,743.091,-0.00881,-1
452.04,TAKEOFF:TO_CLIMB,0.364,0,-0.306,0.097,-64.442,743.091,-0.08672,-1
452.26,TAKEOFF:TO_CLIMB,0.204,0,0.013,0.024,-9.725,743.091,-0.01309,-1
452.48,TAKEOFF:TO_CLIMB,0.393,0,0.667,0.052,-16.221,743.091,-0.02183,-1
452.7,TAKEOFF:TO_CLIMB,0.635,0,0.596,0.115,-7.824,743.091,-0.01053,-1
452.96,TAKEOFF:TO_CLIMB,0.372,0,0.223,0.207,-0.737,743.091,-0.00099,-1
453.18,TAKEOFF:TO_CLIMB,0.111,0,0.05,0.351,0,743.091,0,-1
453.4,TAKEOFF:TO_CLIMB,0.049,0,0.095,0.502,0,743.091,0,-1
453.62,TAKEOFF:TO_CLIMB,0.196,0,0.305,0.495,6.116,743.091,0.00823,-1
453.84,TAKEOFF:TO_CLIMB,0.295,0,0.272,0.35,0.94,743.091,0.00126,-1
454.1,TAKEOFF:TO_CLIMB,0.203,0,0.174,0.275,-5.325,743.091,-0.00717,-1
454.32,TAKEOFF:TO_CLIMB,0.02,0,-0.189,0.334,0,743.091,0,-1
454.54,TAKEOFF:TO_CLIMB,0.419,0,-0.645,0.29,1.493,743.091,0.00201,-1
454.76,TAKEOFF:TO_CLIMB,0.852,0,-1.123,0.132,9.641,743.091,0.01297,-1
454.98,TAKEOFF:TO_CLIMB,1.127,0,-1.063,-0.084,37.223,743.091,0.05009,5.036
455.24,TAKEOFF:TO_CLIMB,0.497,0,-0.177,-0.031,12.678,743.091,0.01706,-1
455.46,TAKEOFF:TO_CLIMB,0.06,0,0.234,0.044,0,743.091,0,-1
455.68,TAKEOFF:TO_CLIMB,0.249,0,0.196,0.119,3.74,743.091,0.00503,-1
455.9,TAKEOFF:TO_CLIMB,0.055,0,-0.087,0.234,0,743.091,0,-1
456.12,TAKEOFF:TO_CLIMB,0.223,0,-0.341,0.381,4.153,743.091,0.00559,-1
456.38,TAKEOFF:TO_CLIMB,0.275,0,-0.199,0.41,1.879,743.091,0.00253,-1
456.6,TAKEOFF:TO_CLIMB,0.019,0,0.222,0.295,0,743.091,0,-1
456.82,TAKEOFF:TO_CLIMB,0.536,0,0.695,0.419,-60.871,743.091,-0.08192,-1
457.04,TAKEOFF:TO_CLIMB,0.7,0,0.727,0.561,-38.225,743.091,-0.05144,-1
457.26,TAKEOFF:TO_CLIMB,0.546,0,0.396,0.568,-28.34,743.091,-0.03814,-1
457.52,TAKEOFF:TO_CLIMB,0.28,0,0.198,0.44,-22.547,743.091,-0.03034,-1
457.74,TAKEOFF:TO_CLIMB,0.132,0,0.162,0.223,-1.599,743.091,-0.00215,-1
457.96,TAKEOFF:TO_CLIMB,0.453,0,0.578,0.244,-5.697,743.091,-0.00767,-1
458.18,TAKEOFF:TO_CLIMB,0.54,0,0.499,0.201,-11.484,743.091,-0.01545,-1
458.4,TAKEOFF:TO_CLIMB,0.305,0,0.087,-0.017,-4.625,743.091,-0.00622,-1
458.66,TAKEOFF:TO_CLIMB,0.076,0,-0.233,0,0,743.091,0,-1
458.88,TAKEOFF:TO_CLIMB,0.619,0,-1.022,0.184,20.568,743.091,0.02768,-1
459.1,TAKEOFF:TO_CLIMB,1.117,0,-1.343,0.103,31.86,743.091,0.04287,-1
459.32,TAKEOFF:TO_CLIMB,1.307,0,-1.249,-0.255,55.19,743.091,0.07427,4.797
459.54,TAKEOFF:TO_CLIMB,0.555,0,0.008,-0.223,-24.287,743.091,-0.03268,-1
459.8,TAKEOFF:TO_CLIMB,0.171,0,0.23,-0.037,-1.541,743.091,-0.00207,-1
460.02,TAKEOFF:TO_CLIMB,0.186,0,0.1,-0.088,-3.618,743.091,-0.00487,-1
460.24,TAKEOFF:TO_CLIMB,0.073,0,0.132,-0.001,0,743.091,0,-1
460.46,TAKEOFF:TO_CLIMB,0.028,0,-0.034,0.3,0,743.091,0,-1
460.68,TAKEOFF:TO_CLIMB,0.043,0,0.175,0.485,0,743.091,0,-1
460.94,TAKEOFF:TO_CLIMB,0.384,0,0.554,0.652,-15.262,743.091,-0.02054,-1
461.16,TAKEOFF:TO_CLIMB,0.607,0,0.742,0.816,-19.111,743.091,-0.02572,-1
461.38,TAKEOFF:TO_CLIMB,0.719,0,0.643,1.002,-8.842,743.091,-0.0119,-1
461.6,TAKEOFF:TO_CLIMB,0.455,0,0.301,1.065,-3.175,743.091,-0.00427,-1
461.82,TAKEOFF:TO_CLIMB,0.194,0,0.106,0.895,-3.993,743.091,-0.00537,-1
462.08,TAKEOFF:TO_CLIMB,0.033,0,-0.106,0.424,0,743.091,0,-1
462.3,TAKEOFF:TO_CLIMB,0.075,0,0.208,0.259,0,743.091,0,-1
462.52,TAKEOFF:TO_CLIMB,0.044,0,-0.137,0.124,0,743.091,0,-1
462.74,TAKEOFF:TO_CLIMB,0.294,0,-0.441,-0.189,3.842,743.091,0.00517,-1
462.96,TAKEOFF:TO_CLIMB,0.328,0,-0.23,-0.269,-0.201,743.091,-0.00027,-1
463.22,TAKEOFF:TO_CLIMB,0.452,0,-0.596,-0.227,5.099,743.091,0.00686,-1
463.44,TAKEOFF:TO_CLIMB,0.478,0,-0.248,-0.309,8.233,743.091,0.01108,-1
463.66,TAKEOFF:TO_CLIMB,0.078,0,-0.109,-0.034,0,743.091,0,-1
463.88,TAKEOFF:TO_CLIMB,0.173,0,-0.219,0.12,27.237,743.091,0.03665,-1
464.1,TAKEOFF:TO_CLIMB,0.208,0,-0.18,0.196,13.836,743.091,0.01862,-1
464.36,TAKEOFF:TO_CLIMB,0.101,0,-0.052,0.334,0,743.091,0,-1
464.58,TAKEOFF:TO_CLIMB,0.007,0,0.017,0.49,0,743.091,0,-1
464.8,TAKEOFF:TO_CLIMB,0.007,0,-0.026,0.527,0,743.091,0,-1
465.02,TAKEOFF:TO_CLIMB,0.021,0,-0.009,0.398,0,743.091,0,-1
465.24,TAKEOFF:TO_CLIMB,0.021,0,0.075,0.244,0,743.091,0,-1
465.5,TAKEOFF:TO_CLIMB,0.299,0,0.528,0.298,-6.427,743.091,-0.00865,-1
465.72,TAKEOFF:TO_CLIMB,0.613,0,0.702,0.482,-9.25,743.091,-0.01245,-1
465.94,TAKEOFF:TO_CLIMB,0.66,0,0.533,0.446,-15.081,743.091,-0.02029,-1
466.16,TAKEOFF:TO_CLIMB,0.388,0,0.279,0.236,-6.463,743.091,-0.0087,-1
466.38,TAKEOFF:TO_CLIMB,0.375,0,0.453,0.288,-3.735,743.091,-0.00503,-1
466.64,TAKEOFF:TO_CLIMB,0.052,0,-0.243,0.497,0,743.091,0,-1
466.86,TAKEOFF:TO_CLIMB,0.461,0,-0.648,0.42,22.963,743.091,0.0309,-1
467.08,TAKEOFF:TO_CLIMB,0.71,0,-0.883,0.273,11.263,743.091,0.01516,-1
467.3,TAKEOFF:TO_CLIMB,0.877,0,-0.845,0.18,10.444,743.091,0.01406,-1
467.52,TAKEOFF:TO_CLIMB,0.555,0,-0.218,0.209,-7.116,743.091,-0.00958,-1
467.78,TAKEOFF:TO_CLIMB,0.176,0,0.392,0.263,-36.88,743.091,-0.04963,-1
468,TAKEOFF:TO_CLIMB,0.468,0,0.512,0.282,-26.697,743.091,-0.03593,-1
468.22,TAKEOFF:TO_CLIMB,0.399,0,0.257,0.312,-6.89,743.091,-0.00927,-1
468.44,TAKEOFF:TO_CLIMB,0.105,0,-0.008,0.367,-0.434,743.091,-0.00058,-1
468.66,TAKEOFF:TO_CLIMB,0.048,0,-0.051,0.422,0,743.091,0,-1
468.92,TAKEOFF:TO_CLIMB,0.033,0,0.12,0.381,0,743.091,0,-1
469.14,TAKEOFF:TO_CLIMB,0.209,0,0.362,0.187,-17.93,743.091,-0.02413,-1
469.36,TAKEOFF:TO_CLIMB,0.591,0,1.046,0.118,-9.048,743.091,-0.01218,-1
469.58,TAKEOFF:TO_CLIMB,0.84,0,0.575,0.514,-2.341,743.091,-0.00315,-1
469.8,TAKEOFF:TO_CLIMB,0.128,0,-0.328,0.562,9.237,743.091,0.01243,-1
470.06,TAKEOFF:TO_CLIMB,0.938,0,-1.388,0.213,26.624,743.091,0.03583,-1
470.28,TAKEOFF:TO_CLIMB,1.396,0,-1.301,0.049,-0.474,743.091,-0.00064,-1
470.5,TAKEOFF:TO_CLIMB,0.97,0,-0.676,0.071,34.291,743.091,0.04615,-1
470.72,TAKEOFF:TO_CLIMB,0.238,0,0.123,0.035,12.137,743.091,0.01633,-1
470.94,TAKEOFF:TO_CLIMB,0.34,0,0.441,0.052,-10.384,743.091,-0.01397,-1
471.2,TAKEOFF:TO_CLIMB,0.361,0,0.29,0.192,-19.791,743.091,-0.02663,-1
471.42,TAKEOFF:TO_CLIMB,0.144,0,0.016,0.347,-28.367,743.091,-0.03817,-1
471.64,TAKEOFF:TO_CLIMB,0.051,0,-0.057,0.404,0,743.091,0,-1
