t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,aa_hdg_cmd_deg,aa_fpa_cmd_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_q_raw_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,asc_ab_thr_ratio,asc_ab_t_now,asc_ab_t_avail,asc_ab_ign_on,asc_ab_flameouts,asc_rk_t_now,asc_rk_t_avail,asc_rk_ign_on,asc_rk_flameouts,ship_thrust,ship_avail_thrust,ship_ign_on,ship_flameouts,phase_el_s,status
120.42,ASCENT,RKT_SUSTAIN,629.03,80,-549.03,2795.18,98.9,10.96,1.64,90.26,-0.317,1,0,0,0,0,0,0,0,0,0,90.26,10.376,0,0,0,0,0,0,0,0,90.4,1,0,0.012,0,0,3,0,0,0,11.5,-10.501,0,0,1,1,0,6640.453,VALID,149641,149888.8,1.801,2956,0,1,0,4837.72,3.133,1,0,0,0,0,0,0,1431.19,1431.36,2,0,1431.56,1431.62,2,0,67.08,FLYING
122.44,ASCENT,RKT_SUSTAIN,628.02,80,-548.02,3014.51,118.67,13.05,1.95,90.27,-0.385,1,0,0,0,0,0,0,0,0,0,90.27,12.407,0,0,0,0,0,0,0,0,90.4,1,0,0.012,0,0,3,0,0,0,11.5,-10.501,0,0,1,1,0,6923.581,VALID,149373.2,149000.7,1.827,3296,0,1,0,4658.06,3.769,1,0,0,0,0,0,0,1436.93,1437.13,2,0,1437.36,1437.42,2,0,69.1,FLYING
124.46,ASCENT,RKT_SUSTAIN,624.2,80,-544.2,3278.44,142.96,15.64,2.35,90.28,-0.418,1,0,0,0,0,0,0,0,0,0,90.28,14.912,0,0,0,0,0,0,0,0,90.4,1,0,0.012,0,0,3,0,0,0,11.5,-10.501,0,0,1,1,0,7242.773,VALID,147959.7,146852.9,1.852,3749,0,1,0,4424.2,4.549,1,0,0,0,0,0,0,1443.62,1443.85,2,0,1444.12,1444.19,2,0,71.12,FLYING
126.48,ASCENT,RKT_SUSTAIN,616.97,80,-536.97,3596.42,172.28,18.83,2.87,90.3,-0.47,1,0,0,0,0,0,0,0,0,0,90.3,17.965,0,0,0,0,0,0,0,0,90.4,1,0,0.012,0,0,3,0,0,0,11.5,-10.501,0,0,1,1,0,7604.439,VALID,145186,143209.9,1.876,4357,0,1,0,4090.99,5.491,1,0,0,0,0,0,0,1451.38,1451.64,2,0,1451.96,1452.04,2,0,73.14,FLYING
128.5,ASCENT,RKT_SUSTAIN,605.85,80,-525.85,3978.8,206.83,22.69,3.52,90.35,-0.561,1,0,0,0,0,0,0,0,0,0,90.35,21.61,0,0,0,0,0,0,0,0,90.4,1,0,0.012,0,0,3,0,0,0,11.5,-10.501,0,0,1,1,0,8015.119,VALID,140862.7,137909.8,1.899,5174,0,1,0,3640.64,6.598,1,0,0,0,0,0,0,1460.29,1460.6,2,0,1460.96,1461.06,2,0,75.16,FLYING
130.52,ASCENT,RKT_SUSTAIN,590.39,80,-510.39,4435.88,246.18,27.22,4.26,90.43,-0.767,1,0,0,0,0,0,0,0,0,0,90.43,25,0,0,0,0,0,0,0,0,90.4,1,0,0.012,0,0,3,0,0,0,11.5,-10.501,0,0,1,1,0,8480.612,VALID,134853.5,130855.8,1.92,6255,0,1,0,3051.78,7.856,1,0,0,0,0,0,0,1470.39,1470.73,2,0,1471.14,1471.24,2,0,77.18,FLYING
132.54,ASCENT,RKT_SUSTAIN,575.28,80,-495.28,4958.4,265.53,25.95,1.18,90.48,-1.769,1,0,0,0,0,0,0,0,0,0,90.48,25,0,0,0,0,0,0,0,0,90.4,1,0,0.012,0,0,3,0,0,0,11.5,-10.501,0,0,1,1,0,9160.811,VALID,127873.4,123698.6,1.952,7459,0,1,0,3651.96,8.521,1,0,0,0,0,0,0,1481.34,1481.65,2,0,1482.1,1482.2,2,0,79.2,FLYING
134.58,ASCENT,RKT_SUSTAIN,561.7,80,-481.7,5505.35,270.36,25.95,0.97,90.45,-0.1,1,0,0,0,0,0,0,0,0,0,90.45,25,0,0,0,0,0,0,0,0,90.4,1,0,0.012,0,0,3,0,0,0,11.5,-10.501,0,0,1,1,0,9815.119,VALID,121319.5,117401.6,1.993,8451,0,1,0,4927.74,8.711,1,0,0,0,0,0,0,1492.04,1492.33,2,0,1492.75,1492.86,2,0,81.24,FLYING
136.6,ASCENT,RKT_SUSTAIN,548.53,80,-468.53,6055.8,274.57,26.11,1.02,90.44,-0.013,1,0,0,0,0,0,0,0,0,0,90.44,25,0,0,0,0,0,0,0,0,90.4,1,0,0.012,0,0,3,0,0,0,11.5,-10.501,0,0,1,1,0,10458.882,VALID,115143.7,111463.1,2.039,9302,0,1,0,5898.08,8.883,1,0,0,0,0,0,0,1502.01,1502.28,2,0,1502.68,1502.77,2,0,83.26,FLYING
138.64,ASCENT,RKT_SUSTAIN,535.39,80,-455.39,6620.22,278.7,26.22,1.07,90.43,-0.046,1,0,0,0,0,0,0,0,0,0,90.43,25,0,0,0,0,0,0,0,0,90.4,1,0,0.012,0,0,3,0,0,0,11.5,-10.501,0,0,1,1,0,11116.712,VALID,109254.7,105706.1,2.088,10084,0,1,0,6726.67,9.057,1,0,0,0,0,0,0,1511.44,1511.69,2,0,1512.06,1512.15,2,0,85.3,FLYING
140.66,ASCENT,RKT_SUSTAIN,522.45,80,-442.45,7187.33,282.74,26.31,1.14,90.42,-0.068,1,0,0,0,0,0,0,0,0,0,90.42,25,0,0,0,0,0,0,0,0,90.4,1,0,0.012,0,0,3,0,0,0,11.5,-10.501,0,0,1,1,0,11784.807,VALID,103595.9,100207,2.142,10836,0,1,0,7397.95,9.231,1,0,0,0,0,0,0,1520.16,1520.39,2,0,1520.74,1520.82,2,0,87.32,FLYING
142.68,ASCENT,RKT_SUSTAIN,509.47,80,-429.47,7762.72,286.93,26.42,1.24,90.41,-0.083,1,0,0,0,0,0,0,0,0,0,90.41,25,0,0,0,0,0,0,0,0,90.4,1,0,0.012,0,0,3,0,0,0,11.5,-10.501,0,0,1,1,0,12471.591,VALID,98144.3,94868.1,2.199,11579,0,1,0,8003.79,9.414,1,0,0,0,0,0,0,1528.28,1528.5,2,0,1528.82,1528.9,2,0,89.34,FLYING
144.72,ASCENT,RKT_SUSTAIN,485.1,80,-405.1,8348.52,284.61,26.71,1.53,90.4,-0.073,1,0,0,0,0,0,0,0,0,0,90.4,25,0,0,0,0,0,0,0,0,90.4,1,0,0.012,0,0,3,0,0,0,11.5,-10.501,0,0,1,1,0,0,VALID,91456.3,86350.4,2.218,12269,0,1,0,5409.25,9.355,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,91.4,FLYING
146.78,ASCENT,RKT_SUSTAIN,451.47,80,-371.47,8927.84,277.85,27.04,1.83,90.39,-0.071,1,0,0,0,0,0,0,0,0,0,90.39,25,0,0,0,0,0,0,0,0,90.4,1,0,0.012,0,0,3,0,0,0,11.5,-10.501,0,0,1,1,0,0,VALID,81429.1,75077.7,2.188,12794,0,1,0,1353.71,9.107,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,93.46,FLYING
148.84,ASCENT,RKT_SUSTAIN,416.83,80,-336.83,9493.53,271.38,27.44,2.23,90.38,-0.07,1,0,0,0,0,0,0,0,0,0,90.38,25,0,0,0,0,0,0,0,0,90.4,1,0,0.012,0,0,3,0,0,0,11.5,-10.501,0,0,1,1,0,0,VALID,70690.9,64232,2.14,13232,0,1,0,-931.7,8.872,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,95.52,FLYING
150.9,ASCENT,RKT_SUSTAIN,385.55,80,-305.55,10046.24,265.23,27.88,2.66,90.38,-0.068,1,0,0,0,0,0,0,0,0,0,90.38,25,0,0,0,0,0,0,0,0,90.4,1,0,0.012,0,0,3,0,0,0,11.5,-10.501,0,0,1,1,0,0,VALID,60881.5,55163.3,2.094,13626,0,1,0,-2160.47,8.651,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,97.58,FLYING
152.96,ASCENT,RKT_SUSTAIN,357.21,80,-277.21,10586.56,259.33,28.37,3.15,90.37,-0.068,1,0,0,0,0,0,0,0,0,0,90.38,25,0,0,0,0,0,0,0,0,90.4,1,0,0.012,0,0,3,0,0,0,11.5,-10.501,0,0,1,1,0,0,VALID,52425.2,47535,2.05,13999,0,1,0,-2773.19,8.442,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,99.64,FLYING
155.02,ASCENT,RKT_SUSTAIN,331.4,80,-251.4,11114.98,253.64,28.89,3.67,90.37,-0.067,1,0,0,0,0,0,0,0,0,0,90.37,25,0,0,0,0,0,0,0,0,90.4,1,0,0.012,0,0,3,0,0,0,11.5,-10.501,0,0,1,1,0,0,VALID,45234.2,41080.9,2.007,14361,0,1,0,-3031.36,8.241,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,101.7,FLYING
157.58,ASCENT,RKT_SUSTAIN,302.42,80,-222.42,11755.65,246.82,29.62,4.38,90.37,-0.068,1,0,0,0,0,0,0,0,0,0,90.37,25,0,0,0,0,0,0,0,0,90.4,1,0,0.012,0,0,3,0,0,0,11.5,-10.501,0,0,1,1,0,0,VALID,37494.9,34295.5,1.955,14827,0,1,0,-3004.6,8.002,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,104.26,FLYING
160.14,ASCENT,RKT_SUSTAIN,276.4,80,-196.4,12379.2,240.23,30.43,5.18,90.37,-0.073,1,0,0,0,0,0,0,0,0,0,90.37,25,0,0,0,0,0,0,0,0,90.4,1,0,0.012,0,0,3,0,0,0,11.5,-10.501,0,0,1,1,0,0,VALID,31387,28809.6,1.905,15273,0,1,0,-2865.45,7.773,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,106.82,FLYING
162.7,ASCENT,RKT_SUSTAIN,252.94,80,-172.94,12986.13,233.82,31.29,6.04,90.38,-0.08,1,0,0,0,0,0,0,0,0,0,90.38,25,0,0,0,0,0,0,0,0,90.4,1,0,0.012,0,0,3,0,0,0,11.5,-10.501,0,0,1,1,0,0,VALID,26392.3,24271.4,1.856,15707,0,1,0,-2709.04,7.552,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,109.38,FLYING
165.26,ASCENT,RKT_SUSTAIN,231.69,80,-151.69,13576.83,227.5,32.35,7.09,90.38,-0.093,1,0,0,0,0,0,0,0,0,0,90.38,25,0,0,0,0,0,0,0,0,90.4,1,0,0.012,0,0,3,0,0,0,11.5,-10.501,0,0,1,1,0,0,VALID,22257.6,20495.9,1.807,16132,0,1,0,-2570.51,7.335,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,111.94,FLYING
167.82,ASCENT,RKT_SUSTAIN,212.3,80,-132.3,14151.45,221.23,33.55,8.27,90.39,-0.119,1,0,0,0,0,0,0,0,0,0,90.39,25,0,0,0,0,0,0,0,0,90.4,1,0,0.012,0,0,3,0,0,0,11.5,-10.501,0,0,1,1,0,0,VALID,18805.7,17331.1,1.758,16549,0,1,0,-2472.46,7.121,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,114.5,FLYING
170.38,ASCENT,RKT_SUSTAIN,194.59,80,-114.59,14710.02,214.99,34.63,9.35,90.42,-0.194,1,0,0,0,0,0,0,0,0,0,90.42,25,0,0,0,0,0,0,0,0,90.4,1,0,0.012,0,0,3,0,0,0,11.5,-10.501,0,0,1,1,0,0,VALID,15909.5,14671.1,1.709,16955,0,1,0,-2405.91,6.909,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,117.06,FLYING
172.94,ASCENT,RKT_SUSTAIN,178.36,80,-98.36,15252.31,208.48,36.5,11.22,90.46,-0.285,1,0,0,0,0,0,0,0,0,0,90.46,25,0,0,0,0,0,0,0,0,90.4,1,0,0.012,0,0,3,0,0,0,11.5,-10.501,0,0,1,1,0,0,VALID,13474.7,12431.5,1.659,17348,0,1,0,-2369.18,6.689,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,119.62,FLYING
175.5,ASCENT,RKT_SUSTAIN,163.37,80,-83.37,15778.18,202.19,37.32,12.02,90.49,-0.313,1,0,0,0,0,0,0,0,0,0,90.49,24.895,0,0,0,0,0,0,0,0,90.4,1,0,0.012,0,0,3,0,0,0,11.5,-10.501,0,0,1,1,0,0,VALID,11413.6,10529.7,1.608,17732,0,1,0,-2395.92,6.477,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,122.16,FLYING
178.02,ASCENT,RKT_SUSTAIN,149.73,80,-69.73,16278.41,194.32,39.39,14.3,90.51,-0.284,1,0,0,0,0,0,0,0,0,0,90.51,24.326,0,0,0,0,0,0,0,0,90.4,1,0,0.012,0,0,3,0,0,0,11.5,-10.501,0,0,1,1,0,0,VALID,9684.6,8940.1,1.556,18087,0,1,0,-2363.66,6.216,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,124.7,FLYING
180.56,ASCENT,RKT_SUSTAIN,137.3,80,-57.3,16758.89,183.93,38.86,14.36,90.47,-0.185,1,0,0,0,0,0,0,0,0,0,90.47,23.393,0,0,0,0,0,0,0,0,90.4,1,0,0.012,0,0,3,0,0,0,11.5,-10.501,0,0,1,1,0,0,VALID,8222.4,7601.4,1.503,18396,0,1,0,-2214.86,5.877,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,127.22,FLYING
183.12,ASCENT,RKT_SUSTAIN,126.38,80,-46.38,17213.5,171.34,37.13,13.63,90.43,-0.113,1,0,0,0,0,0,0,0,0,0,90.43,22.108,0,0,0,0,0,0,0,0,90.4,1,0,0.012,0,0,3,0,0,0,11.5,-10.501,0,0,1,1,0,0,VALID,7020.1,6512.7,1.455,18649,0,1,0,-1949.17,5.471,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,129.78,FLYING
185.68,ASCENT,RKT_SUSTAIN,116.98,80,-36.98,17633.6,157.15,34.71,12.59,90.41,-0.066,1,0,0,0,0,0,0,0,0,0,90.41,20.535,0,0,0,0,0,0,0,0,90.4,1,0,0.012,0,0,3,0,0,0,11.5,-10.501,0,0,1,1,0,0,VALID,6048.8,5640.8,1.411,18852,0,1,0,-1641.59,5.016,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,132.34,FLYING
188.24,ASCENT,RKT_SUSTAIN,108.91,80,-28.91,18015.84,141.85,33.61,13.19,90.4,-0.044,1,0,0,0,0,0,0,0,0,0,90.4,18.745,0,0,0,0,0,0,0,0,90.4,1,0,0.012,0,0,3,0,0,0,11.5,-10.501,0,0,1,1,0,0,VALID,5269.8,4942,1.371,19010,0,1,0,-1372.35,4.526,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,134.9,FLYING
190.78,ASCENT,RKT_SUSTAIN,102.25,80,-22.25,18353.22,124.92,26.64,8.28,90.4,-0.036,1,0,0,0,0,0,0,0,0,0,90.4,16.665,0,0,0,0,0,0,0,0,90.4,1,0,0.012,0,0,3,0,0,0,11.5,-10.501,0,0,1,1,0,0,VALID,4651.3,4396.6,1.337,19132,0,1,0,-1059.33,3.988,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,137.44,FLYING
193.34,ASCENT,RKT_SUSTAIN,96.64,80,-16.64,18650.56,107.02,29.54,13.46,90.41,-0.026,1,0,0,0,0,0,0,0,0,0,90.41,14.391,0,0,0,0,0,0,0,0,90.4,1,0,0.012,0,0,3,0,0,0,11.5,-10.501,0,0,1,1,0,0,DEGRADED,4168,3964.7,1.307,19219,0,1,0,-836.48,3.416,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,140.02,FLYING
195.88,ASCENT,RKT_SUSTAIN,91.76,80,-11.76,18900.37,89.58,29.36,15.69,90.41,-0.023,1,0,0,0,0,0,0,0,0,0,90.41,12.151,0,0,0,0,0,0,0,0,90.4,1,0,0.012,0,0,3,0,0,0,11.5,-10.501,0,0,1,1,0,0,VALID,3774.5,3608.3,1.278,19288,0,1,0,-819.88,2.86,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,142.54,FLYING
198.44,ASCENT,RKT_SUSTAIN,87.53,80,-7.53,19107.05,71.86,31.08,19.91,90.42,-0.022,1,0,0,0,0,0,0,0,0,0,90.42,9.835,0,0,0,0,0,0,0,0,90.4,1,0,0.012,0,0,3,0,0,0,11.5,-10.501,0,0,1,1,0,0,VALID,3453,3315.6,1.25,19342,0,1,0,-887.87,2.294,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,145.1,FLYING
201,ASCENT,RKT_SUSTAIN,83.99,80,-3.99,19267.63,54.19,28.58,20.01,90.42,-0.023,1,0,0,0,0,0,0,0,0,0,90.42,7.487,0,0,0,0,0,0,0,0,90.4,1,0,0.012,0,0,3,0,0,0,11.5,-10.501,0,0,1,1,0,0,VALID,3189.8,3080.1,1.224,19386,0,1,0,-956.02,1.731,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,147.66,FLYING
203.56,ASCENT,RKT_SUSTAIN,81.25,80,-1.25,19382.48,36.25,25.83,20.01,90.43,-0.023,1,0,0,0,0,0,0,0,0,0,90.43,5.056,0,0,0,0,0,0,0,0,90.4,1,0,0.012,0,0,3,0,0,0,11.5,-10.501,0,0,1,1,0,0,VALID,2987.3,2904.6,1.202,19420,0,1,0,-957.92,1.16,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,150.22,FLYING
206.12,ASCENT,RKT_SUSTAIN,79.27,80,0.73,19451.2,18.23,22.98,20.01,90.43,-0.022,1,0,0,0,0,0,0,0,0,0,90.43,2.577,0,0,0,0,0,0,0,0,90.4,1,0,0.012,0,0,3,0,0,0,11.5,-10.501,0,0,1,1,0,0,VALID,2840.2,2781.9,1.184,19443,0,1,0,-931.35,0.587,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,152.78,FLYING
208.68,ASCENT,RKT_SUSTAIN,78.02,80,1.98,19473.86,0.29,20.06,20.01,90.43,-0.02,1,0,0,0,0,0,0,0,0,0,90.43,0.079,0,0,0,0,0,0,0,0,90.4,1,0,0.012,0,0,3,0,0,0,11.5,-10.501,0,0,1,1,0,0,VALID,2743.4,2707.3,1.171,19457,0,1,0,-891.48,0.017,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,155.34,FLYING
211.24,ASCENT,RKT_SUSTAIN,77.48,80,2.52,19450.7,-17.54,17.11,20.01,90.43,-0.018,1,0,0,0,0,0,0,0,0,0,90.43,0.139,0,0,0,0,0,0,0,0,90.4,1,0,0.012,0,0,3,0,0,0,11.5,-10.501,0,0,1,1,0,0,VALID,2692.9,2677.3,1.163,19462,0,1,0,-851.95,2.017,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,157.92,FLYING
213.8,ASCENT,RKT_SUSTAIN,77.63,80,2.37,19382.06,-35.22,14.15,20.01,90.43,-0.016,1,0,0,0,0,0,0,0,0,0,90.43,0.2,0,0,0,0,0,0,0,0,90.4,1,0,0.012,0,0,3,0,0,0,11.5,-10.501,0,0,1,1,0,0,VALID,2686,2690.1,1.158,19457,0,1,0,-819.09,4.017,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,160.48,FLYING
216.36,ASCENT,RKT_SUSTAIN,78.46,80,1.54,19268.41,-52.7,11.22,20.01,90.43,-0.015,1,0,0,0,0,0,0,0,0,0,90.43,0.275,0,0,0,0,0,0,0,0,90.4,1,0,0.012,0,0,3,0,0,0,11.5,-10.501,0,0,1,1,0,0,VALID,2721.9,2745.5,1.158,19443,0,1,0,-795.72,6.017,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,163.04,FLYING
218.92,ASCENT,RKT_SUSTAIN,79.95,80,0.05,19110.31,-69.94,8.34,20.01,90.44,-0.015,1,0,0,0,0,0,0,0,0,0,90.44,0.374,0,0,0,0,0,0,0,0,90.4,1,0,0.012,0,0,3,0,0,0,11.5,-10.501,0,0,1,1,0,0,VALID,2801.2,2844.8,1.161,19417,0,1,0,-783.14,8.017,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,165.6,FLYING
221.48,ASCENT,RKT_SUSTAIN,82.14,80,-2.14,18908.47,-86.88,5.55,20.01,90.44,-0.014,1,0,0,0,0,0,0,0,0,0,90.44,0.509,0,0,0,0,0,0,0,0,90.4,1,0,0.012,0,0,3,0,0,0,11.5,-10.501,0,0,1,1,0,0,VALID,2926,2991,1.168,19380,0,1,0,-782.02,10.017,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,168.16,FLYING
224.02,ASCENT,RKT_SUSTAIN,84.99,80,-4.99,18665.84,-103.32,2.87,20.01,90.44,-0.013,1,0,0,0,0,0,0,0,0,0,90.44,0.708,0,0,0,0,0,0,0,0,90.4,1,0,0.012,0,0,3,0,0,0,11.5,-10.501,0,0,1,1,0,0,VALID,3099.4,3186.5,1.178,19330,0,1,0,-789.15,12.017,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,170.7,FLYING
226.54,ASCENT,RKT_SUSTAIN,88.51,80,-8.51,18384.41,-119.2,0.34,20.01,90.44,-0.012,1,0,0,0,0,0,0,0,0,0,90.44,0.981,0,0,0,0,0,0,0,0,90.4,1,0,0.012,0,0,3,0,0,0,11.5,-10.501,0,0,1,1,0,0,VALID,3324.3,3435.9,1.191,19265,0,1,0,-807.69,14.017,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,173.22,FLYING
229.08,ASCENT,RKT_SUSTAIN,92.79,80,-12.79,18060.94,-134.67,-2.06,20.01,90.44,-0.012,1,0,0,0,0,0,0,0,0,0,90.44,1.313,0,0,0,0,0,0,0,0,90.4,1,0,0.012,0,0,3,0,0,0,11.5,-10.501,0,0,1,1,0,0,VALID,3608.9,3750.3,1.206,19184,0,1,0,-844.98,16.017,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,175.76,FLYING
231.6,ASCENT,RKT_SUSTAIN,97.79,80,-17.79,17702.13,-149.29,-4.26,20.01,90.45,-0.011,1,0,0,0,0,0,0,0,0,0,90.45,1.757,0,0,0,0,0,0,0,0,90.4,1,0,0.012,0,0,3,0,0,0,11.5,-10.501,0,0,1,1,0,0,VALID,3962.1,4134.8,1.223,19082,0,1,0,-879.24,18.017,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,178.28,FLYING
234.16,ASCENT,RKT_SUSTAIN,103.65,80,-23.65,17301.14,-163.21,-6.28,20.01,90.45,-0.012,1,0,0,0,0,0,0,0,0,0,90.45,2.302,0,0,0,0,0,0,0,0,90.4,1,0,0.012,0,0,3,0,0,0,11.5,-10.501,0,0,1,1,0,0,VALID,4396.5,4610,1.242,18955,0,1,0,-928.2,20.017,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,180.84,FLYING
236.68,ASCENT,RKT_SUSTAIN,110.2,80,-30.2,16873.12,-175.75,-8.03,20.01,90.46,-0.011,1,0,0,0,0,0,0,0,0,0,90.46,3.016,0,0,0,0,0,0,0,0,90.4,1,0,0.012,0,0,3,0,0,0,11.5,-10.501,0,0,1,1,0,0,VALID,4917.6,5171.3,1.262,18799,0,1,0,-976.51,22.017,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,183.36,FLYING
239.18,ASCENT,RKT_SUSTAIN,117.44,80,-37.44,16419.02,-186.83,-9.49,20.01,90.47,-0.011,1,0,0,0,0,0,0,0,0,0,90.47,3.908,0,0,0,0,0,0,0,0,90.4,1,0,0.012,0,0,3,0,0,0,11.5,-10.501,0,0,1,1,0,0,VALID,5533.3,5829.5,1.282,18608,0,1,0,-1033.5,24.017,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,185.86,FLYING
241.72,ASCENT,RKT_SUSTAIN,125.46,80,-45.46,15931.46,-196.41,-10.69,20.01,90.47,-0.011,1,0,0,0,0,0,0,0,0,0,90.47,3.963,0,0,0,0,0,0,0,0,90.4,1,0,0.012,0,0,3,0,0,0,11.5,-10.501,0,0,1,1,0,0,VALID,6257.6,6607.9,1.302,18374,0,1,0,-1119.87,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,188.4,FLYING
244.28,ASCENT,RKT_SUSTAIN,133.99,80,-53.99,15418.02,-204.09,-11.57,20.01,90.48,-0.011,1,0,0,0,0,0,0,0,0,0,90.48,3.252,0,0,0,0,0,0,0,0,90.4,1,0,0.012,0,0,3,0,0,0,11.5,-10.501,0,0,1,1,0,0,VALID,7093.8,7494.7,1.319,18088,0,1,0,-1226.83,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,190.96,FLYING
246.84,ASCENT,RKT_SUSTAIN,143.02,80,-63.02,14887.81,-209.56,-12.12,20,90.5,-0.011,1,0,0,0,0,0,0,0,0,0,90.5,2.786,0,0,0,0,0,0,0,0,90.4,1,0,0.012,0,0,3,0,0,0,11.5,-10.501,0,0,1,1,0,0,VALID,8045.2,8499.2,1.334,17745,0,1,0,-1349.08,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,193.52,FLYING
249.4,ASCENT,RKT_SUSTAIN,152.63,80,-72.63,14344.96,-213.1,-18.87,13.63,90.52,-0.014,1,0,0,0,0,0,0,0,0,0,90.52,2.553,0,0,0,0,0,0,0,0,90.4,1,0,0.012,0,0,3,0,0,0,11.5,-10.501,0,0,1,1,0,0,DEGRADED,9115.1,9630.6,1.346,17339,0,1,0,-1425.75,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,196.08,FLYING
251.94,ASCENT,RKT_SUSTAIN,165.7,80,-85.7,13787.82,-224.54,-26.54,6.76,90.52,-0.009,1,0,0,0,0,0,0,0,0,0,90.52,1.639,0,0,0,0,0,0,0,0,90.4,1,0,0.012,0,0,3,0,0,0,11.5,-10.501,0,0,1,1,0,0,VALID,10515.3,11231.4,1.377,16971,0,1,0,-911.16,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,198.62,FLYING
254.48,ASCENT,RKT_SUSTAIN,179.17,80,-99.17,13212.12,-228.22,-25.31,8.08,90.51,0.018,1,0,0,0,0,0,0,0,0,0,90.51,1.562,0,0,0,0,0,0,0,0,90.4,1,0,0.012,0,0,3,0,0,0,11.5,-10.501,0,0,1,1,0,0,DEGRADED,12227.9,13041.3,1.402,16585,0,1,0,-730.4,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,201.16,FLYING
257.02,ASCENT,RKT_SUSTAIN,194.02,80,-114.02,12625.94,-231.82,-20.83,12.34,90.5,0.015,1,0,0,0,0,0,0,0,0,0,90.5,1.502,0,0,0,0,0,0,0,0,90.4,1,0,0.012,0,0,3,0,0,0,11.5,-10.501,0,0,1,1,0,0,DEGRADED,14234.7,15195.5,1.429,16151,0,1,0,-582.87,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,203.7,FLYING
259.58,ASCENT,RKT_SUSTAIN,208.94,80,-128.94,12034.81,-229.41,-21.78,10.46,90.49,0.012,1,0,0,0,0,0,0,0,0,0,90.49,2.064,0,0,0,0,0,0,0,0,90.4,1,0,0.012,0,0,3,0,0,0,11.5,-10.501,0,0,1,1,0,0,VALID,16468.1,17532.7,1.449,15602,0,1,0,-614.29,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,206.26,FLYING
