time_s,phase,ias_mps,aoa_deg,vs_mps,agl_m,lift_kN,weight_kN,lift_ratio,vs1g_est_mps
#ROTATE,t_s=21.48,ias_mps=111.874,aoa_deg=1.411
21.48,TAKEOFF:TO_ROTATE,111.874,1.411,-0.066,4.039,109.529,968.682,0.11307,332.702
21.78,TAKEOFF:TO_ROTATE,114.662,1.595,-0.088,4.093,122.558,968.619,0.12653,322.348
22.12,TAKEOFF:TO_ROTATE,117.867,1.726,-0.066,4.131,130.681,968.551,0.13492,320.883
22.42,TAKEOFF:TO_ROTATE,120.736,1.881,-0.075,4.177,138.072,968.49,0.14256,319.766
22.72,TAKEOFF:TO_ROTATE,123.644,2.262,-0.345,4.278,154.06,968.428,0.15908,310
23.02,TAKEOFF:TO_ROTATE,126.588,2.567,0.109,4.401,172.805,968.366,0.17845,299.664
23.36,TAKEOFF:TO_ROTATE,129.964,3.461,-0.149,4.648,221.93,968.294,0.2292,271.469
23.66,TAKEOFF:TO_ROTATE,132.97,4.191,0.017,4.879,266.657,968.23,0.27541,253.378
23.96,TAKEOFF:TO_ROTATE,135.995,4.949,0.007,5.102,316.682,968.165,0.32709,237.786
24.26,TAKEOFF:TO_ROTATE,139.035,5.553,0.142,5.323,361.356,968.099,0.37326,227.572
24.6,TAKEOFF:TO_ROTATE,142.504,6.158,0.018,5.613,410.532,968.024,0.42409,218.825
24.9,TAKEOFF:TO_ROTATE,145.576,6.94,-0.025,5.775,477.378,967.956,0.49318,207.294
25.2,TAKEOFF:TO_ROTATE,148.646,7.48,0.215,6.031,535.875,967.888,0.55365,199.771
25.5,TAKEOFF:TO_ROTATE,151.712,8.217,-0.066,6.193,612.531,967.819,0.6329,190.701
25.84,TAKEOFF:TO_ROTATE,155.176,8.551,0.173,6.335,667.443,967.74,0.68969,186.852
26.14,TAKEOFF:TO_ROTATE,158.24,8.681,-0.049,6.337,706.007,967.669,0.7296,185.258
26.44,TAKEOFF:TO_ROTATE,161.336,8.326,0.097,6.215,706.407,967.597,0.73006,188.822
26.74,TAKEOFF:TO_ROTATE,164.506,7.664,-0.007,5.998,678.625,967.525,0.7014,196.425
27.08,TAKEOFF:TO_ROTATE,168.229,6.593,0.027,5.641,613.674,967.441,0.63433,211.225
27.38,TAKEOFF:TO_ROTATE,171.647,5.571,0.015,5.324,539.164,967.367,0.55735,229.917
27.68,TAKEOFF:TO_ROTATE,175.183,4.739,0.052,5.064,478.62,967.291,0.4948,249.043
27.98,TAKEOFF:TO_ROTATE,178.816,4.274,0.155,4.95,449.633,967.214,0.46487,262.264
28.32,TAKEOFF:TO_ROTATE,183.024,4.37,0.204,5.006,481.099,967.126,0.49745,259.496
28.62,TAKEOFF:TO_ROTATE,186.788,4.973,0.308,5.235,562.897,967.047,0.58208,244.826
28.92,TAKEOFF:TO_ROTATE,190.567,6.095,0.351,5.619,702.14,966.967,0.72613,223.636
29.22,TAKEOFF:TO_ROTATE,194.309,7.637,0.43,6.133,905.28,966.885,0.93628,200.812
29.56,TAKEOFF:TO_ROTATE,198.418,9.231,1.235,6.777,1115.299,966.797,1.1536,184.737
29.78,TAKEOFF:TO_ROTATE,200.957,9.517,2.32,7.279,1194.044,966.735,1.23513,180.821
#LIFTOFF,t_s=30,ias_mps=203.506,aoa_deg=9.75,vs_mps=2.98,lift_ratio=1.1828
30,TAKEOFF:TO_ROTATE,203.506,9.75,2.98,7.944,1143.378,966.673,1.1828,187.121
30.22,TAKEOFF:TO_CLIMB,206.051,10.912,3.575,8.999,1234.44,966.611,1.27708,182.333
30.48,TAKEOFF:TO_CLIMB,208.851,13.687,5.027,10.945,1548.138,966.536,1.60174,165.022
30.68,TAKEOFF:TO_CLIMB,210.621,15.682,8.079,12.925,2030.616,966.478,2.10105,145.306
30.88,TAKEOFF:TO_CLIMB,211.746,15.557,11.856,15.06,2140.529,966.421,2.2149,142.278
31.08,TAKEOFF:TO_CLIMB,212.757,13.822,14.515,17.372,1756.525,966.364,1.81766,157.807
31.28,TAKEOFF:TO_CLIMB,214.343,12.436,16.115,22.187,1478.737,966.307,1.5303,173.269
31.54,TAKEOFF:TO_CLIMB,216.678,11.624,18.455,33.672,1551.574,966.234,1.6058,170.989
31.74,TAKEOFF:TO_CLIMB,218.478,10.987,19.899,39.591,1383.422,966.177,1.43185,182.583
31.94,TAKEOFF:TO_CLIMB,220.341,10.282,21.827,44.148,1450.825,966.121,1.5017,179.806
32.14,TAKEOFF:TO_CLIMB,222.243,9.483,23.245,49.827,1365.214,966.065,1.41317,186.952
32.34,TAKEOFF:TO_CLIMB,224.238,8.608,24.414,54.636,1209.178,966.009,1.25173,200.426
32.6,TAKEOFF:TO_CLIMB,226.959,7.865,25.821,62.99,1213.424,965.936,1.25622,202.496
32.8,TAKEOFF:TO_CLIMB,229.101,7.34,26.758,70.577,1138.405,965.88,1.17862,211.028
33,TAKEOFF:TO_CLIMB,231.285,6.816,27.587,77.738,1056.087,965.824,1.09346,221.181
33.2,TAKEOFF:TO_CLIMB,233.513,6.561,28.397,87.131,1101.515,965.767,1.14056,218.652
33.4,TAKEOFF:TO_CLIMB,235.759,6.326,29.121,96.739,1062.466,965.711,1.10019,224.767
33.66,TAKEOFF:TO_CLIMB,238.703,6.074,30.207,111.126,1095.135,965.638,1.13411,224.146
33.86,TAKEOFF:TO_CLIMB,240.988,5.763,30.827,122.4,992.527,965.581,1.02791,237.695
34.06,TAKEOFF:TO_CLIMB,243.307,5.53,31.517,133.855,1000.31,965.524,1.03603,239.039
34.26,TAKEOFF:TO_CLIMB,245.65,5.255,32.162,146.206,984.642,965.467,1.01986,243.247
34.46,TAKEOFF:TO_CLIMB,248.028,5.011,32.703,160.619,957.293,965.409,0.99159,249.077
34.74,TAKEOFF:TO_CLIMB,251.405,4.721,33.396,180.438,932.819,965.329,0.96632,255.748
34.94,TAKEOFF:TO_CLIMB,253.855,4.604,33.757,187.138,883.125,965.271,0.9149,265.399
35.14,TAKEOFF:TO_CLIMB,256.339,4.515,34.266,193.934,908.481,965.212,0.94122,264.222
35.34,TAKEOFF:TO_CLIMB,258.86,4.458,34.635,200.82,861.799,965.154,0.89291,273.943
35.54,TAKEOFF:TO_CLIMB,261.414,4.389,35.098,207.789,894.908,965.095,0.92728,271.471
35.8,TAKEOFF:TO_CLIMB,264.789,4.349,35.61,216.978,904.269,965.018,0.93705,273.538
36,TAKEOFF:TO_CLIMB,267.427,4.318,35.999,224.137,910.057,964.958,0.94311,275.375
36.2,TAKEOFF:TO_CLIMB,270.101,4.244,36.373,231.365,841.494,964.898,0.87211,289.229
36.4,TAKEOFF:TO_CLIMB,272.816,4.259,36.726,238.684,847.853,964.837,0.87875,291.029
36.6,TAKEOFF:TO_CLIMB,275.565,4.239,37.184,246.076,899.645,964.776,0.93249,285.366
36.86,TAKEOFF:TO_CLIMB,279.197,4.217,37.53,255.8,808.931,964.696,0.83853,304.895
37.06,TAKEOFF:TO_CLIMB,282.029,4.216,38.154,263.377,893.104,964.634,0.92585,293.105
37.26,TAKEOFF:TO_CLIMB,284.898,4.064,38.382,271.005,759.259,964.572,0.78715,321.116
37.46,TAKEOFF:TO_CLIMB,287.814,4.162,38.896,278.753,925.763,964.509,0.95983,293.775
37.66,TAKEOFF:TO_CLIMB,290.762,4.049,39.264,286.553,814.621,964.445,0.84465,316.372
37.92,TAKEOFF:TO_CLIMB,294.672,4.04,39.82,296.838,854.439,964.362,0.88601,313.053
38.12,DONE,297.726,4.013,40.301,305.651,853.448,964.291,0.88505,316.469
#EST,vs_from_lof=188.431,vs_from_lift=187.121,vs_from_alpha=149.773,vs_to_est=188.431,vr_next=197.853
