t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_intg,aa_hdg_cmd_deg,aa_fpa_cmd_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,yaw_cmd,roll_cmd,flaps_cur,flaps_tgt,phase_el_s,status
118.32,ROLLOUT,ILS_TRACK,70.53,76,5.47,1.67,-0.11,-0.54,-0.44,270.38,0.032,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.4,0.489,-0.01,-0.014,0,0,-0.0024,1,1,0.98,LANDED
118.5,ROLLOUT,ILS_TRACK,70.43,76,5.57,1.66,-0.06,-0.71,-0.66,270.39,0.033,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.4,0.49,-0.01,-0.011,0,0,-0.0022,1,1,1.16,LANDED
118.68,ROLLOUT,ILS_TRACK,70.33,76,5.67,1.66,-0.08,-0.62,-0.57,270.41,0.074,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.4,0.492,-0.01,0.01,0,0,-0.0048,1,1,1.34,LANDED
118.88,ROLLOUT,ILS_TRACK,70.22,76,5.78,1.66,-0.07,-0.62,-0.56,270.4,0.077,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.4,0.495,-0.01,0.004,0,0,-0.0057,1,1,1.54,LANDED
119.06,ROLLOUT,ILS_TRACK,70.11,76,5.89,1.66,-0.07,-0.65,-0.59,270.37,0.005,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.4,0.497,-0.01,-0.021,0,0,-0.001,1,1,1.72,LANDED
119.24,ROLLOUT,ILS_TRACK,70,76,6,1.66,-0.07,-0.63,-0.57,270.38,-0.011,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.4,0.499,-0.01,-0.029,0,0,0.001,1,1,1.9,LANDED
119.42,ROLLOUT,ILS_TRACK,69.88,76,6.12,1.66,-0.07,-0.64,-0.58,270.43,0.075,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.4,0.501,-0.01,0.016,0,0,-0.0043,1,1,2.08,LANDED
119.6,ROLLOUT,ILS_TRACK,69.77,76,6.23,1.66,-0.06,-0.64,-0.59,270.43,0.162,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.4,0.504,-0.01,0.039,0,0,-0.0114,1,1,2.26,LANDED
119.78,ROLLOUT,ILS_TRACK,69.66,76,6.34,1.66,-0.07,-0.63,-0.58,270.36,0.089,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.4,0.506,-0.01,-0.02,0,0,-0.0076,1,1,2.44,LANDED
119.98,ROLLOUT,ILS_TRACK,69.53,76,6.47,1.66,-0.06,-0.64,-0.59,270.35,-0.076,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.4,0.508,-0.01,-0.063,0,0,0.005,1,1,2.64,LANDED
120.16,ROLLOUT,ILS_TRACK,69.41,76,6.59,1.66,-0.06,-0.64,-0.59,270.45,0.004,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.4,0.511,-0.01,0.026,0,0,0.0013,1,1,2.82,LANDED
120.34,ROLLOUT,ILS_TRACK,69.3,76,6.7,1.66,-0.06,-0.63,-0.58,270.49,0.225,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.4,0.513,-0.01,0.096,0,0,-0.0153,1,1,3,LANDED
120.52,ROLLOUT,ILS_TRACK,69.19,76,6.81,1.66,-0.06,-0.63,-0.59,270.34,0.145,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.4,0.515,-0.01,-0.017,0,0,-0.013,1,1,3.18,LANDED
120.7,ROLLOUT,ILS_TRACK,69.07,76,6.93,1.66,-0.06,-0.63,-0.59,270.25,-0.188,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.4,0.518,-0.01,-0.152,0,0,0.0117,1,1,3.36,LANDED
120.88,ROLLOUT,ILS_TRACK,68.96,76,7.04,1.66,-0.05,-0.63,-0.59,270.45,-0.146,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.4,0.52,-0.01,-0.009,0,0,0.0136,1,1,3.54,LANDED
121.08,ROLLOUT,ILS_TRACK,68.83,76,7.17,1.66,-0.06,-0.63,-0.59,270.66,0.442,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.4,0.522,-0.01,0.254,0,0,-0.0292,1,1,3.74,LANDED
121.26,ROLLOUT,ILS_TRACK,68.72,76,7.28,1.66,-0.05,-0.63,-0.59,270.39,0.44,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.4,0.525,-0.01,0.092,0,0,-0.037,1,1,3.92,LANDED
121.44,ROLLOUT,ILS_TRACK,68.61,76,7.39,1.66,-0.06,-0.62,-0.57,269.95,-0.44,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.4,0.527,-0.011,-0.371,0,0,0.0248,1,1,4.1,LANDED
121.62,ROLLOUT,ILS_TRACK,68.49,76,7.51,1.66,-0.05,-0.6,-0.56,269.89,-1.07,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.4,0.529,-0.01,-0.541,0,0,0.0804,1,1,4.28,LANDED
121.8,ROLLOUT,ILS_TRACK,68.38,76,7.62,1.66,-0.06,-0.59,-0.55,270.36,-0.437,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.4,0.531,-0.008,-0.179,0,0,0.0438,1,1,4.46,LANDED
121.98,ROLLOUT,ILS_TRACK,68.26,76,7.74,1.66,-0.1,-0.57,-0.46,271.09,1.113,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.4,0.534,-0.006,0.523,0,0,-0.0726,1,1,4.64,LANDED
122.18,ROLLOUT,ILS_TRACK,68.13,76,7.87,1.66,-0.04,-0.56,-0.55,271.75,2.413,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.4,0.536,-0.008,1.257,0,0,-0.1808,1,1,4.84,LANDED
122.36,ROLLOUT,ILS_TRACK,68.02,76,7.98,1.66,-0.05,-0.54,-0.5,271.79,2.526,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.4,0.539,-0.013,1.437,0,0,-0.2011,1,1,5.02,LANDED
122.54,ROLLOUT,ILS_TRACK,67.91,76,8.09,1.66,-0.06,-0.54,-0.49,271.29,1.157,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.39,0.541,-0.02,1.043,0,0,-0.1077,1,1,5.2,LANDED
122.72,ROLLOUT,ILS_TRACK,67.79,76,8.21,1.66,-0.03,-0.44,-0.42,270.51,-1.024,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.39,0.543,-0.025,0.308,0,0,0.0619,1,1,5.38,LANDED
122.9,ROLLOUT,ILS_TRACK,67.67,76,8.33,1.66,-0.05,-0.5,-0.47,269.68,-2.677,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.39,0.546,-0.028,-0.525,0,0,0.2016,1,1,5.56,LANDED
123.08,ROLLOUT,ILS_TRACK,67.55,76,8.45,1.66,0.02,-0.55,-0.59,268.83,-3.186,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.39,0.548,-0.027,-1.373,0,0,0.253,1,1,5.74,LANDED
123.28,ROLLOUT,ILS_TRACK,67.42,76,8.58,1.66,-0.01,-0.74,-0.74,267.94,-3.055,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.39,0.551,-0.02,-2.285,0,0,0.2464,1,1,5.94,LANDED
123.46,ROLLOUT,ILS_TRACK,67.3,76,8.7,1.66,-0.04,-0.82,-0.8,267.42,-2.729,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.4,0.553,-0.011,-2.911,0,0,0.2238,1,1,6.12,LANDED
123.64,ROLLOUT,ILS_TRACK,67.19,76,8.81,1.66,-0.07,-0.74,-0.69,267.59,-1.953,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.4,0.555,0.002,-2.905,0,0,0.1699,1,1,6.3,LANDED
123.82,ROLLOUT,ILS_TRACK,67.08,76,8.92,1.66,-0.08,-0.58,-0.53,268.21,0.095,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.41,0.557,0.015,-2.366,0,0,0.0135,1,1,6.48,LANDED
124,ROLLOUT,ILS_TRACK,66.96,76,9.04,1.66,-0.09,-0.42,-0.38,269.05,2.313,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.42,0.56,0.027,-1.565,0,0,-0.1715,1,1,6.66,LANDED
124.18,ROLLOUT,ILS_TRACK,66.84,76,9.16,1.66,0.07,-0.43,-0.51,270.11,3.518,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.42,0.562,0.035,-0.572,0,0,-0.2841,1,1,6.84,LANDED
124.38,ROLLOUT,ILS_TRACK,66.71,76,9.29,1.67,0.29,-0.8,-1.01,271.53,3.654,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.42,0.565,0.039,0.805,0,0,-0.3038,1,1,7.04,LANDED
124.56,ROLLOUT,ILS_TRACK,66.58,76,9.42,1.66,0.03,-1.41,-1.44,272.82,3.677,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.42,0.567,0.037,2.119,0,0,-0.3034,1,1,7.22,LANDED
124.74,ROLLOUT,ILS_TRACK,66.45,76,9.55,1.66,0.01,-1.53,-1.61,274.08,4.061,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.42,0.57,0.029,3.378,0,0,-0.3349,1,1,7.4,LANDED
124.92,ROLLOUT,ILS_TRACK,66.32,76,9.68,1.67,0,-1.48,-1.55,275.3,4.467,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.41,0.572,0.017,4.631,0,0,-0.3722,1,1,7.58,LANDED
125.1,ROLLOUT,ILS_TRACK,66.2,76,9.8,1.66,0,-1.62,-1.66,276.28,4.679,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.4,0.575,-0.001,5.685,0,0,-0.3936,1,1,7.76,LANDED
125.28,ROLLOUT,ILS_TRACK,66.08,76,9.92,1.66,-0.01,-1.69,-1.72,276.98,4.736,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.39,0.577,-0.024,6.476,0,0,-0.4028,1,1,7.94,LANDED
125.48,ROLLOUT,ILS_TRACK,65.95,76,10.05,1.66,-0.08,-1.65,-1.58,276.97,4.14,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.37,0.58,-0.054,6.669,0,0,-0.364,1,1,8.14,LANDED
125.66,ROLLOUT,ILS_TRACK,65.84,76,10.16,1.65,-0.29,-1.23,-1.09,276.3,1.686,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.35,0.582,-0.083,6.147,0,0,-0.1771,1,1,8.32,LANDED
125.84,ROLLOUT,ILS_TRACK,65.73,76,10.27,1.66,-0.13,-0.46,-0.38,275.18,-1.56,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.34,0.584,-0.111,5.11,0,0,0.1088,1,1,8.5,LANDED
126.02,ROLLOUT,ILS_TRACK,65.61,76,10.39,1.66,0.03,-0.45,-0.51,273.82,-3.238,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.32,0.587,-0.135,3.824,0,0,0.2705,1,1,8.68,LANDED
126.2,ROLLOUT,ILS_TRACK,65.47,76,10.53,1.66,0.25,-0.72,-0.85,272.12,-3.95,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.31,0.589,-0.154,2.218,0,0,0.3386,1,1,8.86,LANDED
126.38,ROLLOUT,ILS_TRACK,65.32,76,10.68,1.67,0.18,-1.44,-1.61,270.18,-4.601,0,16.624,270.4,-0.398,0.5,0.29,0.332,-0.02,-0.09,-0.398,-0.5,0.904,270.3,0.592,-0.165,0.296,0,0,0.3939,1,1,9.04,LANDED
