t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,gear_h_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,as_cmd_deg,as_cap_deg,as_raw_deg,as_spd_err_ms,as_active,aa_hdg_cmd_deg,aa_fpa_cmd_deg,aa_fbw,aa_dir,actual_fpa_deg,ftf_hdg_err_deg,ftf_fix_idx,kos_steer_pit_deg,kos_steer_hdg_deg,aa_dir_vx,aa_dir_vy,aa_dir_vz,aa_dir_pitch_deg,aa_dir_hdg_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,gs_latched,active_gs_ang_deg,ils_intercept_alt_m,d_gs_ms,fpa_preclamped_deg,gs_nom_alt_m,flare_fpa_cmd,flare_tgt_vs,flare_frac,flare_mode,flare_auth_limited,flare_vs_err,flare_fpa_err,flare_pitch_err,flare_pitch_in_cmd,elev_defl_avg_deg,elev_defl_max_deg,elev_defl_n,flare_ctrl_h_m,flare_req_up_a,flare_thr_floor,flare_tecs_et_err,flare_tecs_eb_err,flare_tecs_h_ref,flare_tecs_v_ref,flare_gamma_ref,flare_gamma_eb_term,flare_gamma_unsat,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_q_raw_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,asc_ab_thr_ratio,asc_ab_t_now,asc_ab_t_avail,asc_ab_ign_on,asc_ab_flameouts,asc_rk_t_now,asc_rk_t_avail,asc_rk_ign_on,asc_rk_flameouts,ship_thrust,ship_avail_thrust,ship_ign_on,ship_flameouts,ifc_raw_dt_s,ifc_dt_s,ifc_loop_n,ifc_hz_est,ifc_raw_dt_max_s,ifc_raw_dt_min_s,phase_el_s,status,craft_name,cfg_file
11.7,APPROACH,ILS_TRACK,150.02,152,1.98,688.26,609.94,-0.5,9.4,8.73,270.35,3.19,0.6,0,5.394,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.448,0,-1.976,0,270.35,0,0,1,-0.22,0,0,0.02,270.29,0.9958,0.0061,0.0913,0,270.35,1.48,-455.09,20.409,0.352,0,0,3,742.78,16.134,0,1143.86,0,0,0,,0,0,0,0,0,0,0,0,609.94,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,665.06,1082.32,2,0,1.06,0.5,11,0.94,1.06,1.06,11.7,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
12.76,APPROACH,ILS_TRACK,154.06,152,-2.06,687.88,609.7,-0.22,8.57,8.13,270.41,2.474,0.4,0,5.367,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.332,0,1.984,0,270.04,0,0,1,-0.08,0,0,0.02,270.35,0.9958,0.0008,0.0911,0,270.04,1.29,-446.69,20.238,0.043,0,0,3,742.78,16.79,0,1134.91,0,0,0,,0,0,0,0,0,0,0,0,609.7,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,609.92,1099.49,2,0,1.06,0.5,12,0.94,1.06,1.06,12.76,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
13.82,APPROACH,ILS_TRACK,157.99,152,-5.99,687.68,609.66,-0.16,8.03,7.87,270.2,0.528,0.2,0,5.34,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,20.221,0,5.925,0,269.79,0,0,1,-0.06,0,0,0.02,270.04,0.9959,-0.0037,0.0908,0,269.79,1.58,-437.87,20.063,-0.209,0,0,3,742.78,17.643,0,1125.73,0,0,0,,0,0,0,0,0,0,0,0,609.66,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502.57,1113.28,2,0,1.06,0.5,13,0.94,1.06,1.06,13.82,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
14.88,APPROACH,ILS_TRACK,161.01,152,-9.01,687.61,609.48,-0.07,7.83,7.81,269.96,-0.996,0,0,5.313,1,0.6,4.5,0.75,0.35,0.0168,0.4,7.815,19.364,7.815,8.966,1,269.73,0,0,1,-0.02,0,0,0.02,269.79,0.9959,-0.0048,0.0905,0,269.73,1.97,-428.69,19.884,-0.273,0,0,3,742.78,18.367,0,1116.35,0,0,0,,0,0,0,0,0,0,0,0,609.48,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356.57,1121,2,0,1.06,0.5,14,0.94,1.06,1.06,14.88,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
15.94,APPROACH,ILS_TRACK,162.57,152,-10.57,687.64,609.4,-0.04,7.81,7.96,269.83,-1.324,0,0,5.287,1,0.6,4.5,0.75,0.35,0.0168,0.4,9.271,18.912,9.271,10.569,1,269.82,0,0,1,-0.01,0,0,0.02,269.73,0.9959,-0.0032,0.0902,0,269.82,2.16,-419.25,19.703,-0.183,0,0,3,742.78,18.874,0,1106.86,0,0,0,,0,0,0,0,0,0,0,0,609.4,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245.96,1121.96,2,0,1.06,0.5,15,0.94,1.06,1.06,15.94,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
17,APPROACH,ILS_TRACK,162.64,152,-10.64,687.73,609.45,0.01,7.98,8.22,269.86,-0.648,0,0,5.26,1,0.6,4.5,0.75,0.35,0.0168,0.4,9.333,18.893,9.333,10.639,1,269.95,0,0,1,0,0,0,0.02,269.82,0.996,-0.0009,0.0899,0,269.95,2.1,-409.69,19.521,-0.054,0,0,3,742.78,19.128,0,1097.33,0,0,0,,0,0,0,0,0,0,0,0,609.45,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.92,1118.03,2,0,1.06,0.5,16,0.94,1.06,1.06,17,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
18.06,APPROACH,ILS_TRACK,161.65,152,-9.65,687.86,609.51,0.02,8.25,8.57,269.91,-0.165,0,0,5.234,1,0.6,4.5,0.75,0.35,0.0168,0.4,8.446,19.171,8.446,9.65,1,270.02,0,0,1,0.01,0,0,0.02,269.95,0.996,0.0004,0.0896,0,270.02,1.91,-400.1,19.34,0.02,0,0,3,742.78,19.171,0,1087.84,0,0,0,,0,0,0,0,0,0,0,0,609.51,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.65,1110.71,2,0,1.06,0.5,17,0.94,1.06,1.06,18.06,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
19.12,APPROACH,ILS_TRACK,159.92,152,-7.92,688.03,609.55,0.04,8.62,9,269.94,0.079,0,0,5.208,1,0.6,4.5,0.75,0.35,0.0168,0.4,6.819,19.66,6.819,7.917,1,270.04,0,0,1,0.01,0,0,0.02,270.02,0.996,0.0008,0.0893,0,270.04,1.69,-390.55,19.16,0.045,0,0,3,742.78,19.11,0,1078.42,0,0,0,,0,0,0,0,0,0,0,0,609.55,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.01,1101.07,2,0,1.06,0.5,18,0.94,1.06,1.06,19.12,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
20.18,APPROACH,ILS_TRACK,157.66,152,-5.66,688.23,609.59,0.04,9.06,9.52,269.96,0.185,0,0,5.182,1,0.6,4.5,0.75,0.35,0.0168,0.4,4.565,20.296,4.565,5.661,1,270.05,0,0,1,0.02,0,0,0.02,270.04,0.996,0.0008,0.089,0,270.05,1.47,-381.07,18.982,0.047,0,0,3,742.78,18.951,0,1069.12,0,0,0,,0,0,0,0,0,0,0,0,609.59,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.9,1089.87,2,0,1.06,0.5,19,0.94,1.06,1.06,20.18,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
21.24,APPROACH,ILS_TRACK,155.03,152,-3.03,688.42,609.64,0.04,9.58,10,269.98,0.194,0.2,0,3.64,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.037,0,3.031,0,270.04,0,0,1,0.02,0,0,0.02,270.05,0.9961,0.0007,0.0887,0,270.04,1.29,-371.71,18.808,0.04,0,0,3,742.78,18.721,0,1059.96,0,0,0,,0,0,0,0,0,0,0,0,609.64,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.54,1078.35,2,0,1.06,0.5,20,0.94,1.06,1.06,21.24,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
22.3,APPROACH,ILS_TRACK,152.36,152,-0.36,688.58,609.7,0.05,10.06,10.32,269.98,0.163,0.4,0,3.437,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.79,0,0.358,0,270.03,0,0,1,0.02,0,0,0.02,270.04,0.9961,0.0005,0.0884,0,270.03,1.15,-362.51,18.636,0.027,0,0,3,742.78,18.399,0,1050.94,0,0,0,,0,0,0,0,0,0,0,0,609.7,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.85,1068.74,2,0,1.06,0.5,21,0.94,1.06,1.06,22.3,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
23.36,APPROACH,ILS_TRACK,150.16,152,1.84,688.72,609.79,0.09,10.37,10.37,269.98,0.118,0.6,0,3.42,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.401,0,-1.809,0,270.02,0,0,1,0.03,0,0,0.02,270.03,0.9961,0.0003,0.0881,0,270.02,1.03,-353.47,18.466,0.017,0,0,3,742.78,18.082,0,1042.07,0,0,0,,0,0,0,0,0,0,0,0,609.79,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229.56,1062.59,2,0,1.06,0.5,22,0.94,1.06,1.06,23.36,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
24.42,APPROACH,ILS_TRACK,148.8,152,3.2,688.84,609.91,0.14,10.42,10.15,269.98,0.088,0.8,0,3.403,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.789,0,-3.186,0,270.01,0,0,1,0.05,0,0,0.02,270.02,0.9961,0.0002,0.0878,0,270.01,0.93,-344.55,18.299,0.01,0,0,3,742.78,17.832,0,1033.28,0,0,0,,0,0,0,0,0,0,0,0,609.91,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342.94,1061.15,2,0,1.06,0.5,23,0.94,1.06,1.06,24.42,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
25.48,APPROACH,ILS_TRACK,148.6,152,3.4,688.95,610.1,0.21,10.2,9.63,269.99,0.076,1,0,3.386,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.851,0,-3.405,0,270.01,0,0,1,0.08,0,0,0.02,270.01,0.9962,0.0001,0.0876,0,270.01,0.85,-335.69,18.132,0.008,0,0,3,742.78,17.721,0,1024.54,0,0,0,,0,0,0,0,0,0,0,0,610.1,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477.43,1065.58,2,0,1.06,0.5,24,0.94,1.06,1.06,25.48,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
26.54,APPROACH,ILS_TRACK,149.85,152,2.15,689.11,610.36,0.29,9.67,9.01,269.99,0.071,0.8,0,4.481,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.498,0,-2.153,0,270.01,0,0,1,0.11,0,0,0.02,270.01,0.9962,0.0001,0.0873,0,270.01,0.78,-326.8,17.964,0.005,0,0,3,742.78,17.786,0,1015.76,0,0,0,,0,0,0,0,0,0,0,0,610.36,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,559.36,1075.8,2,0,1.06,0.5,25,0.94,1.06,1.06,26.54,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
27.6,APPROACH,ILS_TRACK,152.4,152,-0.4,689.34,610.7,0.35,9.07,8.43,269.99,0.069,0.6,0,4.309,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.778,0,0.4,0,270,0,0,1,0.13,0,0,0.02,270.01,0.9962,0.0001,0.087,0,270,0.71,-317.74,17.795,0.003,0,0,3,742.78,18.125,0,1006.87,0,0,0,,0,0,0,0,0,0,0,0,610.7,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,588.01,1089.26,2,0,1.06,0.5,26,0.94,1.06,1.06,27.6,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
28.66,APPROACH,ILS_TRACK,155.61,152,-3.61,689.64,611.09,0.4,8.52,7.99,269.99,0.067,0.4,0,4.288,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,20.891,0,3.547,0,270,0,0,1,0.15,0,0,0.02,270,0.9962,0,0.0867,0,270,0.66,-308.44,17.622,0.002,0,0,3,742.78,18.597,0,997.81,0,0,0,,0,0,0,0,0,0,0,0,611.09,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,554.29,1103.28,2,0,1.06,0.5,27,0.94,1.06,1.06,28.66,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
29.72,APPROACH,ILS_TRACK,158.82,152,-6.82,690.01,611.51,0.41,8.1,7.76,269.99,0.06,0.2,0,4.266,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,19.984,0,6.766,0,270,0,0,1,0.15,0,0,0.02,270,0.9963,0,0.0864,0,270,0.61,-298.89,17.445,-0.002,0,0,3,742.78,19.1,0,988.56,0,0,0,,0,0,0,0,0,0,0,0,611.51,0,0,0,0,0,0,0,0,0,269.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,463.01,1114.73,2,0,1.06,0.5,28,0.94,1.06,1.06,29.72,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
