time_s,phase,ias_mps,aoa_deg,vs_mps,agl_m,lift_kN,weight_kN,lift_ratio,vs1g_est_mps
3.52,TAKEOFF:TO_PREFLIGHT,0.121,37.827,-0.045,3.649,0,971.033,0,-1
3.74,TAKEOFF:TO_PREFLIGHT,0.149,-19.929,0.058,3.631,-0.004,971.02,0,-1
3.96,TAKEOFF:TO_PREFLIGHT,0.218,-9.168,0.034,3.587,-0.002,971.005,0,-1
4.18,TAKEOFF:TO_PREFLIGHT,0.172,12.827,-0.039,3.598,0.001,970.989,0,-1
4.4,TAKEOFF:TO_PREFLIGHT,0.135,12.878,-0.028,3.613,0.002,970.972,0,-1
4.66,TAKEOFF:TO_PREFLIGHT,0.185,-8.321,0.032,3.606,-0.001,970.951,0,-1
4.88,TAKEOFF:TO_PREFLIGHT,0.23,-4.399,0.015,3.589,-0.001,970.932,0,-1
5.1,TAKEOFF:TO_PREFLIGHT,0.266,2.843,-0.018,3.591,0.002,970.912,0,-1
5.32,TAKEOFF:TO_PREFLIGHT,0.336,2.293,-0.015,3.601,0.003,970.892,0,-1
5.54,TAKEOFF:TO_PREFLIGHT,0.446,-1.307,0.012,3.6,0,970.87,0,-1
5.8,TAKEOFF:TO_PREFLIGHT,0.623,-0.641,0.004,3.592,0.002,970.843,0,-1
6.02,TAKEOFF:TO_PREFLIGHT,0.785,0.464,-0.009,3.587,0.007,970.82,1E-05,-1
6.24,TAKEOFF:TO_PREFLIGHT,0.916,-0.473,0.005,3.586,0.006,970.796,1E-05,-1
6.46,TAKEOFF:TO_PREFLIGHT,1,-0.196,-0.001,3.583,0.008,970.772,1E-05,-1
6.68,TAKEOFF:TO_PREFLIGHT,1.055,-0.267,0,3.58,0.01,970.746,1E-05,-1
6.94,TAKEOFF:TO_PREFLIGHT,1.095,-0.106,-0.003,3.579,0.012,970.715,1E-05,-1
7.16,TAKEOFF:TO_PREFLIGHT,1.122,-0.132,-0.002,3.578,0.013,970.689,1E-05,-1
7.38,TAKEOFF:TO_PREFLIGHT,1.148,-0.214,-0.001,3.577,0.012,970.662,1E-05,-1
7.6,TAKEOFF:TO_PREFLIGHT,1.174,-0.18,-0.002,3.576,0.013,970.634,1E-05,-1
7.82,TAKEOFF:TO_PREFLIGHT,1.197,-0.159,-0.002,3.575,0.014,970.605,1E-05,-1
8.08,TAKEOFF:TO_PREFLIGHT,1.221,-0.153,-0.002,3.574,0.015,970.571,1E-05,-1
8.3,TAKEOFF:TO_PREFLIGHT,1.241,-0.189,-0.002,3.573,0.015,970.542,2E-05,-1
8.52,TAKEOFF:TO_PREFLIGHT,1.259,-0.197,-0.002,3.572,0.015,970.512,2E-05,-1
8.74,TAKEOFF:TO_PREFLIGHT,1.276,-0.179,-0.002,3.571,0.016,970.482,2E-05,-1
8.96,TAKEOFF:TO_GROUND_ROLL,1.292,-0.173,-0.002,3.571,0.016,970.451,2E-05,-1
9.28,TAKEOFF:TO_GROUND_ROLL,2.104,2.124,-0.111,3.653,0.145,970.406,0.00015,-1
9.54,TAKEOFF:TO_GROUND_ROLL,3.754,0.058,0.095,3.756,0.252,970.368,0.00026,-1
9.8,TAKEOFF:TO_GROUND_ROLL,5.5,0.631,-0.022,3.935,0.403,970.33,0.00042,-1
10.04,TAKEOFF:TO_GROUND_ROLL,7.129,1.929,-0.058,4.045,1.125,970.292,0.00116,-1
10.34,TAKEOFF:TO_GROUND_ROLL,9.191,1.828,-0.014,4.214,1.531,970.247,0.00158,-1
10.6,TAKEOFF:TO_GROUND_ROLL,11,2.476,-0.052,4.295,2.51,970.208,0.00259,-1
10.86,TAKEOFF:TO_GROUND_ROLL,12.828,2.368,-0.007,4.35,3.099,970.168,0.00319,-1
11.12,TAKEOFF:TO_GROUND_ROLL,14.672,2.558,-0.054,4.341,4.168,970.128,0.0043,-1
11.42,TAKEOFF:TO_GROUND_ROLL,16.821,2.211,-0.025,4.275,4.993,970.081,0.00515,-1
11.68,TAKEOFF:TO_GROUND_ROLL,18.7,1.933,-0.049,4.172,5.779,970.04,0.00596,-1
11.94,TAKEOFF:TO_GROUND_ROLL,20.595,1.465,-0.039,4.046,6.316,969.999,0.00651,-1
12.2,TAKEOFF:TO_GROUND_ROLL,22.503,1.041,-0.053,3.915,6.861,969.958,0.00707,-1
12.5,TAKEOFF:TO_GROUND_ROLL,24.722,0.571,-0.053,3.783,7.399,969.91,0.00763,-1
12.76,TAKEOFF:TO_GROUND_ROLL,26.658,0.296,-0.061,3.704,8.138,969.868,0.00839,-1
13.02,TAKEOFF:TO_GROUND_ROLL,28.598,0.45,-0.2,3.657,9.937,969.826,0.01025,-1
13.28,TAKEOFF:TO_GROUND_ROLL,30.544,0.16,-0.002,3.677,10.601,969.783,0.01093,-1
13.58,TAKEOFF:TO_GROUND_ROLL,32.814,0.247,0.049,3.739,12.581,969.734,0.01297,-1
13.84,TAKEOFF:TO_GROUND_ROLL,34.793,0.702,-0.13,3.825,15.701,969.691,0.01619,-1
14.1,TAKEOFF:TO_GROUND_ROLL,36.781,0.931,-0.06,3.899,18.695,969.648,0.01928,-1
14.36,TAKEOFF:TO_GROUND_ROLL,38.777,1.248,-0.082,4.002,21.667,969.605,0.02235,-1
14.66,TAKEOFF:TO_GROUND_ROLL,41.088,1.591,-0.083,4.09,26.209,969.554,0.02703,-1
14.92,TAKEOFF:TO_GROUND_ROLL,43.099,1.779,-0.086,4.15,29.898,969.511,0.03084,-1
15.18,TAKEOFF:TO_GROUND_ROLL,45.116,1.881,-0.096,4.17,33.203,969.467,0.03425,-1
15.44,TAKEOFF:TO_GROUND_ROLL,47.139,1.826,-0.088,4.158,35.614,969.423,0.03674,-1
15.74,TAKEOFF:TO_GROUND_ROLL,49.481,1.645,-0.099,4.099,37.658,969.372,0.03885,-1
16,TAKEOFF:TO_GROUND_ROLL,51.518,1.377,-0.097,4.022,38.496,969.328,0.03971,-1
16.26,TAKEOFF:TO_GROUND_ROLL,53.56,1.08,-0.105,3.933,38.928,969.284,0.04016,-1
16.52,TAKEOFF:TO_GROUND_ROLL,55.609,0.782,-0.105,3.848,39.172,969.239,0.04042,-1
16.82,TAKEOFF:TO_GROUND_ROLL,57.981,0.499,-0.111,3.766,39.751,969.188,0.04101,-1
17.08,TAKEOFF:TO_GROUND_ROLL,60.041,0.328,-0.11,3.719,40.867,969.143,0.04217,-1
17.34,TAKEOFF:TO_GROUND_ROLL,62.107,0.251,-0.113,3.699,42.928,969.099,0.0443,-1
17.6,TAKEOFF:TO_GROUND_ROLL,64.169,0.347,-0.183,3.681,47.238,969.054,0.04875,-1
17.9,TAKEOFF:TO_GROUND_ROLL,66.544,0.32,-0.019,3.721,50.195,969.002,0.0518,292.376
18.16,TAKEOFF:TO_GROUND_ROLL,68.622,0.486,-0.145,3.782,55.544,968.957,0.05732,286.613
18.42,TAKEOFF:TO_GROUND_ROLL,70.704,0.644,-0.125,3.807,61.868,968.912,0.06385,279.803
18.68,TAKEOFF:TO_GROUND_ROLL,72.79,0.76,-0.101,3.864,66.936,968.866,0.06909,276.933
18.98,TAKEOFF:TO_GROUND_ROLL,75.205,0.935,-0.128,3.898,74.444,968.814,0.07684,271.301
19.24,TAKEOFF:TO_GROUND_ROLL,77.305,0.987,-0.11,3.922,79.218,968.768,0.08177,270.338
19.5,TAKEOFF:TO_GROUND_ROLL,79.414,1.02,-0.13,3.924,83.77,968.722,0.08648,270.055
19.76,TAKEOFF:TO_GROUND_ROLL,81.534,0.975,-0.113,3.915,87.458,968.676,0.09029,271.349
20.06,TAKEOFF:TO_GROUND_ROLL,83.996,0.885,-0.123,3.885,90.72,968.623,0.09366,274.462
20.32,TAKEOFF:TO_GROUND_ROLL,86.143,0.636,0.077,3.846,89.882,968.576,0.0928,282.782
20.58,TAKEOFF:TO_GROUND_ROLL,88.307,0.682,-0.231,3.813,94.976,968.529,0.09806,281.995
20.84,TAKEOFF:TO_GROUND_ROLL,90.486,0.429,-0.058,3.756,93.804,968.481,0.09686,290.748
21.14,TAKEOFF:TO_GROUND_ROLL,93.023,0.303,-0.154,3.714,95.458,968.426,0.09857,296.292
21.4,TAKEOFF:TO_GROUND_ROLL,95.239,0.224,-0.223,3.665,97.874,968.378,0.10107,299.574
21.66,TAKEOFF:TO_GROUND_ROLL,97.458,0.103,-0.071,3.644,99.363,968.329,0.10261,304.241
21.92,TAKEOFF:TO_GROUND_ROLL,99.714,0.087,-0.109,3.644,103.104,968.28,0.10648,305.575
22.22,TAKEOFF:TO_GROUND_ROLL,102.344,0.075,-0.104,3.625,108.056,968.223,0.1116,306.356
22.48,TAKEOFF:TO_GROUND_ROLL,104.647,0.128,-0.107,3.662,113.183,968.173,0.1169,306.062
22.74,TAKEOFF:TO_GROUND_ROLL,106.972,0.154,-0.123,3.652,120.868,968.122,0.12485,302.745
23,TAKEOFF:TO_GROUND_ROLL,109.32,0.107,-0.07,3.651,124.102,968.071,0.1282,305.326
23.3,TAKEOFF:TO_GROUND_ROLL,112.061,0.075,-0.105,3.635,128.985,968.012,0.13325,306.992
23.56,TAKEOFF:TO_GROUND_ROLL,114.463,0.056,-0.081,3.636,133.63,967.96,0.13805,308.065
23.82,TAKEOFF:TO_GROUND_ROLL,116.891,0.07,-0.089,3.637,139.698,967.907,0.14433,307.682
24.08,TAKEOFF:TO_GROUND_ROLL,119.344,0.057,-0.074,3.636,144.371,967.854,0.14917,309.006
24.38,TAKEOFF:TO_GROUND_ROLL,122.208,0.048,-0.074,3.633,151.095,967.792,0.15612,309.29
24.64,TAKEOFF:TO_GROUND_ROLL,124.718,0.047,-0.068,3.634,157.08,967.737,0.16232,309.563
24.9,TAKEOFF:TO_GROUND_ROLL,127.255,0.115,-0.283,3.626,165.985,967.682,0.17153,307.261
25.16,TAKEOFF:TO_GROUND_ROLL,129.818,0.063,0.034,3.649,170.534,967.627,0.17624,309.232
25.46,TAKEOFF:TO_GROUND_ROLL,132.809,0.111,-0.084,3.651,180.169,967.562,0.18621,307.77
25.72,TAKEOFF:TO_GROUND_ROLL,135.429,0.001,-0.015,3.623,181.076,967.505,0.18716,313.045
25.98,TAKEOFF:TO_GROUND_ROLL,138.077,0.004,-0.043,3.628,187.173,967.448,0.19347,313.916
26.24,TAKEOFF:TO_GROUND_ROLL,140.754,0.02,-0.026,3.629,196.051,967.39,0.20266,312.664
26.54,TAKEOFF:TO_GROUND_ROLL,143.879,0.007,-0.008,3.628,203.403,967.323,0.21027,313.765
26.8,TAKEOFF:TO_GROUND_ROLL,146.62,-0.011,-0.002,3.624,209.599,967.264,0.21669,314.971
27.06,TAKEOFF:TO_GROUND_ROLL,149.392,-0.002,0.005,3.627,217.783,967.204,0.22517,314.828
27.32,TAKEOFF:TO_GROUND_ROLL,152.196,-0.009,0.023,3.626,224.969,967.144,0.23261,315.563
27.62,TAKEOFF:TO_GROUND_ROLL,155.472,-0.024,0.033,3.623,232.965,967.073,0.2409,316.765
27.88,TAKEOFF:TO_GROUND_ROLL,158.348,-0.026,0.045,3.623,240.923,967.011,0.24914,317.241
#ROTATE,t_s=28.16,ias_mps=161.485,aoa_deg=-0.032
28.16,TAKEOFF:TO_ROTATE,161.485,-0.032,0.061,3.622,248.732,966.949,0.25723,318.396
28.46,TAKEOFF:TO_ROTATE,165.122,-0.045,0.069,3.62,258.167,966.871,0.26701,319.55
28.8,TAKEOFF:TO_ROTATE,169.047,0.005,0.08,3.631,264.181,966.787,0.27326,323.387
29.1,TAKEOFF:TO_ROTATE,172.564,0.073,0.106,3.648,266.873,966.712,0.27606,328.433
29.4,TAKEOFF:TO_ROTATE,176.13,0.206,0.125,3.689,276.117,966.636,0.28565,329.547
29.7,TAKEOFF:TO_ROTATE,179.74,0.537,0.28,3.829,303.902,966.559,0.31442,320.548
30.04,TAKEOFF:TO_ROTATE,183.879,1.54,0.154,4.113,403.578,966.47,0.41758,284.553
30.34,TAKEOFF:TO_ROTATE,187.563,2.663,0.26,4.472,526.391,966.39,0.5447,254.137
30.64,TAKEOFF:TO_ROTATE,191.267,3.735,0.483,4.837,658.79,966.309,0.68176,231.645
30.94,TAKEOFF:TO_ROTATE,194.969,4.716,0.48,5.21,787.168,966.228,0.81468,216.009
31.28,TAKEOFF:TO_ROTATE,199.143,5.772,0.406,5.552,936.211,966.133,0.96903,202.3
31.5,TAKEOFF:TO_ROTATE,201.579,6.219,0.618,5.746,999.362,966.077,1.03445,198.194
31.72,TAKEOFF:TO_ROTATE,204.238,6.81,0.757,6.042,1012.502,966.015,1.04812,199.495
#LIFTOFF,t_s=31.94,ias_mps=206.832,aoa_deg=8.285,vs_mps=0.951,lift_ratio=1.19124
31.94,TAKEOFF:TO_ROTATE,206.832,8.285,0.951,6.624,1150.682,965.952,1.19124,189.504
32.2,TAKEOFF:TO_ROTATE,209.685,11.237,2.068,7.879,1498.052,965.877,1.55098,168.37
32.42,TAKEOFF:TO_CLIMB,211.766,14.558,4.044,9.582,1880.982,965.813,1.94756,151.743
32.66,TAKEOFF:TO_CLIMB,213.356,17.497,8.419,12.109,2412.522,965.742,2.4981,134.99
32.86,TAKEOFF:TO_CLIMB,214.023,18.2,12.957,14.662,2541.238,965.683,2.63154,131.934
33.08,TAKEOFF:TO_CLIMB,214.175,16.181,17.889,17.774,2335.824,965.619,2.41899,137.706
33.34,TAKEOFF:TO_CLIMB,215.173,12.219,21.238,25.622,1685.379,965.544,1.74552,162.864
33.56,TAKEOFF:TO_CLIMB,216.938,9.895,22.694,36.192,1325.673,965.481,1.37307,185.135
33.78,TAKEOFF:TO_CLIMB,218.963,8.871,24.055,42.642,1354.524,965.419,1.40304,184.856
34,TAKEOFF:TO_CLIMB,221.095,7.938,25.408,48.95,1220.257,965.356,1.26405,196.651
34.22,TAKEOFF:TO_CLIMB,223.349,7.262,26.5,55.899,1155.149,965.294,1.19668,204.172
34.48,TAKEOFF:TO_CLIMB,226.103,6.768,27.565,63.193,1100.803,965.22,1.14047,211.722
34.7,TAKEOFF:TO_CLIMB,228.48,6.479,28.5,72.225,1089.414,965.158,1.12874,215.056
34.92,TAKEOFF:TO_CLIMB,230.892,6.159,29.348,80.308,1053.972,965.096,1.09209,220.943
35.14,TAKEOFF:TO_CLIMB,233.344,5.887,30.102,90.576,1010.8,965.033,1.04743,228
35.36,TAKEOFF:TO_CLIMB,235.833,5.608,30.877,101.684,1017.078,964.971,1.054,229.713
35.62,TAKEOFF:TO_CLIMB,238.829,5.284,31.503,116.355,916.81,964.897,0.95016,245.013
35.84,TAKEOFF:TO_CLIMB,241.41,5.099,32.123,129.05,937.971,964.834,0.97216,244.843
36.06,TAKEOFF:TO_CLIMB,244.031,5.044,32.395,142.059,855.718,964.771,0.88696,259.114
36.28,TAKEOFF:TO_CLIMB,246.662,4.923,33.229,156.148,1007.75,964.708,1.04462,241.336
36.5,TAKEOFF:TO_CLIMB,249.32,4.681,33.448,173.025,827.511,964.644,0.85784,269.187
36.78,TAKEOFF:TO_CLIMB,252.733,4.556,34.288,189.77,957.047,964.563,0.99221,253.723
36.98,TAKEOFF:TO_CLIMB,255.21,4.44,34.425,196.618,822.109,964.504,0.85236,276.43
37.2,TAKEOFF:TO_CLIMB,257.97,4.445,35.069,204.27,932.262,964.439,0.96664,262.385
37.42,TAKEOFF:TO_CLIMB,260.774,4.329,35.297,211.992,802.918,964.375,0.83258,285.793
37.64,TAKEOFF:TO_CLIMB,263.616,4.321,35.967,219.832,931.618,964.309,0.9661,268.201
37.9,TAKEOFF:TO_CLIMB,267.031,4.187,36.249,229.197,791.476,964.231,0.82084,294.736
38.12,TAKEOFF:TO_CLIMB,269.971,4.161,36.863,237.242,882.724,964.165,0.91553,282.151
38.34,TAKEOFF:TO_CLIMB,272.959,4.123,37.122,245.372,817.153,964.098,0.84758,296.487
38.56,TAKEOFF:TO_CLIMB,275.992,4.093,37.589,253.598,859.943,964.031,0.89203,292.218
38.78,TAKEOFF:TO_CLIMB,279.074,4.075,38.025,261.918,839.154,963.963,0.87053,299.109
39.04,TAKEOFF:TO_CLIMB,282.777,4.051,38.527,271.871,856.856,963.882,0.88896,299.918
39.26,TAKEOFF:TO_CLIMB,285.964,4.038,38.95,280.395,832.337,963.813,0.86359,307.721
39.48,TAKEOFF:TO_CLIMB,289.201,4.026,39.382,289.015,857.074,963.744,0.88932,306.67
39.7,TAKEOFF:TO_CLIMB,292.487,4.013,39.829,297.73,835.403,963.674,0.86689,314.14
39.92,DONE,296.128,3.994,40.324,307.35,837.431,963.596,0.86907,317.652
#EST,vs_from_lof=191.512,vs_from_lift=189.504,vs_from_alpha=140.323,vs_to_est=191.512,vr_next=201.087
